race_id,election_date,candidate_name,office,jurisdiction,item_id,title,source_url,publication_date,updated_date,complete_body_path,status,first_published_by_election,updated_after_election
race-1222367a071612c7736a,2021-06-22,Jacqui Painter,City Council,District 38,5ff8f3e08e17786cf7df811e,Candidate Answers to JOLDC: Jacqui Painter for City Council District 38,https://jimowles.org/news/candidate-answers-to-joldc-jacqui-painter-for-city-council-district-38,2021-01-08,2021-01-20,data/raw/questionnaire_library/joldc/post-5ff8f3e08e17786cf7df811e-c825c00e5a11492456c8d0cf3e1be5b78d6810fb69e1b01f75a47af21abe6c62.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-60a20e415203eadd2b99,2021-06-22,Brandon West,City Council,District 39,5ff8fad57a7b7d4c0286521d,Candidate Answers to JOLDC: Brandon West for City Council District 39,https://jimowles.org/news/candidate-answers-to-joldc-brandon-west-for-city-council-district-39,2021-01-08,2021-01-09,data/raw/questionnaire_library/joldc/post-5ff8fad57a7b7d4c0286521d-56fc1713ba6ce29e9df6daeb2746cd78c2d44ac66a988dbc064a26a13320dae6.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-60a20e415203eadd2b99,2021-06-22,Briget Rein,City Council,District 39,5ff8eb0e2ee63730daaa8c18,Candidate Answers to JOLDC: Briget Rein for City Council District 39,https://jimowles.org/news/candidate-answers-to-joldc-briget-rein-for-city-council-district-39,2021-01-08,2021-01-09,data/raw/questionnaire_library/joldc/post-5ff8eb0e2ee63730daaa8c18-a2637516624e915a6a74b1605fa920e88fcf53c7d362b38ca689fc6a04246d0b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-773a75def2a0d13c9f49,2020-06-23,Ritchie Torres,US House,District 15,5e1e412b8460a6689db40135,Candidate Answers to JOLDC: Ritchie Torres for US Congress NY-15,https://jimowles.org/news/candidate-answers-to-joldc-ritchie-torres-for-us-congress-ny-15,2020-01-14,2020-02-11,data/raw/questionnaire_library/joldc/post-5e1e412b8460a6689db40135-a6cd2abeb249188ca995736fd3b47e1008fcf8a41b9f0eb6482ff98537283681.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-4ccedc03fd0aec1094b0,2020-06-23,Jamaal Bowman,US House,District 16,5e1e3d4ff1a61d6964bfdc23,Candidate Answers to JOLDC: Jamaal Bowman  for US Congress NY-16,https://jimowles.org/news/candidate-answers-to-joldc-jamaal-bowman-for-us-congress-ny-16,2020-01-14,2021-01-11,data/raw/questionnaire_library/joldc/post-5e1e3d4ff1a61d6964bfdc23-6a38aec6482ec18676128cc1344642b5814a5b74387dc051c7e6dac65a3d6b43.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,True
race-f8472a6d24864b436bac,2020-06-23,Jabari Brisport,State Senate,District 25,5e3db35c475a525571d51e85,Candidate Answers to JOLDC: Jabari Brisport for NY Senate District 25,https://jimowles.org/news/candidate-answers-to-joldc-jabari-brisport-for-ny-senate-district-25,2020-01-14,2020-02-11,data/raw/questionnaire_library/joldc/post-5e3db35c475a525571d51e85-f46d3f9abe86c1793b7525dcc35a817b244f8ca0c6949220ee24b3034bc66dd7.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-f8472a6d24864b436bac,2020-06-23,Jason Salmon,State Senate,District 25,5e3c97e423fa2f72ad95f9cb,Candidate Answers to JOLDC: Jason Salmon for NY Senate District 25,https://jimowles.org/news/candidate-answers-to-joldc-jason-salmon-for-ny-senate-district-25,2020-01-14,2020-05-15,data/raw/questionnaire_library/joldc/post-5e3c97e423fa2f72ad95f9cb-2c6939a506a31d9bf35e051fecb97caa67bc5434f2e547ca9cf8a97d74bfc746.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-24aa59df50abd920bfce,2020-06-23,Aravella Simotas,State Assembly,District 36,5e29e35acdcdf2247d86e7a9,Candidate Answers to JOLDC: Aravella Simotas for NY Assembly District 36,https://jimowles.org/news/candidate-answers-to-joldc-aravella-simotas-for-ny-assembly-district-36,2020-01-14,2020-02-11,data/raw/questionnaire_library/joldc/post-5e29e35acdcdf2247d86e7a9-96c8c5332d9ea0383adae5368db628a0feb2f3f1ccabf42a0b23e6b7c33b4a11.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-24aa59df50abd920bfce,2020-06-23,Zohran Kwame Mamdani,State Assembly,District 36,5e2f27cf6cdfb060c0b2f67f,Candidate Answers to JOLDC: Zohran Mamdani for NY Assembly District 36,https://jimowles.org/news/candidate-answers-to-joldc-zohran-mamdani-for-ny-assembly-district-36,2020-01-14,2025-06-19,data/raw/questionnaire_library/joldc/post-5e2f27cf6cdfb060c0b2f67f-9d5416cbc974e0b65eff64a0c71b19afb41e1263065dba1a4b9239189c27aaaf.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,True
race-55403cc726be644d5b3b,2020-06-23,Katherine P. Walsh,State Assembly,District 51,5e433393eb114713c9b40ba9,Candidate Answers to JOLDC: Katherine Walsh for NY Assembly District 51,https://jimowles.org/news/candidate-answers-to-joldc-katherine-walsh-for-ny-assembly-district-51,2020-01-14,2020-04-02,data/raw/questionnaire_library/joldc/post-5e433393eb114713c9b40ba9-3146c73f9de4dd135faa599f9afc794aa91165e6b46d96947fdd814c92e6469b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-55403cc726be644d5b3b,2020-06-23,Marcela Mitaynes,State Assembly,District 51,5e3cb3ce0e665361c446e128,Candidate Answers to JOLDC: Marcela Mitaynes for NY Assembly District 51,https://jimowles.org/news/candidate-answers-to-joldc-marcela-mitaynes-for-ny-assembly-district-51,2020-01-14,2020-04-02,data/raw/questionnaire_library/joldc/post-5e3cb3ce0e665361c446e128-5d8c0ec0c7999d440fac90724861acd01cbf1f46b5d7bcd65d8b2ae93371c043.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-b701775ebc5e0586ec3c,2020-06-23,Phara Souffrant Forrest,State Assembly,District 57,5e6b3d0b810aeb77250f6e2f,Candidate Answers to JOLDC: Phara Souffrant Forrest for NY Assembly District 57 ,https://jimowles.org/news/candidate-answers-to-joldc-phara-souffrant-forrest-for-ny-assembly-district-57,2020-01-14,2026-03-20,data/raw/questionnaire_library/joldc/post-5e6b3d0b810aeb77250f6e2f-b66d0206a17318a2d49f9be0c54ef54fc1dcb693f8191ec9842be912ba5a900e.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,True
