cycle,chamber,state_code,district,seat_basis_cycle,status,source_rows,state_primary_candidate_rows,state_primary_source_ids,candidate_rows,primary_reported_rows,primary_numeric_rows,democratic_primary_rows,primary_type,candidate_policy_text_status
2018,House,MN,03,2018,source_records_present,4,0,,3,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MN,04,2018,source_records_present,6,0,,5,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MN,05,2018,source_records_present,11,0,,10,9,9,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MN,06,2018,source_records_present,6,0,,5,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MN,07,2018,source_records_present,4,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MN,08,2018,source_records_present,9,0,,8,7,7,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,01,2018,source_records_present,8,0,,8,8,8,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,02,2018,source_records_present,10,0,,10,9,9,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,03,2018,source_records_present,4,0,,4,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,04,2018,source_records_present,6,0,,6,6,6,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,05,2018,source_records_present,9,0,,9,8,8,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,06,2018,source_records_present,5,0,,5,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,07,2018,source_records_present,10,0,,10,9,9,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MO,08,2018,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MP,00,2018,source_records_present,2,0,,2,0,0,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MS,01,2018,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MS,02,2018,source_records_present,3,0,,3,2,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MS,03,2018,source_records_present,9,0,,9,9,8,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MS,04,2018,source_records_present,4,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,MT,00,2018,source_records_present,13,0,,10,13,12,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,01,2018,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,02,2018,source_records_present,6,0,,6,6,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,03,2018,source_records_present,3,0,,3,3,3,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,04,2018,source_records_present,6,0,,6,6,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,05,2018,source_records_present,5,0,,5,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,06,2018,source_records_present,3,0,,3,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,07,2018,source_records_present,4,0,,4,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,08,2018,source_records_present,4,0,,4,4,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,09,2018,source_records_present,6,0,,6,6,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,10,2018,source_records_present,7,0,,7,7,6,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,11,2018,source_records_present,6,0,,6,6,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,12,2018,source_records_present,7,0,,7,7,7,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NC,13,2018,source_records_present,5,0,,5,4,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,ND,00,2018,source_records_present,15,0,,11,13,13,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NE,01,2018,source_records_present,4,0,,3,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NE,02,2018,source_records_present,3,0,,3,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NE,03,2018,source_records_present,5,0,,5,5,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NH,01,2018,source_records_present,45,0,,43,44,44,18,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NH,02,2018,source_records_present,26,0,,24,25,25,9,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,01,2018,source_records_present,7,0,,7,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,02,2018,source_records_present,12,0,,12,8,8,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,03,2018,source_records_present,3,0,,3,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,04,2018,source_records_present,8,0,,8,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,05,2018,source_records_present,5,0,,5,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,06,2018,source_records_present,3,0,,3,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,07,2018,source_records_present,8,0,,8,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,08,2018,source_records_present,4,0,,4,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,09,2018,source_records_present,4,0,,4,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,10,2018,source_records_present,6,0,,6,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,11,2018,source_records_present,12,0,,12,10,10,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NJ,12,2018,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NM,01,2018,source_records_present,9,0,,9,9,9,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NM,02,2018,source_records_present,6,0,,6,6,6,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NM,03,2018,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NV,01,2018,source_records_present,6,0,,6,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NV,02,2018,source_records_present,10,0,,10,10,10,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NV,03,2018,source_records_present,21,0,,21,16,16,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NV,04,2018,source_records_present,16,0,,16,12,12,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,01,2018,source_records_present,13,0,,12,11,5,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,02,2018,source_records_present,10,0,,9,6,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,03,2018,source_records_present,8,0,,7,7,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,04,2018,source_records_present,6,0,,5,5,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,05,2018,source_records_present,3,0,,3,3,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,06,2018,source_records_present,6,0,,5,5,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,07,2018,source_records_present,60,0,,59,58,55,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,08,2018,source_records_present,5,0,,4,4,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,09,2018,source_records_present,7,0,,6,6,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,10,2018,source_records_present,6,0,,5,5,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,11,2018,source_records_present,17,0,,16,16,11,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,12,2018,source_records_present,7,0,,6,6,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,13,2018,source_records_present,5,0,,4,4,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,14,2018,source_records_present,7,0,,6,6,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,15,2018,source_records_present,33,0,,32,32,28,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,16,2018,source_records_present,7,0,,6,6,4,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,17,2018,source_records_present,5,0,,4,4,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,18,2018,source_records_present,8,0,,7,7,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,19,2018,source_records_present,23,0,,22,20,14,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,20,2018,source_records_present,6,0,,5,5,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,21,2018,source_records_present,17,0,,16,15,9,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,22,2018,source_records_present,8,0,,7,7,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,23,2018,source_records_present,11,0,,10,10,6,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,24,2018,source_records_present,9,0,,8,8,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,25,2018,source_records_present,11,0,,10,10,4,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,26,2018,source_records_present,5,0,,4,4,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,NY,27,2018,source_records_present,8,0,,7,7,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,01,2018,source_records_present,6,0,,6,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,02,2018,source_records_present,6,0,,6,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,03,2018,source_records_present,4,0,,4,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,04,2018,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,05,2018,source_records_present,6,0,,6,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,06,2018,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,07,2018,source_records_present,5,0,,5,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,08,2018,source_records_present,5,0,,5,5,5,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,09,2018,source_records_present,6,0,,6,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,10,2018,source_records_present,7,0,,7,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,11,2018,source_records_present,5,0,,5,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,12,2018,source_records_present,19,0,,19,18,18,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,13,2018,source_records_present,4,0,,4,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,14,2018,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,15,2018,source_records_present,4,0,,4,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OH,16,2018,source_records_present,9,0,,9,9,9,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OK,01,2018,source_records_present,10,0,,10,10,10,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OK,02,2018,source_records_present,10,0,,10,9,8,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OK,03,2018,source_records_present,3,0,,3,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OK,04,2018,source_records_present,7,0,,7,6,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OK,05,2018,source_records_present,9,0,,9,9,9,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OR,01,2018,source_records_present,12,0,,8,11,10,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OR,02,2018,source_records_present,15,0,,11,14,14,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OR,03,2018,source_records_present,13,0,,9,12,10,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OR,04,2018,source_records_present,14,0,,10,13,11,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,OR,05,2018,source_records_present,12,0,,8,11,9,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,01,2018,source_records_present,8,0,,5,7,7,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,02,2018,source_records_present,6,0,,3,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,03,2018,source_records_present,6,0,,3,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,04,2018,source_records_present,7,0,,4,6,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,05,2018,source_records_present,14,0,,11,13,13,11,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,06,2018,source_records_present,5,0,,2,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,07,2018,source_records_present,12,0,,9,10,10,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,08,2018,source_records_present,8,0,,5,6,6,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,09,2018,source_records_present,9,0,,6,8,8,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,10,2018,source_records_present,8,0,,5,7,7,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,11,2018,source_records_present,6,0,,3,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,12,2018,source_records_present,7,0,,4,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,13,2018,source_records_present,12,0,,9,11,11,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,14,2018,source_records_present,9,0,,6,8,8,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,15,2018,source_records_present,6,0,,3,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,16,2018,source_records_present,8,0,,5,6,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,17,2018,source_records_present,5,0,,2,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,PA,18,2018,source_records_present,5,0,,2,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,RI,01,2018,source_records_present,7,0,,6,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,RI,02,2018,source_records_present,5,0,,4,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,01,2018,source_records_present,6,0,,5,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,02,2018,source_records_present,6,0,,5,5,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,03,2018,source_records_present,5,0,,4,4,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,04,2018,source_records_present,20,0,,19,19,18,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,05,2018,source_records_present,7,0,,6,6,4,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,06,2018,source_records_present,4,0,,3,3,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SC,07,2018,source_records_present,7,0,,6,6,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,SD,00,2018,source_records_present,6,0,,6,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,01,2018,source_records_present,6,0,,6,5,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,02,2018,source_records_present,14,0,,14,10,10,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,03,2018,source_records_present,6,0,,6,5,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,04,2018,source_records_present,7,0,,7,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,05,2018,source_records_present,5,0,,5,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,06,2018,source_records_present,11,0,,11,9,9,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,07,2018,source_records_present,5,0,,5,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,08,2018,source_records_present,6,0,,6,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TN,09,2018,source_records_present,5,0,,5,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,01,2018,source_records_present,6,0,,6,6,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,02,2018,source_records_present,17,0,,17,15,14,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,03,2018,source_records_present,10,0,,10,8,7,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,04,2018,source_records_present,5,0,,5,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,05,2018,source_records_present,11,0,,11,9,9,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,06,2018,source_records_present,17,0,,17,17,16,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,07,2018,source_records_present,9,0,,9,9,9,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,08,2018,source_records_present,4,0,,4,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,09,2018,source_records_present,4,0,,4,2,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,10,2018,source_records_present,11,0,,11,10,9,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,11,2018,source_records_present,6,0,,6,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,12,2018,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,13,2018,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,14,2018,source_records_present,6,0,,6,6,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,15,2018,source_records_present,4,0,,4,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,16,2018,source_records_present,11,0,,11,8,8,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,17,2018,source_records_present,5,0,,5,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,18,2018,source_records_present,5,0,,5,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,19,2018,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,20,2018,source_records_present,4,0,,4,2,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,21,2018,source_records_present,25,0,,25,23,22,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,22,2018,source_records_present,11,0,,11,10,9,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,23,2018,source_records_present,8,0,,8,8,7,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,24,2018,source_records_present,9,0,,9,7,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,25,2018,source_records_present,7,0,,7,7,6,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,26,2018,source_records_present,5,0,,5,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,27,2018,source_records_present,12,0,,12,11,10,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,28,2018,source_records_present,2,0,,2,2,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,29,2018,source_records_present,15,0,,15,12,11,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,30,2018,source_records_present,4,0,,4,4,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,31,2018,source_records_present,7,0,,7,7,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,32,2018,source_records_present,10,0,,10,10,9,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,33,2018,source_records_present,4,0,,4,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,34,2018,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,35,2018,source_records_present,4,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,TX,36,2018,source_records_present,4,0,,4,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,UT,01,2018,source_records_present,6,0,,6,5,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,UT,02,2018,source_records_present,7,0,,7,4,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,UT,03,2018,source_records_present,10,0,,10,5,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,UT,04,2018,source_records_present,7,0,,7,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,01,2018,source_records_present,6,0,,4,5,4,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,02,2018,source_records_present,7,0,,4,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,03,2018,source_records_present,2,0,,1,1,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,04,2018,source_records_present,6,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,05,2018,source_records_present,6,0,,5,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,06,2018,source_records_present,14,0,,12,6,5,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,07,2018,source_records_present,6,0,,4,4,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,08,2018,source_records_present,3,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,09,2018,source_records_present,4,0,,3,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,10,2018,source_records_present,11,0,,8,10,10,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VA,11,2018,source_records_present,4,0,,3,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VI,00,2018,source_records_present,2,0,,1,1,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,VT,00,2018,source_records_present,28,0,,24,21,21,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WA,01,2018,source_records_present,5,0,,5,5,5,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,02,2018,source_records_present,6,0,,6,6,6,2,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,03,2018,source_records_present,7,0,,7,7,7,4,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,04,2018,source_records_present,2,0,,2,2,2,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,05,2018,source_records_present,5,0,,5,5,5,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,06,2018,source_records_present,3,0,,3,3,3,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,07,2018,source_records_present,2,0,,2,2,2,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,08,2018,source_records_present,12,0,,12,12,12,4,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,09,2018,source_records_present,3,0,,3,3,3,2,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WA,10,2018,source_records_present,4,0,,4,4,4,1,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,House,WI,01,2018,source_records_present,16,0,,10,13,13,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,02,2018,source_records_present,10,0,,4,7,7,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,03,2018,source_records_present,8,0,,2,7,7,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,04,2018,source_records_present,11,0,,5,9,9,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,05,2018,source_records_present,11,0,,5,9,9,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,06,2018,source_records_present,8,0,,2,7,7,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,07,2018,source_records_present,11,0,,5,9,9,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WI,08,2018,source_records_present,8,0,,2,7,7,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WV,01,2018,source_records_present,4,0,,4,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WV,02,2018,source_records_present,4,0,,4,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WV,03,2018,source_records_present,11,0,,11,11,11,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,House,WY,00,2018,source_records_present,10,0,,7,7,7,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,AZ,S,Senate Class 1,source_records_present,16,0,,16,9,9,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,CA,S,Senate Class 1,source_records_present,35,0,,35,35,35,11,nonpartisan_top_two_or_top_four,not_collected_for_nationwide_universe
2018,Senate,CT,S,Senate Class 1,source_records_present,10,0,,10,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,DE,S,Senate Class 1,source_records_present,10,0,,10,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,FL,S,Senate Class 1,source_records_present,8,0,,8,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,HI,S,Senate Class 1,source_records_present,12,0,,12,12,12,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,IN,S,Senate Class 1,source_records_present,8,0,,8,5,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,MA,S,Senate Class 1,source_records_present,8,0,,8,6,6,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,MD,S,Senate Class 1,source_records_present,25,0,,24,20,19,8,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,ME,S,Senate Class 1,source_records_present,4,0,,4,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,MI,S,Senate Class 1,source_records_present,10,0,,10,8,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,MN,S,Senate Class 1,source_records_present,15,0,,14,9,9,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2018,Senate,MO,S,Senate Class 1,source_records_present,25,0,,25,21,21,7,requires_election_specific_verification,not_collected_for_nationwide_universe
