cycle,state_code,chamber,district,regular_primary_status,unresolved_ballot_categories,future_ballot_categories,minor_party_universe_status,special_election_status
2018,MA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MA,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MD,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,ME,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,ME,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MI,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MN,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MO,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MP,House,00,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MS,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MS,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MS,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MS,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,MT,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NC,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,ND,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NE,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NE,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NE,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NH,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NH,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NJ,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NM,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NM,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NM,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NV,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NV,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NV,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NV,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,17,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,18,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,19,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,20,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,21,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,22,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,23,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,24,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,25,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,26,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,NY,House,27,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OH,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OK,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OK,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OK,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OK,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OK,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OR,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OR,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OR,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OR,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,OR,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,17,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,PA,House,18,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,RI,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,RI,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SC,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,SD,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TN,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,17,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,18,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,19,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,20,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,21,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,22,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,23,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,24,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,25,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,26,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,27,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,28,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,29,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,30,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,31,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,32,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,33,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,34,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,35,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,TX,House,36,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,UT,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,UT,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,UT,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,UT,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VA,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VI,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,VT,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,01,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,02,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,03,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,04,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,05,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,06,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,07,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,08,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,09,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2018,WA,House,10,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
