excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context
fed24-bowman-movement-frame,Jamaal Bowman,race-5650629789d1169ab061,2024-06-25,campaign_approach,causing problems for the status quo,https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues,,paragraph 18,923856dc8d53ca636ccd503e3e65aef78360156211a87bb6d92f95b0ce46edad,false,assistant_source_review_not_independent_human_gold,campaign_frame,,fed24-source-bowman-frame,endorsed_candidate,representation_style,challenge_status_quo,causing problems for the status quo,paragraph 18,Presents challenging the status quo and fighting for working people as the campaign's purpose. Archived page includes explicit campaign-fundraising and status-quo rhetoric. Its substantive issue cards are not extracted from an unrendered shell.,Jamaal Bowman,Assistant source review; Presents challenging the status quo and fighting for working people as the campaign's purpose. Archived page includes explicit campaign-fundraising and status-quo rhetoric. Its substantive issue cards are not extracted from an unrendered shell.,https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues,2024-06-18,2024-06-18,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,a192c4e7f4901d055abf6b80-a44658eaf89b,,,,archived_campaign_homepage,,,,,,paragraph 18 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-5650629789d1169ab061', 'candidate_name': 'Jamaal Bowman', 'role': 'endorsed', 'election_date': '2024-06-25', 'source_type': 'archived_campaign_homepage', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues', 'locator': 'paragraph 18'}",Jamaal Bowman,,Presents challenging the status quo and fighting for working people as the campaign's purpose.,
fed24-bowman-pacs,Jamaal Bowman,race-5650629789d1169ab061,2024-06-25,campaign_approach,does not accept money from Corporate PACs or lobbyists,https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues,,paragraph 18,923856dc8d53ca636ccd503e3e65aef78360156211a87bb6d92f95b0ce46edad,false,assistant_source_review_not_independent_human_gold,campaign_frame,,fed24-source-bowman-frame,endorsed_candidate,campaign_funding,reject_corporate_pacs,does not accept money from Corporate PACs or lobbyists,paragraph 18,The campaign states that it rejects corporate PAC and lobbyist contributions; this is not an independent contribution audit. Archived page includes explicit campaign-fundraising and status-quo rhetoric. Its substantive issue cards are not extracted from an unrendered shell.,Jamaal Bowman,Assistant source review; The campaign states that it rejects corporate PAC and lobbyist contributions; this is not an independent contribution audit. Archived page includes explicit campaign-fundraising and status-quo rhetoric. Its substantive issue cards are not extracted from an unrendered shell.,https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues,2024-06-18,2024-06-18,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,a192c4e7f4901d055abf6b80-a44658eaf89b,,,,archived_campaign_homepage,,,,,,paragraph 18 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-5650629789d1169ab061', 'candidate_name': 'Jamaal Bowman', 'role': 'endorsed', 'election_date': '2024-06-25', 'source_type': 'archived_campaign_homepage', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240618025206id_/https://www.bowmanforcongress.com/issues', 'locator': 'paragraph 18'}",Jamaal Bowman,,The campaign states that it rejects corporate PAC and lobbyist contributions; this is not an independent contribution audit.,
fed24-bowman-climate,Jamaal Bowman,race-5650629789d1169ab061,2024-06-25,climate_energy,Green New Deal for Public Schools,https://jimowles.org/news/candidate-answers-to-joldc-jamaal-bowman-for-us-congress-ny-16-2024,2024-04-24,paragraph 14,19d293180da7553068827245b4c8d345ac9adf81dc15777012a3bb222b488024,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-bowman-questionnaire,endorsed_candidate,green_new_deal_approach,support,Green New Deal for Public Schools,paragraph 14,Promotes his Green New Deal for Public Schools and support for Green New Deal public-housing legislation. Previously verified complete first-party candidate-answer body from the publisher record; additional propositions reviewed in paragraph14.,Jamaal Bowman,Assistant source review; Promotes his Green New Deal for Public Schools and support for Green New Deal public-housing legislation. Previously verified complete first-party candidate-answer body from the publisher record; additional propositions reviewed in paragraph14.,,,2024-04-29,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publisher_revision_date,,,a6364141bfe27bc5e82017dd-19d293180da7,,,,candidate_questionnaire,,,,2024-04-29,,paragraph 14 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-5650629789d1169ab061', 'candidate_name': 'Jamaal Bowman', 'role': 'endorsed', 'election_date': '2024-06-25', 'source_type': 'candidate_questionnaire', 'publication_date': '2024-04-24', 'source_url': 'https://jimowles.org/news/candidate-answers-to-joldc-jamaal-bowman-for-us-congress-ny-16-2024', 'locator': 'paragraph 14'}",Jamaal Bowman,,Promotes his Green New Deal for Public Schools and support for Green New Deal public-housing legislation.,
fed24-tlaib-medicare,Rashida Tlaib,race-5c08fa2bbce03a90932e,2024-08-06,healthcare,Co-sponsored the Medicare For All Act of 2021,https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/,,paragraph 33,050a8dbd3eff699cc1c3c5aaf3f51534e6335e1e24474ba73c3290db261e5c64,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-tlaib-healthcare,endorsed_candidate,medicare_for_all,support,Co-sponsored the Medicare For All Act of 2021,paragraph 33,Campaign highlights sponsorship of Medicare for All as part of its healthcare platform; this is an attributed record claim. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,Rashida Tlaib,Assistant source review; Campaign highlights sponsorship of Medicare for All as part of its healthcare platform; this is an attributed record claim. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,https://web.archive.org/web/20240520022359id_/https://rashidaforcongress.com/issues/healthcare-for-all/,2024-05-20,2024-05-20,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,93210281315312ff941c5a9c-050a8dbd3eff,,,,archived_campaign_platform,,,,,,paragraph 33 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,resolution_verified,unresolved,,"{'race_id': 'race-5c08fa2bbce03a90932e', 'candidate_name': 'Rashida Tlaib', 'role': 'endorsed', 'election_date': '2024-08-06', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/', 'locator': 'paragraph 33'}",Rashida Tlaib,,Campaign highlights sponsorship of Medicare for All as part of its healthcare platform; this is an attributed record claim.,
fed24-tlaib-drug-prices,Rashida Tlaib,race-5c08fa2bbce03a90932e,2024-08-06,healthcare,lower prescription drug prices,https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/,,paragraph 35,050a8dbd3eff699cc1c3c5aaf3f51534e6335e1e24474ba73c3290db261e5c64,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-tlaib-healthcare,endorsed_candidate,prescription_drug_prices,support_reduction,lower prescription drug prices,paragraph 35,Campaign promotes expanding Medicare coverage and reducing prescription-drug costs. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,Rashida Tlaib,Assistant source review; Campaign promotes expanding Medicare coverage and reducing prescription-drug costs. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,https://web.archive.org/web/20240520022359id_/https://rashidaforcongress.com/issues/healthcare-for-all/,2024-05-20,2024-05-20,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,93210281315312ff941c5a9c-050a8dbd3eff,,,,archived_campaign_platform,,,,,,paragraph 35 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,resolution_verified,unresolved,,"{'race_id': 'race-5c08fa2bbce03a90932e', 'candidate_name': 'Rashida Tlaib', 'role': 'endorsed', 'election_date': '2024-08-06', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/', 'locator': 'paragraph 35'}",Rashida Tlaib,,Campaign promotes expanding Medicare coverage and reducing prescription-drug costs.,
fed24-tlaib-reproductive-care,Rashida Tlaib,race-5c08fa2bbce03a90932e,2024-08-06,healthcare,reproductive healthcare access,https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/,,paragraph 29,050a8dbd3eff699cc1c3c5aaf3f51534e6335e1e24474ba73c3290db261e5c64,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-tlaib-healthcare,endorsed_candidate,reproductive_healthcare_access,support,reproductive healthcare access,paragraph 29,Campaign promotes protecting abortion providers and interstate access to abortion care. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,Rashida Tlaib,Assistant source review; Campaign promotes protecting abortion providers and interstate access to abortion care. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,https://web.archive.org/web/20240520022359id_/https://rashidaforcongress.com/issues/healthcare-for-all/,2024-05-20,2024-05-20,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,93210281315312ff941c5a9c-050a8dbd3eff,,,,archived_campaign_platform,,,,,,paragraph 29 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,resolution_verified,unresolved,,"{'race_id': 'race-5c08fa2bbce03a90932e', 'candidate_name': 'Rashida Tlaib', 'role': 'endorsed', 'election_date': '2024-08-06', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/', 'locator': 'paragraph 29'}",Rashida Tlaib,,Campaign promotes protecting abortion providers and interstate access to abortion care.,
fed24-tlaib-gender-care,Rashida Tlaib,race-5c08fa2bbce03a90932e,2024-08-06,healthcare,gender-affirming healthcare,https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/,,paragraph 36,050a8dbd3eff699cc1c3c5aaf3f51534e6335e1e24474ba73c3290db261e5c64,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-tlaib-healthcare,endorsed_candidate,gender_affirming_care_access,support,gender-affirming healthcare,paragraph 36,Campaign supports access to medically necessary gender-affirming healthcare. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,Rashida Tlaib,Assistant source review; Campaign supports access to medically necessary gender-affirming healthcare. Full campaign healthcare page captured May20 before the August6 primary. Earlier-era statistics are not presented as current facts; policy and legislative-record claims remain attributed.,https://web.archive.org/web/20240520022359id_/https://rashidaforcongress.com/issues/healthcare-for-all/,2024-05-20,2024-05-20,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,93210281315312ff941c5a9c-050a8dbd3eff,,,,archived_campaign_platform,,,,,,paragraph 36 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,resolution_verified,unresolved,,"{'race_id': 'race-5c08fa2bbce03a90932e', 'candidate_name': 'Rashida Tlaib', 'role': 'endorsed', 'election_date': '2024-08-06', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240520023439id_/https://rashidaforcongress.com/issues/healthcare-for-all/', 'locator': 'paragraph 36'}",Rashida Tlaib,,Campaign supports access to medically necessary gender-affirming healthcare.,
bell-rights-frame-2026,Robert LeVertis Bell,race-7081dbc3d51dd48bb991,2026-05-19,campaign_approach,human rights—not commodities,https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,,paragraph 42,acdcf95cd59e0ac473cd2cff3b0ccfa338b573f9a6dcfb7443f569941cd1ed2e,false,assistant_source_review_not_independent_human_gold,campaign_frame,,bell-20260310-home,endorsed_candidate,social_rights_not_commodities,self_description,human rights—not commodities,paragraph 42,"Frames housing, healthcare, education, and a healthy environment as rights rather than commodities. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",Robert LeVertis Bell,"Assistant source review; Frames housing, healthcare, education, and a healthy environment as rights rather than commodities. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,2026-03-10,2026-03-10,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,9572e7d31c652a274ae2ef7b-acdcf95cd59e,,,,archived_campaign_platform,,,,,,paragraph 42 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elect.ky.gov/results/2020-2029/Pages/2026.aspx,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-7081dbc3d51dd48bb991', 'candidate_name': 'Robert LeVertis Bell', 'role': 'endorsed', 'election_date': '2026-05-19', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'archive_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'locator': 'paragraph 42'}",Robert LeVertis Bell,,"Frames housing, healthcare, education, and a healthy environment as rights rather than commodities.",
bell-labor-2026,Robert LeVertis Bell,race-7081dbc3d51dd48bb991,2026-05-19,labor,stronger labor protections,https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,,paragraph 42,acdcf95cd59e0ac473cd2cff3b0ccfa338b573f9a6dcfb7443f569941cd1ed2e,false,assistant_source_review_not_independent_human_gold,policy_position,,bell-20260310-home,endorsed_candidate,labor_protections,support,stronger labor protections,paragraph 42,"Supports stronger labor protections to improve wages and workplace safety. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",Robert LeVertis Bell,"Assistant source review; Supports stronger labor protections to improve wages and workplace safety. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,2026-03-10,2026-03-10,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,9572e7d31c652a274ae2ef7b-acdcf95cd59e,,,,archived_campaign_platform,,,,,,paragraph 42 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elect.ky.gov/results/2020-2029/Pages/2026.aspx,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-7081dbc3d51dd48bb991', 'candidate_name': 'Robert LeVertis Bell', 'role': 'endorsed', 'election_date': '2026-05-19', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'archive_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'locator': 'paragraph 42'}",Robert LeVertis Bell,,Supports stronger labor protections to improve wages and workplace safety.,
bell-gnd-2026,Robert LeVertis Bell,race-7081dbc3d51dd48bb991,2026-05-19,climate_energy,Green New Deal for Kentucky,https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,,paragraph 42,acdcf95cd59e0ac473cd2cff3b0ccfa338b573f9a6dcfb7443f569941cd1ed2e,false,assistant_source_review_not_independent_human_gold,policy_position,,bell-20260310-home,endorsed_candidate,green_new_deal_kentucky,support,Green New Deal for Kentucky,paragraph 42,"Supports a Kentucky Green New Deal combining union jobs and environmental protection. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",Robert LeVertis Bell,"Assistant source review; Supports a Kentucky Green New Deal combining union jobs and environmental protection. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,2026-03-10,2026-03-10,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,9572e7d31c652a274ae2ef7b-acdcf95cd59e,,,,archived_campaign_platform,,,,,,paragraph 42 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elect.ky.gov/results/2020-2029/Pages/2026.aspx,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-7081dbc3d51dd48bb991', 'candidate_name': 'Robert LeVertis Bell', 'role': 'endorsed', 'election_date': '2026-05-19', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'archive_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'locator': 'paragraph 42'}",Robert LeVertis Bell,,Supports a Kentucky Green New Deal combining union jobs and environmental protection.,
bell-funding-2026,Robert LeVertis Bell,race-7081dbc3d51dd48bb991,2026-05-19,campaign_approach,rejecting ALL corporate donations and developer dollars,https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,,paragraph 31,acdcf95cd59e0ac473cd2cff3b0ccfa338b573f9a6dcfb7443f569941cd1ed2e,false,assistant_source_review_not_independent_human_gold,campaign_frame,,bell-20260310-home,endorsed_candidate,campaign_funding,self_description,rejecting ALL corporate donations and developer dollars,paragraph 31,"Campaign states it rejects corporate and developer contributions; this is not an independent donor audit. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",Robert LeVertis Bell,"Assistant source review; Campaign states it rejects corporate and developer contributions; this is not an independent donor audit. Actual March10 archive explicitly identifies Kentucky House43 and the May19,2026 Democratic primary; current denial page is not policy evidence.",https://web.archive.org/web/20260310192050id_/https://bell4ky.com/,2026-03-10,2026-03-10,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,9572e7d31c652a274ae2ef7b-acdcf95cd59e,,,,archived_campaign_platform,,,,,,paragraph 31 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elect.ky.gov/results/2020-2029/Pages/2026.aspx,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-7081dbc3d51dd48bb991', 'candidate_name': 'Robert LeVertis Bell', 'role': 'endorsed', 'election_date': '2026-05-19', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'archive_url': 'https://web.archive.org/web/20260310192050id_/https://bell4ky.com/', 'locator': 'paragraph 31'}",Robert LeVertis Bell,,Campaign states it rejects corporate and developer contributions; this is not an independent donor audit.,
roc25-lupien-gardens,Mary Lupien,race-1018572bbe0d5cb327c4,2025-06-24,food_agriculture,community gardens,https://rocfoodpolicy.org/resources/questionnaire25/,2025-06-16,paragraph 46,3b7e5d6f7d5052f60b1b2db7f9512b1c74f68cd5fe501259f5c526b59c36d69f,false,assistant_source_review_not_independent_human_gold,policy_position,,rochester-2025-mayor-questionnaire,endorsed_candidate,municipal_community_garden_support,support,community gardens,paragraph 46,"Proposes integrating food-system goals into city budgeting and zoning, protecting garden land, and investing in neighborhood food infrastructure. Candidate's own labeled mayoral response; the full answer and common question are retained.",Mary Lupien,"Assistant source review; Proposes integrating food-system goals into city budgeting and zoning, protecting garden land, and investing in neighborhood food infrastructure. Candidate's own labeled mayoral response; the full answer and common question are retained.",,,2025-06-16,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,98928c37aea94f8add5660c9-3b7e5d6f7d50,,,,candidate_questionnaire,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,"{'race_id': 'race-1018572bbe0d5cb327c4', 'candidate_name': 'Mary Lupien', 'role': 'endorsed', 'election_date': '2025-06-24', 'source_type': 'candidate_questionnaire', 'publication_date': '2025-06-16', 'source_url': 'https://rocfoodpolicy.org/resources/questionnaire25/', 'locator': 'paragraph 46'}",,,"Proposes integrating food-system goals into city budgeting and zoning, protecting garden land, and investing in neighborhood food infrastructure.",
roc25-evans-gardens,Malik D Evans,race-1018572bbe0d5cb327c4,2025-06-24,food_agriculture,provide resources,https://rocfoodpolicy.org/resources/questionnaire25/,2025-06-16,paragraph 38,3b7e5d6f7d5052f60b1b2db7f9512b1c74f68cd5fe501259f5c526b59c36d69f,false,assistant_source_review_not_independent_human_gold,policy_position,,rochester-2025-mayor-questionnaire,opponent_candidate,municipal_community_garden_support,support,provide resources,paragraph 38,Describes the city's existing provision of resources and materials for residents seeking to establish gardens. Candidate's own labeled mayoral response; the full answer and common question are retained.,Malik D Evans,Assistant source review; Describes the city's existing provision of resources and materials for residents seeking to establish gardens. Candidate's own labeled mayoral response; the full answer and common question are retained.,,,2025-06-16,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,b7431b286f00751fe460b6dc-3b7e5d6f7d50,,,,candidate_questionnaire,,,,,,paragraph 38 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,"{'race_id': 'race-1018572bbe0d5cb327c4', 'candidate_name': 'Malik D Evans', 'role': 'opponent', 'election_date': '2025-06-24', 'source_type': 'candidate_questionnaire', 'publication_date': '2025-06-16', 'source_url': 'https://rocfoodpolicy.org/resources/questionnaire25/', 'locator': 'paragraph 38'}",,,Describes the city's existing provision of resources and materials for residents seeking to establish gardens.,
roc25-sinha-gardens,Shashi Ranjan Sinha,race-1018572bbe0d5cb327c4,2025-06-24,food_agriculture,community gardens,https://rocfoodpolicy.org/resources/questionnaire25/,2025-06-16,paragraph 58,3b7e5d6f7d5052f60b1b2db7f9512b1c74f68cd5fe501259f5c526b59c36d69f,false,assistant_source_review_not_independent_human_gold,policy_position,,rochester-2025-mayor-questionnaire,opponent_candidate,municipal_community_garden_support,support,community gardens,paragraph 58,"Supports garden land access, easier zoning, utilities and equipment, training, and small grants. Candidate's own labeled mayoral response; the full answer and common question are retained.",Shashi Ranjan Sinha,"Assistant source review; Supports garden land access, easier zoning, utilities and equipment, training, and small grants. Candidate's own labeled mayoral response; the full answer and common question are retained.",,,2025-06-16,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,c42ca4ced4d702817c74269b-3b7e5d6f7d50,,,,candidate_questionnaire,,,,,,paragraph 58 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,"{'race_id': 'race-1018572bbe0d5cb327c4', 'candidate_name': 'Shashi Ranjan Sinha', 'role': 'opponent', 'election_date': '2025-06-24', 'source_type': 'candidate_questionnaire', 'publication_date': '2025-06-16', 'source_url': 'https://rocfoodpolicy.org/resources/questionnaire25/', 'locator': 'paragraph 58'}",,,"Supports garden land access, easier zoning, utilities and equipment, training, and small grants.",
vt24-vyhovsky-retail-theft,Tanya Vyhovsky,race-31fe14573c903bb5d74d,2024-08-13,public_safety,creating more felons,https://vtdigger.org/2024/07/28/can-a-veteran-journalist-unseat-one-of-three-senators-he-used-to-report-on/,2024-07-28,paragraph 112,0b4ba70e6e60f375d9d827c1e5b3e5566fc7883a3396888d7ef94a1187933d0d,false,assistant_source_review_not_independent_human_gold,policy_position,,vt-chittenden-primary-20240728,endorsed_candidate,repeat_retail_theft_felony,oppose,creating more felons,paragraph 112,Explains opposition to new retail-theft felony penalties as ineffective; the source also records support for prevention and court capacity. Direct candidate quotation; reporter policy summaries are not substituted.,Tanya Vyhovsky,Assistant source review; Explains opposition to new retail-theft felony penalties as ineffective; the source also records support for prevention and court capacity. Direct candidate quotation; reporter policy summaries are not substituted.,,,2024-07-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,74ae67f55d29ae3da365bf2b-4c19e2d803ac,,,,candidate_interview,,,,,,paragraph 112 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://electionresults.vermont.gov/,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-31fe14573c903bb5d74d', 'candidate_name': 'Tanya Vyhovsky', 'role': 'endorsed', 'election_date': '2024-08-13', 'source_type': 'candidate_interview', 'publication_date': '2024-07-28', 'source_url': 'https://vtdigger.org/2024/07/28/can-a-veteran-journalist-unseat-one-of-three-senators-he-used-to-report-on/', 'locator': 'paragraph 112'}",Tanya Vyhovsky,,Explains opposition to new retail-theft felony penalties as ineffective; the source also records support for prevention and court capacity.,
vt24-vyhovsky-finance,Tanya Vyhovsky,race-31fe14573c903bb5d74d,2024-08-13,campaign_approach,where our money comes from matters,https://vtdigger.org/2024/07/28/can-a-veteran-journalist-unseat-one-of-three-senators-he-used-to-report-on/,2024-07-28,paragraph 125,0b4ba70e6e60f375d9d827c1e5b3e5566fc7883a3396888d7ef94a1187933d0d,false,assistant_source_review_not_independent_human_gold,campaign_frame,,vt-chittenden-primary-20240728,endorsed_candidate,campaign_finance_framing,scrutinize_funding,where our money comes from matters,paragraph 125,Emphasizes the political importance of funding sources and her advocacy for campaign-finance reform. Direct candidate quotation; reporter policy summaries are not substituted.,Tanya Vyhovsky,Assistant source review; Emphasizes the political importance of funding sources and her advocacy for campaign-finance reform. Direct candidate quotation; reporter policy summaries are not substituted.,,,2024-07-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,74ae67f55d29ae3da365bf2b-4c19e2d803ac,,,,candidate_interview,,,,,,paragraph 125 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://electionresults.vermont.gov/,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-31fe14573c903bb5d74d', 'candidate_name': 'Tanya Vyhovsky', 'role': 'endorsed', 'election_date': '2024-08-13', 'source_type': 'candidate_interview', 'publication_date': '2024-07-28', 'source_url': 'https://vtdigger.org/2024/07/28/can-a-veteran-journalist-unseat-one-of-three-senators-he-used-to-report-on/', 'locator': 'paragraph 125'}",Tanya Vyhovsky,,Emphasizes the political importance of funding sources and her advocacy for campaign-finance reform.,
