document_id,url,final_url,publication_date,retrieved_at,retrieved_at_precision,raw_path,sha256,bytes,status,notes,content_type,artifact_kind,title,evidence_status,archive_capture_date,content_encoding,source_id,metadata_document_id,race_id,candidate_name,capture_date,metadata_publication_date,publication_date_basis,rejected_publication_date,date_correction_basis,original_raw_path,source_updated_date,publisher_date_metadata,encoding,metadata_document_ids,copied_from_metadata_document_id,publication_date_precision,archive_date,identity_evidence,publication_date_text,historical_cycle_evidence,publication_month,publication_period_evidence,candidate_document_registration,updated_date,acquisition_url,publisher_record_path,publisher_parent_path,publisher_parent_item_index,publisher_timezone,publisher_record_sha256,publisher_parent_sha256,available_by_date,availability_evidence,discovery_source_id,unbounded_revision_notice,download_url,acquisition_mode,original_metadata_document_id,source_type,version_timing_basis
oh11-2021-barnes,https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-John-Barnes.pdf,https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-John-Barnes.pdf,,2026-09-23T18:32:13.913874+00:00,,data/raw/policy_ohio_2021/oh11-2021-barnes/61815f78c36124b18c0eeff00c9dfbbe27440adcb50291505e4a9fb2233106ca.pdf,61815f78c36124b18c0eeff00c9dfbbe27440adcb50291505e4a9fb2233106ca,167122,used,Original candidate-submitted PDF linked in the publisher's February18 release. First PDF publication date is not invented; availability is bounded by that retained release.,application/pdf,,,,,,,b1f3f31055a9d59db9136456-61815f78c361,,,,,,,,,,,,['b1f3f31055a9d59db9136456-61815f78c361'],,,,,,,,,,,,,,,,,,2021-02-18,"{'document_id': 'oh11-2021-publication', 'publication_date_marker': '""datePublished"": ""2021-02-18T08:40:19+00:00""', 'source_locator': ""Dated publisher article's candidate-labeled link to this exact original questionnaire PDF""}",,,,,,,
oh11-2021-smith,https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-Shirley-Smith.pdf,https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-Shirley-Smith.pdf,,2026-09-23T18:32:14.562538+00:00,,data/raw/policy_ohio_2021/oh11-2021-smith/adf6f71ffc2e955d6bc6e70950f27a6600efa3883600cfe566216bb7c8f1efeb.pdf,adf6f71ffc2e955d6bc6e70950f27a6600efa3883600cfe566216bb7c8f1efeb,124056,used,Original candidate-submitted PDF linked in the publisher's February18 release. First PDF publication date is not invented; availability is bounded by that retained release.,application/pdf,,,,,,,d2dd3fe1bfb50770f6ab5252-adf6f71ffc2e,,,,,,,,,,,,['d2dd3fe1bfb50770f6ab5252-adf6f71ffc2e'],,,,,,,,,,,,,,,,,,2021-02-18,"{'document_id': 'oh11-2021-publication', 'publication_date_marker': '""datePublished"": ""2021-02-18T08:40:19+00:00""', 'source_locator': ""Dated publisher article's candidate-labeled link to this exact original questionnaire PDF""}",,,,,,,
oh11-2021-publication,https://jewishinsider.com/2021/02/israel-ohio-nina-turner-shontel-brown/,https://jewishinsider.com/2021/02/israel-ohio-nina-turner-shontel-brown/,2021-02-18,2026-09-23T18:33:14.329163+00:00,,data/raw/policy_ohio_2021/oh11-2021-publication/7cec9a1c2cd132b73c37c218693a130ccc3d3027c55632c93606c69ee2bc28d1.html,7cec9a1c2cd132b73c37c218693a130ccc3d3027c55632c93606c69ee2bc28d1,306711,identity_only,"Dated publisher release links and attributes each full original submitted questionnaire; this is identity and availability evidence, not a substitute for reading the answers.",text/html,,,,,,,,,,,,,,,,2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-ing,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-kaniela-ing/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-kaniela-ing/,2018-07-03,2026-09-23T18:49:38.297259+00:00,,data/raw/policy_hawaii_2018/hi01-2018-ing/71a86ef518a92e309c54ccc051e91d672f03aceeec367194b260f4dffaed5725.html,71a86ef518a92e309c54ccc051e91d672f03aceeec367194b260f4dffaed5725,157157,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,61010169144b199ec7a09419-71a86ef518a9,,,,,,,,,,,,['61010169144b199ec7a09419-71a86ef518a9'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-fukumoto,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-beth-fukutomo/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-beth-fukutomo/,2018-07-27,2026-09-23T18:49:40.023206+00:00,,data/raw/policy_hawaii_2018/hi01-2018-fukumoto/d4ee0d3ad06abe3b23155cc1487955729f74836b8bfb49cdf7f54ed974773356.html,d4ee0d3ad06abe3b23155cc1487955729f74836b8bfb49cdf7f54ed974773356,154901,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,34d43b48b1ad63fd3460c63e-d4ee0d3ad06a,,,,,,,,,,,,['34d43b48b1ad63fd3460c63e-d4ee0d3ad06a'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-chin,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-doug-chin/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-doug-chin/,2018-07-12,2026-09-23T18:49:41.478051+00:00,,data/raw/policy_hawaii_2018/hi01-2018-chin/b378fa97ab894dae6dd2375f725d326b9dafcd6ad3ef9ebb8f6cb79cec3b8b18.html,b378fa97ab894dae6dd2375f725d326b9dafcd6ad3ef9ebb8f6cb79cec3b8b18,151823,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,f89a8593773da85cf660d811-b378fa97ab89,,,,,,,,,,,,['f89a8593773da85cf660d811-b378fa97ab89'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-kim,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,2018-06-18,2026-09-23T18:49:43.116270+00:00,,data/raw/policy_hawaii_2018/hi01-2018-kim/028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb.html,028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb,150688,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,7d2bcf0956cd6a7071e55520-028b9c467aca,,,,,,,,,,,,['7d2bcf0956cd6a7071e55520-028b9c467aca'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-martin,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,2018-06-25,2026-09-23T18:49:44.678952+00:00,,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,148871,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,443b92f0ffe16ad173d76540-8ee2cb6cce48,,,,,,,,,,,,['443b92f0ffe16ad173d76540-8ee2cb6cce48'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-puletasi,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,2018-07-03,2026-09-23T18:49:46.218688+00:00,,data/raw/policy_hawaii_2018/hi01-2018-puletasi/55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6.html,55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6,145563,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,a2eba04cb3aa1e9a3165e297-55eb503218fd,,,,,,,,,,,,['a2eba04cb3aa1e9a3165e297-55eb503218fd'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-case-interview,https://www.civilbeat.org/2018/07/in-crowded-race-for-congress-democrats-span-ideological-spectrum/,https://www.civilbeat.org/2018/07/in-crowded-race-for-congress-democrats-span-ideological-spectrum/,2018-07-25,2026-09-23T18:55:02.732456+00:00,,data/raw/policy_hawaii_2018/hi01-2018-case-interview/2c130e70439cd71b1084de6a6c809ae5680893121663f4e933fa7f79798cf6c7.html,2c130e70439cd71b1084de6a6c809ae5680893121663f4e933fa7f79798cf6c7,158850,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,be32d395033f29296bfa6749-2c130e70439c,,,,,,,,,,,,['be32d395033f29296bfa6749-2c130e70439c'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-debate,https://www.civilbeat.org/2018/07/democratic-contenders-for-congress-duke-it-out-during-debate/,https://www.civilbeat.org/2018/07/democratic-contenders-for-congress-duke-it-out-during-debate/,2018-07-03,2026-09-23T18:55:02.989408+00:00,,data/raw/policy_hawaii_2018/hi01-2018-debate/a05f9eaa208acf5cbf8166e50123d28de8a2cb3caf5aa48f381938171b0b6740.html,a05f9eaa208acf5cbf8166e50123d28de8a2cb3caf5aa48f381938171b0b6740,147850,used,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,text/html,,,,,,,ca6a6d6a33456eb218db7ca4-a05f9eaa208a,,,,,,,,,,,,['ca6a6d6a33456eb218db7ca4-a05f9eaa208a'],,,,,,,,,,,,,,,,,,,,,,,,,,
hi01-2018-case,https://www.civilbeat.org/2018/07/campaign-corner-ed-case-will-bring-change-to-congress/,https://www.civilbeat.org/2018/07/campaign-corner-ed-case-will-bring-change-to-congress/,2018-07-27,2026-09-23T18:49:47.811046+00:00,,data/raw/policy_hawaii_2018/hi01-2018-case/4346f8ed8684b371d5d2b4acfe497cc4ddd586dda789b1ecf0b0f75b576c714d.html,4346f8ed8684b371d5d2b4acfe497cc4ddd586dda789b1ecf0b0f75b576c714d,144378,excluded,"Campaign Corner author Victor Craft is a supporter, not Ed Case. None of this writer's words are attributed to Case.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tx21-20180221-archive,https://web.archive.org/web/20180221024126id_/https://www.texasobserver.org/selling-smart-strategy-fight-brews-democratic-values-congressional-district-21/,https://web.archive.org/web/20180221024126id_/https://www.texasobserver.org/selling-smart-strategy-fight-brews-democratic-values-congressional-district-21/,,2026-09-23T19:04:27.882584+00:00,,data/raw/policy_primary_2018/tx21-20180221-archive/94b6d79465ebf3c289c583e79eaa682a89c88c49b25688584e4a4f57d0c40109.html,94b6d79465ebf3c289c583e79eaa682a89c88c49b25688584e4a4f57d0c40109,93637,used,"Actual February21,2018 archive, before the March6 primary; later edits to the live article are not used.",text/html,,,,,,,,,,,,,,,,,,,"['186b73ffd2e6d86f8fdc0258-94b6d79465eb', 'd307740bc32e74133c8eda63-94b6d79465eb']",,,,,,,,,,,,,,,,,,,,,,,,,,
in09-2018-three-candidates,https://www.wlky.com/article/3-candidates-face-off-in-democratic-primary-for-indianas-9th-congressional-district/20115458,https://www.wlky.com/article/3-candidates-face-off-in-democratic-primary-for-indianas-9th-congressional-district/20115458,2018-05-01,2026-09-23T19:04:28.598615+00:00,,data/raw/policy_primary_2018/in09-2018-three-candidates/6f1459a840f8f8cb1662053b2a45c1724900cd15ed2d80dc326be2ca7f6d51a0.html,5e26967bcce837c44abeff140023f9d9fef03f6a85ec8762799cac4606dd3d5d,396281,used,"Publisher's datePublished is May1,2018, before the May8 primary. Direct candidate quotations only, not reporter claims about all candidates.",text/html,,,,,,,,,,,,,,,,,,,"['f42026512f2d670945269756-6f1459a840f8', '7d87d4ca8ff974507240e828-6f1459a840f8', '66f6af5dbe3a602bc3817f70-6f1459a840f8']",,,,,,,,,,,,,,,,,,,,,,,,,,
md05-wilkes-2019-statement,https://washingtonsocialist.mdcdsa.org/ws-articles/19-11-mckayla-statement,https://washingtonsocialist.mdcdsa.org/ws-articles/19-11-mckayla-statement,,2026-09-23T21:16:55.908347+00:00,,data/raw/policy_2020_followup/md05-wilkes-2019-statement/779eb35356ce807a0446ac3e3f9838b6cdda7d7297b092949e542fe5db7c5e3e.html,779eb35356ce807a0446ac3e3f9838b6cdda7d7297b092949e542fe5db7c5e3e,20454,used,Candidate-authored statement published by the endorsing DSA chapter. The article names the originally scheduled primary date; the actual primary was postponed. November2019 precedes both dates.,text/html,,,,,,,e349611553c05e51012cfb7e-779eb35356ce,,,,,,,,,,,,['e349611553c05e51012cfb7e-779eb35356ce'],,,,,,,2019-11,"{'exact_quote': 'November 2019', 'source_locator': 'paragraph 20'}",,,,,,,,,,,,,,,,,,
il11-ventura-2020-guide,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/rachel-ventura,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/rachel-ventura,,2026-09-23T21:16:56.162553+00:00,,data/raw/policy_2020_followup/il11-ventura-2020-guide/c69bb8005d549db52ebd46dd93dbfe09867bb36cd962adc6d700c44266c9913e.html,c935a6e9fe33a3a9dab74082834d9286d958ae6efebed0979fe3740371f889b8,51065,timing_unverified,"Explicit March2020primary guide, not the separate November general-election guide. Exact publication day and retained pre-primary version are not invented.",text/html,,,,,,,f63dfa02e718ba348fd27992-c69bb8005d54,,,,,,,,,,,,['f63dfa02e718ba348fd27992-c69bb8005d54'],,,,,,"{'election_year': '2020', 'exact_quote': '2020 Primary Election Notice', 'source_locator': 'paragraph 53'}",,,,,,,,,,,,,,,,,,,,
il11-foster-2020-guide,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/bill-foster,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/bill-foster,,2026-09-23T21:16:56.057822+00:00,,data/raw/policy_2020_followup/il11-foster-2020-guide/1fd7a83327f0cf28e2a42c96c3ebfae6e2dc84291881518618e35296175b7609.html,93fe42890af115ce553d6ee335f98e6c6b6e821273a515a616010fee89435429,50867,timing_unverified,Explicit March2020primary guide. Candidate's own public-option proposal is used; opponent claims about his motives or donors are not treated as his policy.,text/html,,,,,,,0e4baadef063c58a432cdd4c-1fd7a83327f0,,,,,,,,,,,,['0e4baadef063c58a432cdd4c-1fd7a83327f0'],,,,,,"{'election_year': '2020', 'exact_quote': '2020 Primary Election Notice', 'source_locator': 'paragraph 53'}",,,,,,,,,,,,,,,,,,,,
scarane-20200907-platform,https://web.archive.org/web/20200907225700id_/https://www.jessfordelaware.com/issues/,https://web.archive.org/web/20200907225700id_/https://www.jessfordelaware.com/issues/,,2026-09-23T21:21:28.323246+00:00,,data/raw/policy_2020_followup/scarane-20200907-platform/83276ebb7f98a9b4ca4624c1561a7fd29138c8c3a9f807fcd9f8b0ac50234011.html,53a4fae8f1c4a6bb1281b0b2bc335cd36b59b9a00cee259eaf3620e5037a42af,79832,used,Actual first-party issues page archived September7 before the September15 primary; not the paywalled interview's reporter summary.,text/html,,,,,,,12f36f0f8f8d2cd4ccc4e295-83276ebb7f98,,,,,,,,,,,,['12f36f0f8f8d2cd4ccc4e295-83276ebb7f98'],,,,,,,,,,,,,,,,,,,,,,,,,,
7c1fab3578808cbb3c8b7d34,https://web.archive.org/web/20200807144522id_/https://www.chriscoons.com/issue/health-care/,https://web.archive.org/web/20200807144522id_/https://www.chriscoons.com/issue/health-care/,,2026-08-21T03:51:07.436945+00:00,,data/raw/policy_historical_d/sources/7c1fab3578808cbb3c8b7d34.html,c90933a4be28cea3d5ba7d40ee918700b91c055674a1d26b559f7cf55d41c8c2,18090,used,First-party campaign healthcare page archived August7. Supports ACA expansion and benefit protection; unmentioned insurance models are not automatically rejected.,text/html,,,,,,,e723febbfb7da2ecbf18636e-c90933a4be28,,,,,,,,,,,,['e723febbfb7da2ecbf18636e-c90933a4be28'],,,,,,,,,,,,,,,,,,,,,,,,,,
ny18-nixon,https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/governor/cynthia-e-nixon,https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/governor/cynthia-e-nixon,,2026-08-19T23:44:46.268184+00:00,,data/raw/policy_ny_state_2018/nixon-9c6d00b2f7ae979d0e79bbc794a37963f4ebc9fde0f5c5baa847d99d21218892.html,9c6d00b2f7ae979d0e79bbc794a37963f4ebc9fde0f5c5baa847d99d21218892,61371,timing_unverified,"Official StatePrimary2018 guide. Its template field incorrectly says StateSenate, but Governor breadcrumb, candidate statement and current occupation identify the gubernatorial campaign. Exact pre-primary text version is not asserted.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,"{'election_year': '2018', 'exact_quote': 'State Primary 2018', 'source_locator': 'paragraph 94'}",,,,,,,,,,,,,,,,,,,,
ny18-hochul,https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/lieutenant-governor/kathy-c-hochul,https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/lieutenant-governor/kathy-c-hochul,,2026-08-19T23:56:25.725577+00:00,,data/raw/policy_ny_state_2018/hochul-4194046c78c6dfbce9901e571a2c387e43b0df4d7e7513277601f844bc234f55.html,4194046c78c6dfbce9901e571a2c387e43b0df4d7e7513277601f844bc234f55,59851,timing_unverified,"Official StatePrimary2018 guide. Its template field incorrectly says AttorneyGeneral; the breadcrumb, incumbent occupation and written statement identify the lieutenant-governor campaign.",text/html,,,,,,,,,,,,,,,,,,,,,,,,,"{'election_year': '2018', 'exact_quote': 'State Primary 2018', 'source_locator': 'paragraph 94'}",,,,,,,,,,,,,,,,,,,,
ny18-williams,https://web.archive.org/web/20180828071143/https://jumaanewilliams.com/issues/,https://web.archive.org/web/20180828071143/https://jumaanewilliams.com/issues/,,2026-08-21T01:41:16.867269+00:00,,data/raw/policy_ny_state_2018/williams-98e8c6e4f03528b8e4daf9fba92d3325ac5cc6c6c6c854f38c9ddd8bf7b10f27.html,df19946172e900431d7b6358ace225819233f1980c7526237df2424e999efafc,102270,used,"Retained candidate-controlled August28archive before the September13primary; archive date is availability, not first publication.",text/html,,,,,,,,,,,2018-08-28,archive_capture_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuomo-20180824-campaign,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,,2026-09-23T21:33:46.570797+00:00,,data/raw/policy_ny_state_2018/cuomo-20180824-campaign/dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6.com,dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6,25118,used,"Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",text/html,,,,,,,efcdac5fbbd3d461271ba2d6-dd973137f030,,,,,,,,,,,,['efcdac5fbbd3d461271ba2d6-dd973137f030'],,,,,,,,,,,,,,,,,,,,,,,,,,
il07-2020-anthony-clark,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,2026-09-23T21:52:23.029833+00:00,,data/raw/policy_illinois_7/il07-2020-anthony-clark/5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f.html,d57b9872af94ed49a4c35b7924fd7c2af41e386a1fe8e9a18be59e914e39189a,49851,timing_unverified,"Original WTTW candidate statement and questionnaire, explicitly identified in the retained text as the March 2020 primary guide. Exact original publication and pre-primary version are unverified; the 2026 retrieval is not backdated. Wayback availability found no pre-primary version for these exact URLs. Claims are the candidates' statements, not independent factual verification.",text/html,,,,,,,ea64dd670e7c08eaede26303-5d8263d7a881,,,,,,,,,,,utf-8,['ea64dd670e7c08eaede26303-5d8263d7a881'],,,,,,"{'election_year': '2020', 'exact_quote': 'You have reached the 2020 Primary Election (March 2020) Voter Guide.', 'source_locator': 'paragraph 54'}",,,,,,,,,,,,,,,,,,,,
il07-2020-danny-k-davis,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,,2026-09-23T21:52:23.030473+00:00,,data/raw/policy_illinois_7/il07-2020-danny-k-davis/8baf1d70d8172eac72cfce3702c0690b54c7e2faef9e9ecd0d175e7f0833288c.html,0928cf9f9b582ee989c7601bb8c24aa1ce11c123d4eeb5808223481733079fa7,48513,timing_unverified,"Original WTTW candidate statement and questionnaire, explicitly identified in the retained text as the March 2020 primary guide. Exact original publication and pre-primary version are unverified; the 2026 retrieval is not backdated. Wayback availability found no pre-primary version for these exact URLs. Claims are the candidates' statements, not independent factual verification.",text/html,,,,,,,c03c17df415eba2780ad73ce-8baf1d70d817,,,,,,,,,,,utf-8,['c03c17df415eba2780ad73ce-8baf1d70d817'],,,,,,"{'election_year': '2020', 'exact_quote': 'You have reached the 2020 Primary Election (March 2020) Voter Guide.', 'source_locator': 'paragraph 54'}",,,,,,,,,,,,,,,,,,,,
il07-2020-kina-collins,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,,2026-09-23T21:52:23.030550+00:00,,data/raw/policy_illinois_7/il07-2020-kina-collins/59fb23ffbaa1c41797f3744b61a36bd544180025f85a1e513055dcfa1726abd5.html,83775f7c2f9171bd37822270742f686b2a0fae73e87d0fde5b818f7befde9b56,49871,timing_unverified,"Original WTTW candidate statement and questionnaire, explicitly identified in the retained text as the March 2020 primary guide. Exact original publication and pre-primary version are unverified; the 2026 retrieval is not backdated. Wayback availability found no pre-primary version for these exact URLs. Claims are the candidates' statements, not independent factual verification.",text/html,,,,,,,e323217d72ca4672f3a7f35b-59fb23ffbaa1,,,,,,,,,,,utf-8,['e323217d72ca4672f3a7f35b-59fb23ffbaa1'],,,,,,"{'election_year': '2020', 'exact_quote': 'You have reached the 2020 Primary Election (March 2020) Voter Guide.', 'source_locator': 'paragraph 54'}",,,,,,,,,,,,,,,,,,,,
il07-2020-kristine-schanbacher,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,,2026-09-23T21:52:23.030632+00:00,,data/raw/policy_illinois_7/il07-2020-kristine-schanbacher/ac124c15e0376ea16c2cb535f6fda4e853daa152bfbce11f51b2d43a7bb7ec11.html,a21dc303c137f2d647e23e7d71da280d80eed5cac22fdb9b141fce4529dfb1f2,51937,timing_unverified,"Original WTTW candidate statement and questionnaire, explicitly identified in the retained text as the March 2020 primary guide. Exact original publication and pre-primary version are unverified; the 2026 retrieval is not backdated. Wayback availability found no pre-primary version for these exact URLs. Claims are the candidates' statements, not independent factual verification.",text/html,,,,,,,577a91497cf47466338b0b15-ac124c15e037,,,,,,,,,,,utf-8,['577a91497cf47466338b0b15-ac124c15e037'],,,,,,"{'election_year': '2020', 'exact_quote': 'You have reached the 2020 Primary Election (March 2020) Voter Guide.', 'source_locator': 'paragraph 54'}",,,,,,,,,,,,,,,,,,,,
ny15-2020-lopez-health,https://indypendent.org/2020/06/samelys-lopez-we-need-public-medicine-for-public-health/,https://indypendent.org/2020/06/samelys-lopez-we-need-public-medicine-for-public-health/,2020-06-18,2026-09-23T22:00:51.283094+00:00,,data/raw/policy_ny15_2020/ny15-2020-lopez-health/f04e586946472ba361305590ff197048ea574c7c85c23ff4596caa02b0a6da39.html,f04e586946472ba361305590ff197048ea574c7c85c23ff4596caa02b0a6da39,79753,used,"Dated pre-primary candidate-authored words, reviewed in their complete answer or authored article. Candidate factual claims are not independently verified.",text/html,,,,,,,a19bc5dd9201ba48d5f97cd3-f04e58694647,,,,,,,,,,,utf-8,['a19bc5dd9201ba48d5f97cd3-f04e58694647'],,,,,,,,,,,,,,,,,,,,,,,,,,
ny15-2020-lopez-housing,https://filtermag.org/samelys-lopez/,https://filtermag.org/samelys-lopez/,2020-06-04,2026-09-23T22:00:51.283401+00:00,,data/raw/policy_ny15_2020/ny15-2020-lopez-housing/1adf18ab137c5c7d47a82454471a34391efea16a389a1fc724ff37836efb2722.html,1adf18ab137c5c7d47a82454471a34391efea16a389a1fc724ff37836efb2722,118462,used,"Dated pre-primary candidate-authored words, reviewed in their complete answer or authored article. Candidate factual claims are not independently verified.",text/html,,,,,,,85404d8adb4d3463b758aa13-1adf18ab137c,,,,,,,,,2020-06-04,,utf-8,['85404d8adb4d3463b758aa13-1adf18ab137c'],,,,,,,,,,,,,,,,,,,,,,,,,,
ny15-2020-torres,https://jimowles.org/news/candidate-answers-to-joldc-ritchie-torres-for-us-congress-ny-15,https://jimowles.org/news/candidate-answers-to-joldc-ritchie-torres-for-us-congress-ny-15,2020-01-14,2026-09-23T08:11:33.868573+00:00,,data/raw/policy_ny15_2020/ny15-2020-torres/0e303e8d81b802700475f734d971bf6ad81d49dcdc452e2086ca714c0d2e8dad.html,0e303e8d81b802700475f734d971bf6ad81d49dcdc452e2086ca714c0d2e8dad,11587,used,"Dated pre-primary candidate-authored words, reviewed in their complete answer or authored article. Candidate factual claims are not independently verified.",text/html,publisher_api_post_body,,,,,,7db4113aef12f2b61b6b460b-0e303e8d81b8,,,,,,,,,2020-02-11,,utf-8,['7db4113aef12f2b61b6b460b-0e303e8d81b8'],,,,,,,,,,,,data/raw/questionnaire_library/joldc/post-5e1e412b8460a6689db40135-a6cd2abeb249188ca995736fd3b47e1008fcf8a41b9f0eb6482ff98537283681.json,data/raw/questionnaire_library/joldc/index-b290ce50ac165856758599808d45277777108be4531b257b06d838da7f062a69.json.gz,4,,a6cd2abeb249188ca995736fd3b47e1008fcf8a41b9f0eb6482ff98537283681,b290ce50ac165856758599808d45277777108be4531b257b06d838da7f062a69,,,,,,,,,
mo01-2022-bush-roberts,https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change,https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change,2022-07-28,2026-09-23T21:58:54.493578+00:00,,data/raw/policy_missouri_2022/mo01-2022-bush-roberts/377e2d240887b493a9a628f9954b70bb446aaff6a05994f177a1c9a0e411fea4.html,377e2d240887b493a9a628f9954b70bb446aaff6a05994f177a1c9a0e411fea4,228913,used,"Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",text/html,,,,,,,,,,,,,,,,2022-07-28,,utf-8,"['b16a0edb3b15a49c2aa4d7d1-377e2d240887', 'e2bf5037ba7666260330dd04-377e2d240887']",,,,,,,,,,,,,,,,,,,,,,,,,,
