excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
ex-hd-29-david-crowley,David Crowley,race-48b209f7fa641f4b280d,2026-08-11,labor,Crowley will grow an economy rooted in local ownership and union labor.,https://www.crowleyforwi.com/Plan,,paragraph 25,d97f2cfe05bafcf9b5bd1e15955724f7238285648233a59389e844d2acfe7add,false,assistant_source_review_not_independent_human_gold,policy_position,,03227dca127090e5af1e31e4,opponent_candidate,union_labor_economy,support,Crowley will grow an economy rooted in local ownership and union labor.,paragraph 25,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 25; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",David Crowley,"Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 25; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,03227dca127090e5af1e31e4,"Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 25; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,campaign_page | campaign_website,,,,,,paragraph 25,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,manual_verified,,,,,,,
ex-hd-29-kelda-roys,Kelda Roys,race-48b209f7fa641f4b280d,2026-08-11,labor,restore the rights of workers to collectively bargain,https://www.keldaroys.com/issues,,paragraph 26,92484d6a458fb0550028977f7f5fb2ec5b317ef1ab16109db235e3992d5f8d9a,false,assistant_source_review_not_independent_human_gold,policy_position,,3ab2ae282a50f8febf94e3fd,opponent_candidate,collective_bargaining,support,restore the rights of workers to collectively bargain,paragraph 26,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 26; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",Kelda Roys,"Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 26; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,3ab2ae282a50f8febf94e3fd,"Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 26; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,campaign_page,,,,,,paragraph 26,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,manual_verified,,,,,,,
ex-hd-31-luke-alfaro-jungmann,Luke Alfaro-Jungmann,race-996219411814ef8b62f1,2026-06-02,campaign_approach,"running to advocate for universal healthcare, affordable housing, and environmental protection",https://abqdsa.org/electoral-work,,paragraph 29,4f64dca6ce298066f4041e517a1f2a985ee08166dc10bcaf1af3234068123d9a,false,assistant_source_review_not_independent_human_gold,campaign_frame,,18a700060c07faf430e3db5a,endorsed_candidate,progressive_policy_priorities,support,"running to advocate for universal healthcare, affordable housing, and environmental protection",paragraph 29,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated candidate campaign framing at paragraph 29; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",Luke Alfaro-Jungmann,"Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated candidate campaign framing at paragraph 29; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,18a700060c07faf430e3db5a,"Quote occurs in the retained candidate-associated candidate campaign framing at paragraph 29; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,endorsement_statement,,,,,,paragraph 29,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,unresolved,,,,,,,
ex-hd-32-dylan-wegela,Dylan Wegela,race-a0ccc13a066fcae2bee5,2026-08-04,healthcare,Guarantee quality healthcare for every Michigander,https://dylanwegela.com/,,paragraph 20,166e7e6775ee8a9987fe3d6e2bec24b313a8bcb9d70e6d3de120d59772efcb4b,false,assistant_source_review_not_independent_human_gold,policy_position,,add3cbfb2849ec6cffe97622,endorsed_candidate,universal_healthcare,support,Guarantee quality healthcare for every Michigander,paragraph 20,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 20; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",Dylan Wegela,"Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 20; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,add3cbfb2849ec6cffe97622,"Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 20; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,campaign_website,,,,,,paragraph 20,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,unresolved,,,,,,,
ex-hd-33-greg-wims,Greg Wims,race-d8835fb9366a2e5d54c7,2026-06-23,education,advance career and technical education programs,https://www.gregwims.com/issues,,paragraph 35,3b3b03ecd07ba9dece6de7bcfe210ee79717c0e733f7992f790cf95698288e4e,false,assistant_source_review_not_independent_human_gold,policy_position,,cacca5fb8a34d19514c6f58e,opponent_candidate,career_technical_education,support,advance career and technical education programs,paragraph 35,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 35; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",Greg Wims,"Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 35; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,cacca5fb8a34d19514c6f58e,"Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 35; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,official_campaign_page,,,,,,paragraph 35,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
ex-hd-35-james-f-wade-sr,"James F. Wade, Sr.",race-e8e05c727cae155eb824,2026-06-23,economy,"Support an environment where local businesses can thrive and contribute to a stronger, more diverse local economy.",https://votejameswade.com/,,paragraph 39,3d16a6cceae89a6c0a4088e6c5302ef82e9069e08668a04abd3c5ca021d65b59,false,assistant_source_review_not_independent_human_gold,policy_position,,7cef940a684768fffe1c6686,opponent_candidate,local_business_growth,support,"Support an environment where local businesses can thrive and contribute to a stronger, more diverse local economy.",paragraph 39,"Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 39; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.","James F. Wade, Sr.","Assistant source review; Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 39; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,7cef940a684768fffe1c6686,"Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 39; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded.",,,campaign_page,,,,,,paragraph 39,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-011,Hamza Khan,race-fd97e89a58d56d7d9494,2026-06-23,governance,support re-establishing the Office of the People’s Counsel,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/hamza-khan-county-council-at-large.pdf,,paragraph 2,d1f3d0b5e92d2e1d768f7dd18a07ad2cbaf287089ff1b6199b927bf48c4af980,false,assistant_source_review_not_independent_human_gold,policy_position,,67cfcf03261ba65a5cf55d95,opponent_candidate,peoples_counsel,support,support re-establishing the Office of the People’s Counsel,"PDF page 2, transparency and land-use answer",Khan explicitly supports restoring an independent Office of the People's Counsel to represent residents in land-use and development decisions and improve transparency and accountability.,Hamza Khan,Assistant source review; Khan explicitly supports restoring an independent Office of the People's Counsel to represent residents in land-use and development decisions and improve transparency and accountability.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,67cfcf03261ba65a5cf55d95,,,timing_unverified,candidate_questionnaire,,,,,,paragraph 2,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-012,Scott Evan Goldberg,race-fd97e89a58d56d7d9494,2026-06-23,housing,Allowing for Missing Middle housing,https://www.montgomery4all.org/scott-evan-goldberg-2026,,paragraph 90,6c3692f88b2b8675e6ac783e16fbbd78fe1a5e2e78050ed701c9b4ea953537e1,false,assistant_source_review_not_independent_human_gold,policy_position,,9bfcfc3f4507255ea9a1829c,opponent_candidate,missing_middle,support,Allowing for Missing Middle housing,"paragraphs 82-100, Scott Evan Goldberg block","Goldberg attributes high housing costs to constrained supply and regulation, supports missing-middle zoning, and proposes county social housing on public land alongside faster construction approvals.",Scott Evan Goldberg,"Assistant source review; Goldberg attributes high housing costs to constrained supply and regulation, supports missing-middle zoning, and proposes county social housing on public land alongside faster construction approvals.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,9bfcfc3f4507255ea9a1829c,,,timing_unverified,candidate_questionnaire,,,,,,paragraph 90,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-013,Steve Solomon,race-fd97e89a58d56d7d9494,2026-06-23,housing,fast track approval process for small builders or individual homeowners,https://www.montgomery4all.org/steve-solomon-2026,,paragraph 84,0c664212fe98bf8962101ecc9b2a9389e551a368ef911f66c792758ec1ac6c0f,false,assistant_source_review_not_independent_human_gold,policy_position,,aa01cca026c7fd74ee754368,opponent_candidate,permitting_reform,support,fast track approval process for small builders or individual homeowners,"paragraphs 82-102, Steve Solomon block","Solomon proposes a fast-track permitting and inspection process for small builders and homeowners adding ADUs, together with transit-oriented zoning reform and continued Housing Production Fund support.",Steve Solomon,"Assistant source review; Solomon proposes a fast-track permitting and inspection process for small builders and homeowners adding ADUs, together with transit-oriented zoning reform and continued Housing Production Fund support.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,aa01cca026c7fd74ee754368,,,timing_unverified,candidate_questionnaire,,,,,,paragraph 84,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-014,Lelia B. True,race-fd97e89a58d56d7d9494,2026-06-23,housing,support allowing a broader range of housing types,https://www.montgomery4all.org/lelia-true-2026,,paragraph 93,1812a42e274b835e4461b566a0ddacc5b9968f201d103062f972a8b92c7cc276,false,assistant_source_review_not_independent_human_gold,policy_position,,cfol-lelia,opponent_candidate,housing_types,support,support allowing a broader range of housing types,"paragraphs 82-111, Lelia B. True block","True proposes an Essential Worker Housing Initiative combining employer assistance, county-backed down-payment help, zoning incentives, faster permitting, and additional housing types near transit and job centers.",Lelia B. True,"Assistant source review; True proposes an Essential Worker Housing Initiative combining employer assistance, county-backed down-payment help, zoning incentives, faster permitting, and additional housing types near transit and job centers.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fd3abd0d040c5cffc3664ada-1812a42e274b,,,timing_unverified,candidate_questionnaire_or_guide,,,,,,paragraph 93 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-015,Muhammad Arif Wali,race-fd97e89a58d56d7d9494,2026-06-23,housing,further streamlining approvals and expanding homeownership opportunities,https://www.montgomery4all.org/muhammad-arif-wali-2026,,paragraph 84,02f91ecf132975b2c2453f6848dcf4ea1a1c17673d2594fb7764c14cce6fbd00,false,assistant_source_review_not_independent_human_gold,policy_position,,cfol-wali,opponent_candidate,approvals_and_homeownership,support,further streamlining approvals and expanding homeownership opportunities,"paragraphs 82-96, Muhammad Arif Wali block","Wali says he would build on the O.P.E.N. zoning amendment by streamlining approvals, expanding mixed-income housing near transit, and creating homeownership paths for first-time and underserved buyers.",Muhammad Arif Wali,"Assistant source review; Wali says he would build on the O.P.E.N. zoning amendment by streamlining approvals, expanding mixed-income housing near transit, and creating homeownership paths for first-time and underserved buyers.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,b1c0dc97dfef0179d555f35b-02f91ecf1329,,,timing_unverified,candidate_questionnaire_or_guide,,,,,,paragraph 84 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-016,Prabu Selvam,race-fd97e89a58d56d7d9494,2026-06-23,housing,Modify MPDU program to trigger below market rate homes with development of 10 homes or more,https://www.montgomery4all.org/prabu-selvam-2026,,paragraph 102,5459d42a84e91f07855bdf8f011965efeb8b6851502f4e48157a76f6cb087a66,false,assistant_source_review_not_independent_human_gold,policy_position,,cfol-prabu,opponent_candidate,mpdu_threshold,support,Modify MPDU program to trigger below market rate homes with development of 10 homes or more,"paragraphs 82-102, Prabu Selvam block","Selvam proposes lowering the MPDU trigger to developments of ten homes, evaluating strip malls for dense mixed-use redevelopment, easing approval delays, and allowing more ADUs and higher-density zoning.",Prabu Selvam,"Assistant source review; Selvam proposes lowering the MPDU trigger to developments of ten homes, evaluating strip malls for dense mixed-use redevelopment, easing approval delays, and allowing more ADUs and higher-density zoning.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,14a20a0951841e05e128c590-5459d42a84e9,,,timing_unverified,candidate_questionnaire_or_guide,,,,,,paragraph 102 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-017,Vicki Vergagni,race-fd97e89a58d56d7d9494,2026-06-23,housing,revolving downpayment fund,https://www.montgomery4all.org/vicki-vergagni-2026,,paragraph 90,94503ac4d14fb701e29d0f4c383ddf806043269d346fa4d3e77698ec09a063c8,false,assistant_source_review_not_independent_human_gold,policy_position,,cfol-vicki,opponent_candidate,downpayment_assistance,support,revolving downpayment fund,"paragraphs 82-106, Vicki Vergagni block",Vergagni proposes shifting county housing policy toward ownership through a revolving down-payment fund paired with seven years of homeownership mentoring.,Vicki Vergagni,Assistant source review; Vergagni proposes shifting county housing policy toward ownership through a revolving down-payment fund paired with seven years of homeownership mentoring.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,91993fe1a03444a50ea451e4-94503ac4d14f,,,timing_unverified,candidate_questionnaire_or_guide,,,,,,paragraph 90 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,unresolved,corpus_candidate_set,,,,,,,
exc-hist-c-fol-018,"Wynton R. Johnson, Sr.",race-3f9a5712e5759d632957,2026-06-23,immigration,I do not support our local enforcement working in tandem with ICE,https://caribbeanpac.org/documents/2026-candidates/md-candidates-2026/prince-georges/MD%20PG%20Council%205%20Johnson.pdf?usp=drive_link,,paragraph 2,f56eae853ab84863adfe7c319f132530bcaefc294f30ac868d2314a0b2abe7e2,false,assistant_source_review_not_independent_human_gold,policy_position,,cfol-wynton,opponent_candidate,local_ice_cooperation,oppose,I do not support our local enforcement working in tandem with ICE,"PDF page 2, law-enforcement oversight answer",Johnson explicitly opposes local law enforcement working with ICE and says he would protect residents regardless of immigration status.,"Wynton R. Johnson, Sr.",Assistant source review; Johnson explicitly opposes local law enforcement working with ICE and says he would protect residents regardless of immigration status.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,65026ba0113dcd7c3769ad5e-f56eae853ab8,,,timing_unverified,candidate_questionnaire_or_guide,,,,,,paragraph 2 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
ex-rem-05,Farrah Chaichi,race-93787fac3bcf83084723,2026-05-19,labor,make it easier for workers to form unions free from intimidation and harassment,https://www.chaichifororegon.com/the-issues,,paragraph 22,b7ae2d6629c3e3b481a383c5df83a9c22d11707478e53b15099006230511cee9,false,assistant_source_review_not_independent_human_gold,policy_position,,rem-farrah,endorsed_candidate,union_organizing,support,make it easier for workers to form unions free from intimidation and harassment,paragraph 22,"On her current first-party issues page, Chaichi proposes extending state organizing protections to workers currently excluded from union rights. Because the current page was retrieved after the primary, timing remains qualified.",Farrah Chaichi,"Assistant source review; On her current first-party issues page, Chaichi proposes extending state organizing protections to workers currently excluded from union rights. Because the current page was retrieved after the primary, timing remains qualified.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,45e0ffa5781004672b5d488d-b7ae2d6629c3,,,timing_unverified,candidate_platform_or_interview,,,,,,paragraph 22 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://secure.sos.state.or.us/orestar/cfDetail.do?cfRsn=24174&page=search,resolution_verified,corpus_candidate_set,,,,,,,
ex-rem-06,Pamela Pugh,race-9a964e5d79326deb3255,2026-02-03,campaign_frame,BUILDING A BETTER MICHIGAN TOGETHER,https://pamelalpugh.com/,,paragraph 1,b3168e0a7e5e3c55ee85d2c774856c3081ec2fc849b746c5c8b664ed2d63cfce,false,assistant_source_review_not_independent_human_gold,campaign_frame,,rem-pamela,endorsed_candidate,statewide_service,emphasize,BUILDING A BETTER MICHIGAN TOGETHER,paragraph 1,Pugh's current first-party homepage supplies only broad campaign framing about building a better Michigan and statewide service; it is not treated as a detailed policy proposal or historical pre-primary version.,Pamela Pugh,Assistant source review; Pugh's current first-party homepage supplies only broad campaign framing about building a better Michigan and statewide service; it is not treated as a detailed policy proposal or historical pre-primary version.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,3e1b4558dd9d6c2d48b15ab8-b3168e0a7e5e,,,timing_unverified,candidate_platform_or_interview,,,,,,paragraph 1 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,source_unavailable,corpus_candidate_set,,,,,,,
ex-joldc-5e6b3d0b810aeb77250f6e2f-public_safety,Phara Souffrant Forrest,race-b701775ebc5e0586ec3c,2020-06-23,public_safety,prohibit police from lying to suspects to extract confessions during interrogations,https://jimowles.org/news/candidate-answers-to-joldc-phara-souffrant-forrest-for-ny-assembly-district-57,2020-01-14,paragraph 54,2216bda736b20992722a26961cd96b83b644f5a0700fa4ad974161e12003e744,false,assistant_source_review_not_independent_human_gold,policy_position,,joldc-5e6b3d0b810aeb77250f6e2f-lead64,endorsed_candidate,police_deception_in_interrogations,support,prohibit police from lying to suspects to extract confessions during interrogations,paragraph 54,Supports legislation prohibiting police deception during suspect interrogations as part of a broader anti-incarceration agenda. Source attribution: Quote is from the candidate answer following question 26 answer in the body-verified ​57th Assembly District questionnaire. | Quote is from the candidate answer following question 26 answer in the body-verified ​57th Assembly District questionnaire.,Phara Souffrant Forrest,Assistant source review; Supports legislation prohibiting police deception during suspect interrogations as part of a broader anti-incarceration agenda. Source attribution: Quote is from the candidate answer following question 26 answer in the body-verified ​57th Assembly District questionnaire. | Quote is from the candidate answer following question 26 answer in the body-verified ​57th Assembly District questionnaire.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,3b71b15916d274e6ddf4f3f4-2216bda736b2,Quote is from the candidate answer following question 26 answer in the body-verified ​57th Assembly District questionnaire.,,,candidate_questionnaire,,,,2026-03-20,publisher_post_revised_after_primary,paragraph 54 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'canonical_race_id': 'race-b701775ebc5e0586ec3c', 'race_id': 'race-b701775ebc5e0586ec3c', 'candidate_name': 'Phara Souffrant Forrest', 'role': 'endorsed', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-01-14', 'source_url': 'https://jimowles.org/news/candidate-answers-to-joldc-phara-souffrant-forrest-for-ny-assembly-district-57', 'archive_url': '', 'candidate_only_locator': 'Questionnaire body header: Candidate Name \u200bPhara Souffrant Forrest; Office \u200b57th Assembly District', 'locator': 'paragraph 54'}",,,Supports legislation prohibiting police deception during suspect interrogations as part of a broader anti-incarceration agenda.,,
ex-joldc-mamdani2020-single-payer,Zohran Kwame Mamdani,race-24aa59df50abd920bfce,2020-06-23,healthcare,support federal Medicare-for-All legislation and the enactment of nationwide single-payer,https://jimowles.org/news/candidate-answers-to-joldc-zohran-mamdani-for-ny-assembly-district-36,2020-01-14,paragraph 76,bd0f6048277df9bae19b199c152cbe03e7b9785c1e62f84b90cfa6d5e034ef11,false,assistant_source_review_not_independent_human_gold,policy_position,,joldc-5e2f27cf6cdfb060c0b2f67f-lead61,endorsed_candidate,single_payer_and_new_york_health_act,support,support federal Medicare-for-All legislation and the enactment of nationwide single-payer,paragraph 76,Supports federal Medicare for All and using the New York Health Act to establish state single-payer coverage. Source attribution: Quote is from the candidate answer at question 28 single-payer answer in the body-verified questionnaire; the prompt and neighboring answers are excluded. | Quote is from the candidate answer at question 28 single-payer answer in the body-verified questionnaire; the prompt and neighboring answers are excluded.,Zohran Kwame Mamdani,Assistant source review; Supports federal Medicare for All and using the New York Health Act to establish state single-payer coverage. Source attribution: Quote is from the candidate answer at question 28 single-payer answer in the body-verified questionnaire; the prompt and neighboring answers are excluded. | Quote is from the candidate answer at question 28 single-payer answer in the body-verified questionnaire; the prompt and neighboring answers are excluded.,,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,timing_unverified,,00bef87c35711bebaefe51d6-bd0f6048277d,Quote is from the candidate answer at question 28 single-payer answer in the body-verified questionnaire; the prompt and neighboring answers are excluded.,,,candidate_questionnaire,,,,2025-06-19,publisher_post_revised_after_primary,paragraph 76 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'canonical_race_id': 'race-24aa59df50abd920bfce', 'race_id': 'race-24aa59df50abd920bfce', 'candidate_name': 'Zohran Kwame Mamdani', 'role': 'endorsed', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-01-14', 'source_url': 'https://jimowles.org/news/candidate-answers-to-joldc-zohran-mamdani-for-ny-assembly-district-36', 'archive_url': '', 'candidate_only_locator': 'Questionnaire body header: Candidate Name Zohran Mamdani; Office New York State Assembly, 36th District (Queens)', 'locator': 'paragraph 76'}",Zohran Mamdani,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['joldc-5e2f27cf6cdfb060c0b2f67f-lead61'], 'notes': 'Questionnaire body identifies Zohran Mamdani; canonical registry for the same retained office/date identifies Zohran Kwame Mamdani. This is a reviewed source-name association, not legal-name certification.'}",Supports federal Medicare for All and using the New York Health Act to establish state single-payer coverage.,,
fed24-bush-medicare,Cori Bush,race-4bb8173fd4fdca0b2d3f,2024-08-06,healthcare,pass Medicare for All,https://web.archive.org/web/20240803202201id_/https://coribush.org/issue/medicare-for-all/,,paragraph 21,e37b477e4d6ce5790f3b8206ee8ca6471db938fbd28cdeae2b743373ed25542c,false,assistant_source_review_not_independent_human_gold,policy_position,,fed24-source-bush-healthcare,endorsed_candidate,medicare_for_all,support,pass Medicare for All,paragraph 21,"Supports a universal single-payer system; the retained snapshot is from the day after the primary. Requested pre-primary replay resolved to August7, one day after the August6 primary. Retained actual capture date; pre-primary text version is not asserted.",Cori Bush,"Assistant source review; Supports a universal single-payer system; the retained snapshot is from the day after the primary. Requested pre-primary replay resolved to August7, one day after the August6 primary. Retained actual capture date; pre-primary text version is not asserted.",https://web.archive.org/web/20240807143607id_/https://coribush.org/issue/medicare-for-all/,2024-08-07,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,7985f0e820f36ff29c63c866-e37b477e4d6c,,,,archived_campaign_platform,,,,,,paragraph 21 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-August62024.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4bb8173fd4fdca0b2d3f', 'candidate_name': 'Cori Bush', 'role': 'endorsed', 'election_date': '2024-08-06', 'source_type': 'archived_campaign_platform', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20240803202201id_/https://coribush.org/issue/medicare-for-all/', 'locator': 'paragraph 21'}",Cori Bush,,Supports a universal single-payer system; the retained snapshot is from the day after the primary.,,
