kind,record_id,year,candidate,race_ids,issue,source_url,detail
chapter_year,recKNkHw48qsmAbx9-2017,2017,,,not_searched,,Athens Area: url_index_searched_content_review_pending
chapter_year,recKUDCwfT4yxflU6-2017,2017,,,not_searched,,Leon County: additional_archive_review_needed
chapter_year,recLWOuFtRtCelnEh-2017,2017,,,not_searched,,Southeast Idaho: url_index_searched_content_review_pending
chapter_year,recLfgG6ydn0IPFpY-2017,2017,,,not_searched,,Greater Baltimore: additional_archive_review_needed
chapter_year,recLsbjhFWix57m4q-2017,2017,,,not_searched,,San Antonio: url_index_searched_content_review_pending
chapter_year,recLsm5463dxWKcks-2017,2017,,,not_searched,,Salt Lake: url_index_searched_content_review_pending
chapter_year,recLvs3LzaQQNjlIA-2017,2017,,,not_searched,,West Suburban Illinois: additional_archive_review_needed
chapter_year,recM9oJzvTBqHfg05-2017,2017,,,not_searched,,Long Beach: url_index_searched_content_review_pending
chapter_year,recMAZ4MvcNtzlkbp-2017,2017,,,not_searched,,Metro Cincinnati & Northern Kentucky: url_index_searched_content_review_pending
chapter_year,recN0F7EofeEi2sVK-2017,2017,,,found_unverified,https://www.mainedsa.org/endorsements/,Maine: chapter_site_or_wayback
chapter_year,recN0QSja5PaHFtet-2017,2017,,,not_searched,,Northwest Montana: additional_archive_review_needed
chapter_year,recNdPpnEmU5i1xZn-2017,2017,,,found_unverified,https://atldsa.org/2017/04/19/khalid_kamau_wins_so_fulton_city_council_seat/ | https://atldsa.org/2017/09/11/madsa_at_decatur_march_nothing_great_about_hate/ | https://atldsa.org/2017/09/30/we_rally_for_sen_fort_with_bernie_killer_mike/ | https://atldsa.org/2017/10/09/october_socialist_dialogue_electoral_politics_and_a_socialist_future/ | https://atldsa.org/2017/10/29/madsa_members_meet_hear_local_activism_updates/ | https://atldsa.org/2017/11/10/we_win_some_we_lose_some/ | https://atldsa.org/2018/01/26/dekalb_county_votes_to_remove_white_supremacy_monument/ | https://web.archive.org/web/20231203193727id_/https://atldsa.org/2017/10/09/october_socialist_dialogue_electoral_politics_and_a_socialist_future/ | https://web.archive.org/web/20250118164609id_/https://atldsa.org/2017/06/04/membership_meeting_electoral_activism_and_convention_delegates/,Atlanta: verified_endorsement_not_exhaustive_census
chapter_year,recO9nU4WGL5t7qbf-2017,2017,,,not_searched,,Northwest Ohio: additional_archive_review_needed
chapter_year,recOGcJgoHsY9bqcc-2017,2017,,,not_searched,,Santa Barbara: url_index_searched_content_review_pending
chapter_year,recPOWfJ8wPNcdSes-2017,2017,,,not_searched,,Owensboro: additional_archive_review_needed
chapter_year,recPS62K0hzPKiUYN-2017,2017,,,not_searched,,Bowling Green: additional_archive_review_needed
chapter_year,recQ0XbRWCvOpu5HM-2017,2017,,,not_searched,,Northern Colorado: additional_archive_review_needed
chapter_year,recQ3VOBLDmZQHLQw-2017,2017,,,not_searched,,Pinellas County: url_index_searched_content_review_pending
chapter_year,recQA9bwED4075itz-2017,2017,,,not_searched,,Central Mississippi: additional_archive_review_needed
chapter_year,recQCD4gvpqQv9PMU-2017,2017,,,not_searched,,Boise: url_index_searched_content_review_pending
chapter_year,recQQgAazXgKTRhfU-2017,2017,,,not_searched,,Emerald Coast: additional_archive_review_needed
chapter_year,recQfa3YHAw48GMoX-2017,2017,,,not_searched,,Salem: url_index_searched_content_review_pending
chapter_year,recQj7rjB9I8F1MDP-2017,2017,,,found_unverified,https://north.dsanj.org/north-nj-dsa-statement-on-danny-fetonte/,North New Jersey: chapter_site_or_wayback
chapter_year,recQpiidcsftIPsZ0-2017,2017,,,not_searched,,Big Island: official_social_account_pending
chapter_year,recQxboVdYCfhycxy-2017,2017,,,not_searched,,Tacoma & Pierce County: additional_archive_review_needed
chapter_year,recROx1PBZD5Vk7xh-2017,2017,,,not_searched,,Santa Cruz: url_index_searched_content_review_pending
chapter_year,recRTJQYunAdrPlKS-2017,2017,,,not_searched,,Rochester: additional_archive_review_needed
chapter_year,recRnRBOtlahzPwKw-2017,2017,,,not_searched,,Walla Walla Valley: official_social_account_pending
chapter_year,recS5VGHYFMUxmiky-2017,2017,,,not_searched,,Southwest Michigan: additional_archive_review_needed
chapter_year,recSTEJSiMiuHtMlA-2017,2017,,,not_searched,,Cadillac: official_social_account_pending
chapter_year,recSleokYJqguQEBD-2017,2017,,,not_searched,,Pensacola: url_index_searched_content_review_pending
chapter_year,recStYD9pu2XW75YV-2017,2017,,,not_searched,,Upper Peninsula: official_social_account_pending
chapter_year,recT5KhYcENaxjjP8-2017,2017,,,not_searched,,Centre County: official_social_account_pending
chapter_year,recT7i50C14XuejrN-2017,2017,,,not_searched,,Mahoning Valley: url_index_searched_content_review_pending
chapter_year,recTJk4yuSlHV95UK-2017,2017,,,not_searched,,Fort Wayne: additional_archive_review_needed
chapter_year,recTQ7GGGPoQwoxga-2017,2017,,,not_searched,,Cedar Rapids: official_social_account_pending
chapter_year,recTt8anyI4k48Mj5-2017,2017,,,not_searched,,South Central PA: url_index_searched_content_review_pending
chapter_year,recUDExPL4JiGEztp-2017,2017,,,not_searched,,Paso del Norte: official_social_account_pending
chapter_year,recUS1y5dyWBgOMlU-2017,2017,,,not_searched,,Shenandoah Valley: official_social_account_pending
chapter_year,recUThoJ9hyjz5yjQ-2017,2017,,,not_searched,,Central Wisconsin: official_social_account_pending
chapter_year,recVkxNJL0pZJd2Io-2017,2017,,,not_searched,,Charlotte Metro: url_index_searched_content_review_pending
chapter_year,recW3tPzmy1ZGk2Se-2017,2017,,,not_searched,,Concho Valley: additional_archive_review_needed
chapter_year,recW4bI95Z7XL3NFO-2017,2017,,,not_searched,,Grand Rapids: additional_archive_review_needed
chapter_year,recW9PDIGyFL6BWOE-2017,2017,,,not_searched,,Middle Tennessee: additional_archive_review_needed
chapter_year,recWBJRC7gEioyULO-2017,2017,,,not_searched,,Baton Rouge: url_index_searched_content_review_pending
chapter_year,recWNaLkhH8fqjhlT-2017,2017,,,not_searched,,Mesa County: official_social_account_pending
chapter_year,recWZOlBPS27UNYrF-2017,2017,,,not_searched,,Coulee Region: url_index_searched_content_review_pending
chapter_year,recWi4jTHgukTFasy-2017,2017,,,not_searched,,North Mississippi: additional_archive_review_needed
chapter_year,recXKeQY2VM2wkwsS-2017,2017,,,not_searched,,Isabella County: official_social_account_pending
chapter_year,recXWCW4tt6mYABG3-2017,2017,,,not_searched,,Volusia: official_social_account_pending
chapter_year,recXkWXpt6VdXu1ia-2017,2017,,,not_searched,,Upper Valley: url_index_searched_content_review_pending
chapter_year,recXsfT8mmJNZoTBB-2017,2017,,,not_searched,,Denver: additional_archive_review_needed
chapter_year,recYXFf0UYitkSJpT-2017,2017,,,not_searched,,Champaign-Urbana: url_index_searched_content_review_pending
chapter_year,recYcoo13kE8CwRo3-2017,2017,,,not_searched,,Salina: official_social_account_pending
chapter_year,recZ8NV1XsHKSYBsn-2017,2017,,,not_searched,,Western Montana: additional_archive_review_needed
chapter_year,recZEmQ3fZ8C96hFj-2017,2017,,,not_searched,,Olympia: additional_archive_review_needed
chapter_year,recZdqGGhK7ZwdLwu-2017,2017,,,not_searched,,North Texas: official_social_account_pending
chapter_year,recaZNZNI4KzF2ifo-2017,2017,,,not_searched,,Mid-Hudson Valley: additional_archive_review_needed
chapter_year,recabufgzhuk7SsaH-2017,2017,,,not_searched,,Mid-Missouri: url_index_searched_content_review_pending
chapter_year,recadsEzmxY7VgYTq-2017,2017,,,not_searched,,Joplin Area: official_social_account_pending
chapter_year,recaeO2dxjbqDPad7-2017,2017,,,not_searched,,Shreveport-Bossier: additional_archive_review_needed
chapter_year,recazL76LSPDpqjno-2017,2017,,,not_searched,,Maui: additional_archive_review_needed
chapter_year,recbKyFRy973PJzEv-2017,2017,,,not_searched,,Cape Cod: website_or_archive_retry_needed
chapter_year,recbnM3xYrEO0MDBF-2017,2017,,,not_searched,,Lubbock: additional_archive_review_needed
chapter_year,recbxU9HH2MzBiQFu-2017,2017,,,not_searched,,Louisville: url_index_searched_content_review_pending
chapter_year,recc3qYuezOuNq4MR-2017,2017,,,not_searched,,Southern Mississippi: additional_archive_review_needed
chapter_year,recc9NkvIp5HLQ1yp-2017,2017,,,not_searched,,Lehigh Valley: url_index_searched_content_review_pending
chapter_year,reccdrhmClCQ2CW1Q-2017,2017,,,not_searched,,Triangle: url_index_searched_content_review_pending
chapter_year,recctY4m66GPHpzR9-2017,2017,,,not_searched,,Skagit County: official_social_account_pending
chapter_year,reccvfwbAsEZHpPfh-2017,2017,,,not_searched,,The Shoals: official_social_account_pending
chapter_year,recd0uy3rr1Bgw9wI-2017,2017,,,not_searched,,Southeastern Oklahoma: additional_archive_review_needed
chapter_year,recdP6i0tJkEEiTJo-2017,2017,,,not_searched,,Southern New Hampshire: additional_archive_review_needed
chapter_year,recdQwlYzhFjozDeh-2017,2017,,,not_searched,,Flagstaff: additional_archive_review_needed
chapter_year,receJ6YiRwditqBs4-2017,2017,,,not_searched,,Stillwater: additional_archive_review_needed
chapter_year,receKu5umjfkE8oAp-2017,2017,,,not_searched,,Southeast Kansas: additional_archive_review_needed
chapter_year,receSr2shnbuFhGIT-2017,2017,,,not_searched,,Flint Hills: additional_archive_review_needed
chapter_year,receh0P922XmUr6tX-2017,2017,,,not_searched,,Chattanooga: url_index_searched_content_review_pending
chapter_year,recfAwAuIcuJvCEBN-2017,2017,,,not_searched,,Space Coast: url_index_searched_content_review_pending
chapter_year,recfbo03dGTTwdruW-2017,2017,,,not_searched,,Boulder: additional_archive_review_needed
chapter_year,recffSbqrnjqJxBPs-2017,2017,,,not_searched,,Ozarks: official_social_account_pending
chapter_year,recgMgxwGYNONC8Ax-2017,2017,,,not_searched,,New Orleans: additional_archive_review_needed
chapter_year,recglapUaL0faNba5-2017,2017,,,not_searched,,Marion County: official_social_account_pending
chapter_year,rechH1FpOL2WCgutW-2017,2017,,,not_searched,,Northwest Indiana: url_index_searched_content_review_pending
chapter_year,rechbyY2P8QhIF3DO-2017,2017,,,not_searched,,Northern Nevada: additional_archive_review_needed
chapter_year,rechl5HCvitYdOGsy-2017,2017,,,not_searched,,Northern Illinois: additional_archive_review_needed
chapter_year,reci8e1tYK3NymV4N-2017,2017,,,not_searched,,Troy: url_index_searched_content_review_pending
chapter_year,reciA8xwGUpW0MiZk-2017,2017,,,not_searched,,Huron Valley: url_index_searched_content_review_pending
chapter_year,reciHswHKOYjwYIT7-2017,2017,,,not_searched,,Central Sierra Foothills: official_social_account_pending
chapter_year,recj6j8cUEqNSL0vs-2017,2017,,,not_searched,,Tidewater: url_index_searched_content_review_pending
chapter_year,recjNl5JK3NYyhMRU-2017,2017,,,not_searched,,Southern Maryland: url_index_searched_content_review_pending
chapter_year,recjqr2K3aEywVhg4-2017,2017,,,not_searched,,New River Valley: url_index_searched_content_review_pending
chapter_year,recjr6SITxRfPKCFq-2017,2017,,,not_searched,,Northwest Georgia: additional_archive_review_needed
chapter_year,recjs7DiralNILEgj-2017,2017,,,found_unverified,https://pghdsa.org/2017/03/06/march-general-meeting/ | https://pghdsa.org/2017/11/01/statement-on-pittsburgh-dsa-endorsement-of-mik-pappas/ | https://pghdsa.org/2018/05/16/pittsburgh-dsa-celebrates-success-of-endorsed-candidates-sara-innamorato-and-summer-lee/ | https://pghdsa.org/2024/05/17/pgh-dsa-calls-upon-sara-innamorato-to-end-her-seven-months-of-silence-on-the-us-funded-israeli-genocide-of-palestinians/,Pittsburgh: verified_endorsement_not_exhaustive_census
chapter_year,recjxGC0xL0h7BptA-2017,2017,,,not_searched,,Wooster: official_social_account_pending
chapter_year,reck5iOPvimUvgqOs-2017,2017,,,not_searched,,Inland Empire: url_index_searched_content_review_pending
chapter_year,reckca2oZB7IvRSJw-2017,2017,,,not_searched,,Middle Georgia: additional_archive_review_needed
chapter_year,reckm1enHokOuFlIg-2017,2017,,,not_searched,,Spokane: official_social_account_pending
chapter_year,recl787Sb1leMilEi-2017,2017,,,not_searched,,Southern Idaho: official_social_account_pending
chapter_year,reclMP28fLu46kFEC-2017,2017,,,not_searched,,Wichita: url_index_searched_content_review_pending
chapter_year,reclWgFXcQwk81MUH-2017,2017,,,not_searched,,Akron: additional_archive_review_needed
chapter_year,reclf74z6YnA3tm63-2017,2017,,,not_searched,,Jacksonville: additional_archive_review_needed
chapter_year,recljeUAWKtdx5PRp-2017,2017,,,not_searched,,Lower Hudson Valley: additional_archive_review_needed
chapter_year,reclmXwgrT4BHf9Vq-2017,2017,,,not_searched,,North Alabama: url_index_searched_content_review_pending
chapter_year,reclrcVPfxAuBDFLR-2017,2017,,,found_unverified,https://web.archive.org/web/20191101163451id_/https://www.eastbaydsa.org/events/111/2017-10-02-electoral-endorsements-information-meeting/,East Bay: chapter_site_or_wayback
chapter_year,reclyHYiSKHUVlfWT-2017,2017,,,not_searched,,Santa Fe: additional_archive_review_needed
chapter_year,recm5xtlty0kssfFb-2017,2017,,,not_searched,,New York City: website_or_archive_retry_needed
chapter_year,recm7aEDlIMCfYmMY-2017,2017,,,not_searched,,Rock River: url_index_searched_content_review_pending
chapter_year,recmAMmJR3WF7a9px-2017,2017,,,not_searched,,Southeast Missouri: website_or_archive_retry_needed
chapter_year,recmjWM6YNJ2vDGZj-2017,2017,,,not_searched,,North Central Valley: official_social_account_pending
chapter_year,recmr3OjlPiwCu6BI-2017,2017,,,not_searched,,Delaware: url_index_searched_content_review_pending
chapter_year,reco5CqqnJ0KEhQQr-2017,2017,,,not_searched,,North East Wisconsin: official_social_account_pending
chapter_year,recpDAaYiPTsJE4mc-2017,2017,,,not_searched,,Northwest Michigan: url_index_searched_content_review_pending
chapter_year,recpKDmBrRnuJ61xG-2017,2017,,,not_searched,,Capital District: url_index_searched_content_review_pending
chapter_year,recpqx4umiFvMDHFb-2017,2017,,,not_searched,,Seattle: additional_archive_review_needed
chapter_year,recqVD57cMVELsEux-2017,2017,,,not_searched,,Mobile Bay: url_index_searched_content_review_pending
chapter_year,recqnEiHDohXmNsw0-2017,2017,,,not_searched,,Brainerd Lakes Area: additional_archive_review_needed
chapter_year,recqploYCWlZghIp3-2017,2017,,,not_searched,,Northeast Pennsylvania: additional_archive_review_needed
chapter_year,recqxNEytZg7a993j-2017,2017,,,not_searched,,Laredo: additional_archive_review_needed
chapter_year,recrOAzKtL4XiBkc0-2017,2017,,,not_searched,,Southeast Minnesota: additional_archive_review_needed
chapter_year,recreuDi9kiy7ABbA-2017,2017,,,not_searched,,Las Vegas: additional_archive_review_needed
chapter_year,recrsiHHI6LQJITPX-2017,2017,,,not_searched,,Connecticut: additional_archive_review_needed
chapter_year,recrtf4j80gtgluiw-2017,2017,,,not_searched,,Brazos: website_or_archive_retry_needed
chapter_year,recs3V2Rtr16qS9FG-2017,2017,,,not_searched,,Northeast Tennessee: url_index_searched_content_review_pending
chapter_year,recsUheyIZMqow2p3-2017,2017,,,not_searched,,Metro Detroit: url_index_searched_content_review_pending
chapter_year,recsl4sFwbNgO8RUG-2017,2017,,,not_searched,,Memphis Midsouth: url_index_searched_content_review_pending
chapter_year,recsmq8fcapOcKEeZ-2017,2017,,,not_searched,,St. Louis: url_index_searched_content_review_pending
chapter_year,rect7eOZNHXFCpZhO-2017,2017,,,not_searched,,Wilmington: url_index_searched_content_review_pending
chapter_year,rectL9ZGVK2eueBIC-2017,2017,,,not_searched,,Buffalo: url_index_searched_content_review_pending
chapter_year,rectaMH8T8akTvuH6-2017,2017,,,not_searched,,Chicago: additional_archive_review_needed
chapter_year,rectkcdrLlVqhtAj9-2017,2017,,,not_searched,,Red River Valley: url_index_searched_content_review_pending
chapter_year,recuHREFEAmpl9Rc5-2017,2017,,,not_searched,,Ventura County: additional_archive_review_needed
chapter_year,recupqw7yRouGBVwW-2017,2017,,,not_searched,,Bozeman: url_index_searched_content_review_pending
chapter_year,recuxphVf5170jufu-2017,2017,,,not_searched,,Topeka: additional_archive_review_needed
chapter_year,recuyHD4argSxhJUP-2017,2017,,,not_searched,,Sonoma County: additional_archive_review_needed
chapter_year,recuyzNZu9ufw8620-2017,2017,,,not_searched,,Key West: additional_archive_review_needed
chapter_year,recv4FrF1pEnsHKPz-2017,2017,,,not_searched,,Madison Area: url_index_searched_content_review_pending
chapter_year,recvArS0dntwW1IAN-2017,2017,,,not_searched,,North Olympic: url_index_searched_content_review_pending
chapter_year,recvYM2ScwRpW064J-2017,2017,,,not_searched,,Upstate South Carolina: url_index_searched_content_review_pending
chapter_year,recwIMHzSiPpK0DnI-2017,2017,,,not_searched,,Houston: additional_archive_review_needed
chapter_year,recwhaqeUWFEaazGt-2017,2017,,,not_searched,,High Peaks: additional_archive_review_needed
chapter_year,recwwgYYu7hL3pdEV-2017,2017,,,not_searched,,Sioux Empire: official_social_account_pending
chapter_year,recx3HWIxsbxCJzjJ-2017,2017,,,not_searched,,Cleveland: additional_archive_review_needed
chapter_year,recx3POhJ9lB3zLLk-2017,2017,,,not_searched,,San Diego: additional_archive_review_needed
chapter_year,recxiA4PdNnBvxKOF-2017,2017,,,not_searched,,Pinal County: official_social_account_pending
chapter_year,recxo8jq580SmE6TR-2017,2017,,,not_searched,,Erie: official_social_account_pending
chapter_year,recxrUM4mt9kixjqr-2017,2017,,,not_searched,,Central Indiana: url_index_searched_content_review_pending
chapter_year,recxtTi13BvQKTdbb-2017,2017,,,found_unverified,https://dsa-la.org/committees/elpol/dsa-la-2025-2026-electoral-endorsement-roadmap/,Los Angeles: chapter_site_or_wayback
chapter_year,recxygLVMpSxU69wU-2017,2017,,,not_searched,,Iowa City: official_social_account_pending
chapter_year,recy0Z0XN0FjU9Jar-2017,2017,,,not_searched,,Southwest Louisiana: website_or_archive_retry_needed
chapter_year,recyLl8GpS0aYAp9h-2017,2017,,,not_searched,,Augusta CSRA: official_social_account_pending
chapter_year,recyh0MnrKMpa5ksT-2017,2017,,,not_searched,,Green Mountain: url_index_searched_content_review_pending
chapter_year,recyipdXaiOGJdtaq-2017,2017,,,not_searched,,Colorado Springs: url_index_searched_content_review_pending
chapter_year,recyjlVOMzrokvMZJ-2017,2017,,,not_searched,,Polk County: additional_archive_review_needed
chapter_year,reczGEZy8EMuUwqFd-2017,2017,,,not_searched,,Alachua County: url_index_searched_content_review_pending
chapter_year,reczRzsq3yjibUmxn-2017,2017,,,found_unverified,https://web.archive.org/web/20210422234222id_/https://sacdsa.org/blog/2017/09/22/2017election/,Sacramento: chapter_site_or_wayback
chapter_year,reczT93F2np7SyBOF-2017,2017,,,not_searched,,Eugene-Springfield: additional_archive_review_needed
chapter_year,reczsjCLxEGBKSa3u-2017,2017,,,not_searched,,Miami: additional_archive_review_needed
chapter_year,recztNQn5OHxM87PO-2017,2017,,,not_searched,,Kansas City: url_index_searched_content_review_pending
national_endorsement,rec1re93o4SLX51Kj,2017,Khader El-Yateem,race-3db59a6535d2b87f2703,election_scope_not_verified,,
national_endorsement,rec7RY6KfOVj4jftV,2017,Tristan Rader,,election_scope_not_verified,,general_only
national_endorsement,recczmetxeWU5Vekx,2017,Jabari Brisport,race-59573766433aa2f955e8,election_scope_not_verified,,ballot_or_party_position
national_endorsement,recgGGkIBypRWFW6C,2017,JT Scott,,election_scope_not_verified,,general_only
national_endorsement,reciYJxWCVs4A1gGu,2017,Ginger Jentzen,,election_scope_not_verified,,general_only
race,race-1100fb533385dbaeb1f8,2017,Alexander Bernhard Golonka,race-1100fb533385dbaeb1f8,unresolved_registry_fields,,office | jurisdiction | state | official_election_source
race,race-59573766433aa2f955e8,2017,Jabari Brisport,race-59573766433aa2f955e8,unresolved_registry_fields,,office | jurisdiction | state | official_election_source
race,race-785cd875182ba04e60a0,2017,Lydia Marie Edwards,race-785cd875182ba04e60a0,unresolved_registry_fields,,office | jurisdiction | state | official_election_source
race,race-82b317d0ebb6e5f1d97a,2017,Jon Grant,race-82b317d0ebb6e5f1d97a,unresolved_registry_fields,https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2017/08/edition-2.pdf,jurisdiction
race,race-a47f2c44662b82173189,2017,Anita Prizio,race-a47f2c44662b82173189,missing_paired_campaign_text,,missing_opponent_candidate | endorsed_substantive_text_missing | opponent_substantive_text_missing
race,race-a47f2c44662b82173189,2017,Anita Prizio,race-a47f2c44662b82173189,unresolved_registry_fields,,official_election_source | certified_opponents
race,race-e587bbefb97c581e910a,2017,Jon Grant,race-e587bbefb97c581e910a,unresolved_registry_fields,,office | jurisdiction | state | official_election_source
race,race-ef838ba30a1ad20d4a10,2017,Nikkita Oliver,race-ef838ba30a1ad20d4a10,unresolved_registry_fields,,office | jurisdiction | state | official_election_source
candidacy,349c6afdd7f6fd5142af09b0,2018,Franklin Bynum,,incomplete_race_evidence,https://houstondsa.org/2018/01/15/houston-dsa-announces-2018-primary-endorsements/,candidate_statement_status | opponent_statement_status
candidacy,69334e4aeb4ad61c04d99c4e,2018,Sara Innamorato,,incomplete_race_evidence,https://pghdsa.org/2018/05/16/pittsburgh-dsa-celebrates-success-of-endorsed-candidates-sara-innamorato-and-summer-lee/,candidate_statement_status | opponent_statement_status
candidacy,8746f538b400e203ec203940,2018,Gabriel Acevero,,incomplete_race_evidence,https://mdcdsa.org/statements/2026-endorsements/,candidate_statement_status | opponent_statement_status
candidacy,8b7d07aae233f1e6f0efdcfa,2018,Kareem Kandil,,incomplete_race_evidence,https://pghdsa.org/2018/05/16/pittsburgh-dsa-celebrates-success-of-endorsed-candidates-sara-innamorato-and-summer-lee/,candidate_statement_status | opponent_statement_status
candidacy,94a626bafc0b18bf4cabcbbd,2018,Danny Norris,,incomplete_race_evidence,https://houstondsa.org/2018/01/15/houston-dsa-announces-2018-primary-endorsements/,candidate_statement_status | opponent_statement_status
candidacy,98296ae16a8b04e6d02f796a,2018,Fran Watson,,incomplete_race_evidence,https://houstondsa.org/2018/01/15/houston-dsa-announces-2018-primary-endorsements/,candidate_statement_status | opponent_statement_status
candidacy,d0bfbd543944923341cc1334,2018,Ali Khorasani,,incomplete_race_evidence,https://houstondsa.org/2018/01/15/houston-dsa-announces-2018-primary-endorsements/,candidate_statement_status | opponent_statement_status
candidacy,f20516a51b6307dac29f2340,2018,Rick Banks,,incomplete_race_evidence,https://milwaukee.dsawi.org/milwaukee-dsa-supports-rick-banks-for-state-assembly-district-16/,candidate_statement_status | opponent_statement_status
candidacy,fea00b36678163b389de13c0,2018,Summer Lee,,incomplete_race_evidence,https://pghdsa.org/2018/05/16/pittsburgh-dsa-celebrates-success-of-endorsed-candidates-sara-innamorato-and-summer-lee/,candidate_statement_status | opponent_statement_status
candidacy,national-rec0UFyP597OpQytj,2018,Kaniela Ing,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-rec86L5cxZpX2cLlO,2018,Cliff Willmeng,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,opponent_roster_status | candidate_statement_status | opponent_statement_status
candidacy,national-recAlGv47ZcHzno9r,2018,Rachel Miller,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recCNStycKSO143aW,2018,Gabriel Acevero,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recE9rCHgQgjO82kG,2018,Summer Lee,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recFRBpG8FxUWSkhK,2018,Julia Salazar,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recNPY6Hvg7L6TdUI,2018,Jade Bahr,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recSFVf7zRG8KBl6s,2018,Alexandria Ocasio-Cortez,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recYHX6BxvnTvUxkX,2018,Franklin Bynum,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,opponent_roster_status | candidate_statement_status | opponent_statement_status
candidacy,national-recZXn2hIqE7XOSI2,2018,Sara Innamorato,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recaYxEb9IcmWZgsJ,2018,Amelia Marquez,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-reccwrJN64S6TImp4,2018,Zak Ringelstein,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,opponent_roster_status | candidate_statement_status | opponent_statement_status
candidacy,national-recfENvr6uJrqNfu6,2018,Mike Sylvester,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,opponent_roster_status | candidate_statement_status | opponent_statement_status
candidacy,national-recqjqFuxMAb321cC,2018,Kristin Seale,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,opponent_roster_status | candidate_statement_status | opponent_statement_status
candidacy,national-rectJNMnUH77bBX9s,2018,Elizabeth Fiedler,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
candidacy,national-recxax3qLqx8e04lH,2018,Vaughn Stewart,,incomplete_race_evidence,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,candidate_statement_status | opponent_statement_status
chapter_year,rec0T5hL44DwnSPD0-2018,2018,,,not_searched,,Snohomish County: additional_archive_review_needed
chapter_year,rec0ut8JliEiv0O26-2018,2018,,,not_searched,,Greater Lansing: url_index_searched_content_review_pending
chapter_year,rec0yCHUGxHkEfPR9-2018,2018,,,not_searched,,Knoxville: additional_archive_review_needed
chapter_year,rec10F86xarzwxgv3-2018,2018,,,not_searched,,Central Arkansas: url_index_searched_content_review_pending
chapter_year,rec18H0LBUFgw7VOA-2018,2018,,,not_searched,,Peninsula California: url_index_searched_content_review_pending
chapter_year,rec1PoP1FexlSxpRj-2018,2018,,,not_searched,,Central Coast California: url_index_searched_content_review_pending
chapter_year,rec1Ue7jCImWQduTC-2018,2018,,,not_searched,,East Central Illinois: additional_archive_review_needed
chapter_year,rec1XIbPiT3auKii3-2018,2018,,,not_searched,,Rio Grande Valley: official_social_account_pending
chapter_year,rec1XZXW341XzyNWC-2018,2018,,,not_searched,,Marin: url_index_searched_content_review_pending
chapter_year,rec1mGRQwXhEKwfbZ-2018,2018,,,not_searched,,Sun Valley: url_index_searched_content_review_pending
