statement_key,race_id,candidate_name,election_date,party,role,evidence_status,topic,subtopic,stance,quote,source_url,source_type,published_date,locator,direct_opponent_name,notes
16c0eb48c954f130125465d4,race-739b00d07e247e111eb1,Kimberly Burbank,2025-10-11,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Kimberly Burbank 2025 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
bc331ea7bc542df4a6ac319f,race-3db59a6535d2b87f2703,Khader El-Yateem,2017-09-12,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Khader El-Yateem 2017 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
af6a4167b08ec6eeb4d40201,race-55403cc726be644d5b3b,Marcela Mitaynes,2020-06-23,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Marcela Mitaynes 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
cbd08e47ad46aceb82f237fb,race-773a75def2a0d13c9f49,Ydanis Rodriguez,2020-06-23,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Ydanis Rodriguez 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
2b146e8797b56fe293594346,race-b481f0e166e141a2451a,Eleni Kounalakis,2018-06-05,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Eleni Kounalakis 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
80d7193a9697acdc915ef774,race-b4f6fe7d9ee2bac1986f,Ali A. Khorasani,2018-03-06,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Ali A. Khorasani 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
7e6e3673286870a2693b1caa,race-f1e0f94b57d24c62031b,Gabriel Sanchez,2026-05-19,Democratic,endorsed,verified,housing,tenant_rights,support,"Housing is a human right. Everyone deserves a safe and affordable home, but we are facing an affordable housing crisis in Cobb County and across the state.",https://www.sanchezforgeorgia.com/our-vision,campaign_page,,"Housing, Healthcare, and an Economy for All",,Exact first-person campaign language on the official 2026 issues page.
7e6e3673286870a2693b1caa,race-f1e0f94b57d24c62031b,Gabriel Sanchez,2026-05-19,Democratic,endorsed,verified,healthcare,single_payer,support,"The solution is a single-payer, public healthcare system like Medicare for All that guarantees healthcare coverage to everyone. In the Georgia legislature, I will do everything in my power to advocate for a single-payer public healthcare system, including expanding Medicaid.",https://www.sanchezforgeorgia.com/our-vision,campaign_page,,Healthcare,,Exact first-person campaign language on the official 2026 issues page.
7e6e3673286870a2693b1caa,race-f1e0f94b57d24c62031b,Gabriel Sanchez,2026-05-19,Democratic,endorsed,verified,labor,wages,support,That means reliable hours and a living wage of at least $20 an hour. That means protecting and expanding the right to unionize.,https://www.sanchezforgeorgia.com/our-vision,campaign_page,,Workers and wages,,Exact campaign language on the official 2026 issues page.
7e6e3673286870a2693b1caa,race-f1e0f94b57d24c62031b,Gabriel Sanchez,2026-05-19,Democratic,endorsed,verified,education,public_schools,support,"It is imperative that we invest in public schools and find bold, creative solutions to improve them.",https://www.sanchezforgeorgia.com/our-vision,campaign_page,,Public Education,,Exact campaign language on the official 2026 issues page.
7e6e3673286870a2693b1caa,race-f1e0f94b57d24c62031b,Gabriel Sanchez,2026-05-19,Democratic,endorsed,verified,public_safety,police_reform,support,"We need a new approach to public safety that focuses on solving the root causes of crime — poverty, and lack of resources and opportunity. We need to prioritize investing in our neighborhoods because the safest communities are those with the most resources, not the most police.",https://www.sanchezforgeorgia.com/our-vision,campaign_page,,Public Safety,,Exact campaign language on the official 2026 issues page.
936a71d6e3804237c2c867f0,race-65136bae40d3d3d9d35a,Deirdre M. Levy,2021-06-22,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Deirdre M. Levy 2021 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
bd7cd470ef6c245051a18789,race-b039f5d6691d15051b5d,India B. Walton,2021-06-22,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for India B. Walton 2021 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
ebde1af06513e014be05f52e,race-3db59a6535d2b87f2703,Vincent Chirico,2017-09-12,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Vincent Chirico 2017 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
e0256e1ef3149fc79dd3c984,race-e0d4748f07ff2fb03395,Gabriel Acevero,2022-07-19,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Gabriel Acevero 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
f1d0248344132c967902d0cf,race-b4f6fe7d9ee2bac1986f,H. P. Parvizian,2018-03-06,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for H. P. Parvizian 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
b674bc8419ff41afa10844c3,race-aed8879df9fbc709db76,Michael Bennet,2020-03-03,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Michael Bennet 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
57804ee1dd05f96bda977866,race-9b23daac37f99a66baef,Mike Sylvester,2018-06-12,Democratic,unopposed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Mike Sylvester 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
16b9f76d8a8ace290bc64d1f,race-8a99a689340f254d2852,Nikkita Oliver,2021-08-03,Nonpartisan,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Nikkita Oliver 2021 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
1401aee62e9f7250b406819a,race-e8e05c727cae155eb824,Mckayla Wilkes,2026-06-23,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Mckayla Wilkes 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
d9aadb658116f76d4f7a6d93,race-0a67e638042856300063,Martha Sánchez,2026-06-02,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Martha Sánchez 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
94c03c9d3c7fe91bbae7b944,race-de3a3ef025ba2f70352c,Alex Tsimerman,2019-08-06,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Alex Tsimerman 2019 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
ff87d81e4eada65606b3d7de,race-41ad8ea70f3bdbc7e4e4,Franklin Bynum,2022-03-01,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Franklin Bynum 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
a6f29add045bfccf44dda6e2,race-6309d2d0fa189cfbbdcc,Teri Anulewicz,2024-05-21,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Teri Anulewicz 2024 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
8636e16c99fd9531a04d1877,race-773a75def2a0d13c9f49,Ritchie Torres,2020-06-23,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Ritchie Torres 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
e883f0c213439439bbe048b8,race-37d84e89f40adca092d4,Martine Gulick,2024-08-13,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Martine Gulick 2024 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
b003c06fdaa8daaa816a60ca,race-faedb9eae89753fe8246,Rick Krajewski,2020-06-02,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Rick Krajewski 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
9145e784c637e03542bb803c,race-a5186a12bf492f76df58,Marianna Anaya,2024-06-04,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Marianna Anaya 2024 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
00ba0c257ffa8a00528799b0,race-f1e0f94b57d24c62031b,Carlos Vilela,2026-05-19,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Carlos Vilela 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
1592e254528829d07ac8428d,race-c3b021b27cd1f9089be2,Julian Castro,2020-03-03,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Julian Castro 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
3bfb93717cbfb2a3753f00b0,race-1ebf8dc775ced8d30b89,Dean Phillips,2024-03-05,Democratic,opponent,verified,economic_ownership,regulation,support,"As a business owner for my entire professional life before Congress, I know that small businesses are the engine that drive our economy, and as a member of the Small Business Committee in Congress, I have made supporting them a top priority. I believe that smart public policy is both pro-business and pro-worker. Those ideas are not mutually exclusive. That’s why I’m an advocate for policies that grow the economy by reducing red tape, investing in people, rewarding innovation, and sharing in success.",https://www.dean24.com/platform,campaign_page,,Jobs and the Economy,,Direct first-person quotation on the official 2024 campaign platform.
3bfb93717cbfb2a3753f00b0,race-1ebf8dc775ced8d30b89,Dean Phillips,2024-03-05,Democratic,opponent,verified,housing,tenant_rights,support,"As a father and community member, I know how important homes are to the very fabric of our society. I believe that every American deserves access to affordable housing, and I’m committed to building 7 million more homes, expanding renter protections, ending predatory housing investing, and focusing on sustainable housing to withstand the coming climate crisis.",https://www.dean24.com/platform,campaign_page,,Ending the Housing and Homelessness Crisis,,Direct first-person quotation on the official 2024 campaign platform.
3bfb93717cbfb2a3753f00b0,race-1ebf8dc775ced8d30b89,Dean Phillips,2024-03-05,Democratic,opponent,verified,democracy,campaign_finance,support,"No matter your number one issue, I ask you to make campaign finance reform your number two. The corrupting influence of special interest money in politics, and the time spent in its pursuit, are at the heart of the dysfunction in Washington, DC, preventing progress on the major challenges we face as a country. That is why I am on a mission to get money out of politics and return power to where it belongs: the people.",https://www.dean24.com/platform,campaign_page,,Campaign Finance Reform and Ethics,,Direct first-person quotation on the official 2024 campaign platform.
b184839f151ae12c54f3dc5e,race-97cfab5130640c94bcc2,Dean Phillips,2024-04-02,Democratic,opponent,verified,economic_ownership,regulation,support,"As a business owner for my entire professional life before Congress, I know that small businesses are the engine that drive our economy, and as a member of the Small Business Committee in Congress, I have made supporting them a top priority. I believe that smart public policy is both pro-business and pro-worker. Those ideas are not mutually exclusive. That’s why I’m an advocate for policies that grow the economy by reducing red tape, investing in people, rewarding innovation, and sharing in success.",https://www.dean24.com/platform,campaign_page,,Jobs and the Economy,,Direct first-person quotation on the official 2024 campaign platform.
b184839f151ae12c54f3dc5e,race-97cfab5130640c94bcc2,Dean Phillips,2024-04-02,Democratic,opponent,verified,housing,tenant_rights,support,"As a father and community member, I know how important homes are to the very fabric of our society. I believe that every American deserves access to affordable housing, and I’m committed to building 7 million more homes, expanding renter protections, ending predatory housing investing, and focusing on sustainable housing to withstand the coming climate crisis.",https://www.dean24.com/platform,campaign_page,,Ending the Housing and Homelessness Crisis,,Direct first-person quotation on the official 2024 campaign platform.
b184839f151ae12c54f3dc5e,race-97cfab5130640c94bcc2,Dean Phillips,2024-04-02,Democratic,opponent,verified,democracy,campaign_finance,support,"No matter your number one issue, I ask you to make campaign finance reform your number two. The corrupting influence of special interest money in politics, and the time spent in its pursuit, are at the heart of the dysfunction in Washington, DC, preventing progress on the major challenges we face as a country. That is why I am on a mission to get money out of politics and return power to where it belongs: the people.",https://www.dean24.com/platform,campaign_page,,Campaign Finance Reform and Ethics,,Direct first-person quotation on the official 2024 campaign platform.
d63853f334b5dce417e61bdc,race-8a99a689340f254d2852,Xtian Gunther,2021-08-03,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Xtian Gunther 2021 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
79be84dc49ad7ea994dacda0,race-70174b009240792ba021,Steve Johnson,2022-06-07,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Steve Johnson 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
7f115b439dfa817d42f7650d,race-70174b009240792ba021,Albert Corado,2022-06-07,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Albert Corado 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
8c46dac41902e206223c8059,race-ac18370d47435bd68552,Patrick DePoe,2026-08-04,Democratic,opponent,verified,climate_energy,emissions,support,We’re always dealing with climate change [and] we always have to adapt and change for the future.,https://www.underscore.news/justice/legislature/patrick-depoe-shares-priorities-in-run-for-washington-state-house-of-representatives/,interview_transcript,,Question: Policies to address climate change,,Direct candidate answer in a primary-period interview edited for length and clarity.
8c46dac41902e206223c8059,race-ac18370d47435bd68552,Patrick DePoe,2026-08-04,Democratic,opponent,verified,climate_energy,emissions,support,It’s something that we need to be proactive about. We can’t wait for the problem to just get bigger and bigger and bigger.,https://www.underscore.news/justice/legislature/patrick-depoe-shares-priorities-in-run-for-washington-state-house-of-representatives/,interview_transcript,,Question: Policies to address climate change,,Direct candidate answer in a primary-period interview edited for length and clarity.
8c46dac41902e206223c8059,race-ac18370d47435bd68552,Patrick DePoe,2026-08-04,Democratic,opponent,verified,civil_rights,lgbtq_rights,support,"I want to be an advocate, and I want to be able to find progressive funding streams to help support some of these closures that we’re seeing.",https://www.underscore.news/justice/legislature/patrick-depoe-shares-priorities-in-run-for-washington-state-house-of-representatives/,interview_transcript,,Question: Gender-affirming care,,Direct candidate answer in a primary-period interview edited for length and clarity.
8c46dac41902e206223c8059,race-ac18370d47435bd68552,Patrick DePoe,2026-08-04,Democratic,opponent,verified,immigration,border_policy,oppose,"It’s kidnapping at this point, it’s abduction. I mean, if you’re gonna just snatch somebody up despite them showing everything that they’re supposed to show.",https://www.underscore.news/justice/legislature/patrick-depoe-shares-priorities-in-run-for-washington-state-house-of-representatives/,interview_transcript,,Question: ICE and immigration reform,,Direct candidate answer in a primary-period interview edited for length and clarity.
8c46dac41902e206223c8059,race-ac18370d47435bd68552,Patrick DePoe,2026-08-04,Democratic,opponent,verified,labor,union_rights,support,How do we work with our unions to build those apprenticeships? So folks that aren’t looking to go to a four year college have a direct path to start working in a profession.,https://www.underscore.news/justice/legislature/patrick-depoe-shares-priorities-in-run-for-washington-state-house-of-representatives/,interview_transcript,,Question: Important district issues,,Direct candidate answer in a primary-period interview edited for length and clarity.
32748691991882f51ce91af5,race-049299a4595c67aafc85,Sharon Miller,2026-05-19,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Sharon Miller 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
edb123a8d0014cbaf7b311f3,race-d74df06a662d8e830bb8,Josh Anderson,2025-02-18,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Josh Anderson 2025 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
62de7d1c40066f8f5e08dde5,race-6233a2b380836f3b2218,Alissa Murphy,2026-08-04,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Alissa Murphy 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
c759edcd0a6e07a7540c0c53,race-41ad8ea70f3bdbc7e4e4,Erika Ramirez,2022-03-01,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Erika Ramirez 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
d93a59922a42da5d2c8050d5,race-3b8f105d02f390f68f75,Dean Phillips,2024-03-12,Democratic,opponent,verified,economic_ownership,regulation,support,"As a business owner for my entire professional life before Congress, I know that small businesses are the engine that drive our economy, and as a member of the Small Business Committee in Congress, I have made supporting them a top priority. I believe that smart public policy is both pro-business and pro-worker. Those ideas are not mutually exclusive. That’s why I’m an advocate for policies that grow the economy by reducing red tape, investing in people, rewarding innovation, and sharing in success.",https://www.dean24.com/platform,campaign_page,,Jobs and the Economy,,Direct first-person quotation on the official 2024 campaign platform.
d93a59922a42da5d2c8050d5,race-3b8f105d02f390f68f75,Dean Phillips,2024-03-12,Democratic,opponent,verified,housing,tenant_rights,support,"As a father and community member, I know how important homes are to the very fabric of our society. I believe that every American deserves access to affordable housing, and I’m committed to building 7 million more homes, expanding renter protections, ending predatory housing investing, and focusing on sustainable housing to withstand the coming climate crisis.",https://www.dean24.com/platform,campaign_page,,Ending the Housing and Homelessness Crisis,,Direct first-person quotation on the official 2024 campaign platform.
d93a59922a42da5d2c8050d5,race-3b8f105d02f390f68f75,Dean Phillips,2024-03-12,Democratic,opponent,verified,democracy,campaign_finance,support,"No matter your number one issue, I ask you to make campaign finance reform your number two. The corrupting influence of special interest money in politics, and the time spent in its pursuit, are at the heart of the dysfunction in Washington, DC, preventing progress on the major challenges we face as a country. That is why I am on a mission to get money out of politics and return power to where it belongs: the people.",https://www.dean24.com/platform,campaign_page,,Campaign Finance Reform and Ethics,,Direct first-person quotation on the official 2024 campaign platform.
4f0d418acca98eae11b3e46f,race-0b902d615156cfc70e34,Rashida Brown,2026-06-16,Democratic,opponent,verified,housing,zoning,support,"I will continue to promote zoning and other adjustments that make it easier to build more units, to bring down prices. I will advocate for a far stronger comprehensive plan than the draft Future Land Use Map recently released by the Office of Planning.",https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,candidate_questionnaire,,Question: Housing costs,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
4f0d418acca98eae11b3e46f,race-0b902d615156cfc70e34,Rashida Brown,2026-06-16,Democratic,opponent,verified,public_safety,police_reform,support,"We often ask police to handle issues that are not their responsibility. I support shifting health and human services responses to specialized programs, such as behavioral health crisis teams and street outreach like District Bridges and HIPS.",https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,candidate_questionnaire,,Question: Crime and public safety,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
4f0d418acca98eae11b3e46f,race-0b902d615156cfc70e34,Rashida Brown,2026-06-16,Democratic,opponent,verified,public_safety,police_reform,oppose,"Curfews specifically harm Black and brown youth, who are already over-policed. We must prioritize upstream resources and proven, positive approaches. Young people deserve investment and opportunity, not incarceration.",https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,candidate_questionnaire,,Question: Youth-involved crime and curfews,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
4f0d418acca98eae11b3e46f,race-0b902d615156cfc70e34,Rashida Brown,2026-06-16,Democratic,opponent,verified,education,public_schools,support,I will use its oversight and budget authority to: Ensure Equity: Redirect funding to bridge the massive disparities between schools West of the Park and East of the River.,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,candidate_questionnaire,,Question: DCPS and charter schools,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
4f0d418acca98eae11b3e46f,race-0b902d615156cfc70e34,Rashida Brown,2026-06-16,Democratic,opponent,verified,climate_energy,transit,support,"Transforming Transit: Championing a dedicated transit mall in Columbia Heights and a center-running transitway on Georgia Avenue, while funding fare-free buses and 24-hour service.",https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,candidate_questionnaire,,Question: Transportation,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
4bdd5e74ed74e32ecffbfb54,race-a5186a12bf492f76df58,Anjali Taneja,2024-06-04,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Anjali Taneja 2024 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
fef2eaa09003d559c001431d,race-980dc8b6fade3efe9c74,John Delaney,2020-03-03,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for John Delaney 2020 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
1c5c5dda083d0b273673c81d,race-0237c4a27ae65d01b793,Paul Johnson,2024-06-04,Democratic,opponent,source_unavailable,,,unclear,,https://www.petworthnews.org/blog/paul-johnson-24,candidate_questionnaire,,Questionnaire landing page,,"Petworth News states that the candidate did not submit questionnaire answers; searches of an official campaign site, issue pages, releases, interviews/debates, and official campaign social/video found no accessible primary-period exact policy quotation."
fa644660525f9651d7a09a03,race-a493243e3fd4b72b829f,Rini Sampath,2026-06-16,Democratic,opponent,verified,public_safety,police_reform,mixed,"Public safety requires a stable, accountable police force and investment in the conditions that prevent violence in the first place.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath/,candidate_questionnaire,,Question: Public safety,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
fa644660525f9651d7a09a03,race-a493243e3fd4b72b829f,Rini Sampath,2026-06-16,Democratic,opponent,verified,housing,zoning,support,"D.C.’s housing crisis is primarily a supply crisis. We have not built enough homes, and the shortage drives up costs for everyone. My approach has two parts: build more, and protect who is already here.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath/,candidate_questionnaire,,Question: Housing affordability,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
fa644660525f9651d7a09a03,race-a493243e3fd4b72b829f,Rini Sampath,2026-06-16,Democratic,opponent,verified,education,public_schools,support,"I will adjust the Uniform Per Student Funding Formula for inflation annually, because underfunding schools is a choice with consequences. I will fix school facilities so no student loses heat in winter.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath/,candidate_questionnaire,,Question: Education priorities,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
fa644660525f9651d7a09a03,race-a493243e3fd4b72b829f,Rini Sampath,2026-06-16,Democratic,opponent,verified,economic_ownership,economic_planning,support,"I will also build D.C.’s financial resilience by diversifying the economy so that we can weather disruptions like the mass federal layoffs we are experiencing now. Federal employment has long been a pillar of D.C.’s economy, and that is a strength. However, the past year has shown that it cannot be the only pillar.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath/,candidate_questionnaire,,Question: Financial stability,,Candidate-submitted answer published verbatim by WTOP during the 2026 primary.
41d0082de14bb9b827627a39,race-8dbe7e847ee21df8fe5f,Ayana Taylor,2026-08-11,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Ayana Taylor 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
8498ec697f32b687fe60c8be,race-4e0ada02ef4cde424267,Will Jawando,2022-07-19,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Will Jawando 2022 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
418b21d6e35850f38f5ab6a7,race-0a67e638042856300063,Elmer Roldan,2026-06-02,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Elmer Roldan 2026 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
242318a3c22573d6b238a61c,race-de3a3ef025ba2f70352c,John Lombard,2019-08-06,Nonpartisan,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for John Lombard 2019 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
a354a1bdf2d546b366cfd923,race-d892092155bdfe3ed17e,Lesley Lopez,2018-06-26,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Lesley Lopez 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
da13240d38f8f64a97adeab4,race-b481f0e166e141a2451a,Ed Hernandez,2018-06-05,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Ed Hernandez 2018 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
9549ce8bb3570a53f540e389,race-8fa8aa6966350616c680,Maia Pearson,2024-08-13,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,,"Searched for Maia Pearson 2024 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
75e1fbafb77056dc4d87e9e7,race-af2946bea89ae6832a3c,Nick Velkov,2021-06-22,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for Nick Velkov 2021 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
9dcd6e213b7c09a0b1edefe0,race-a392fccdcf3d58c3c5a9,James Sinex,2025-08-05,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Searched for James Sinex 2025 official campaign sites and issue pages, campaign releases, candidate questionnaires, debate/interview transcripts or video, and official campaign social posts; no accessible primary-period first-party exact policy quotation was verified."
