TOTAL VOTER TURNOUT: 5,984,939
ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2024-08-06	7	0	0	65	OGEMAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			262			
2024-08-06	7	0	0	65	OGEMAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			327			
2024-08-06	7	0	0	65	OGEMAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1235			
2024-08-06	7	0	0	65	OGEMAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			170			
2024-08-06	7	0	0	65	OGEMAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			2424			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			65			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			90			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			116			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			494			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			142			
2024-08-06	7	0	0	66	ONTONAGON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			550			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			314			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			405			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			389			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			814			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			137			
2024-08-06	7	0	0	67	OSCEOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			1947			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			170			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			177			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			298			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			348			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			43			
2024-08-06	7	0	0	68	OSCODA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			1128			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			517			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			447			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			524			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1504			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			190			
2024-08-06	7	0	0	69	OTSEGO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			2395			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			3979			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			21162			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			13204			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			8577			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			1682			
2024-08-06	7	0	0	70	OTTAWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			23581			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			256			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			240			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			441			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1092			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			137			
2024-08-06	7	0	0	71	PRESQUE ISLE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			1494			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			600			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			387			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			551			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1617			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			272			
2024-08-06	7	0	0	72	ROSCOMMON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			2764			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			1285			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			989			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			1608			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			14003			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			5755			
2024-08-06	7	0	0	73	SAGINAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			11831			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			2816			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			1745			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			3084			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			8338			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			990			
2024-08-06	7	0	0	74	ST CLAIR	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			14754			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			869			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			2083			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			1865			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1203			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			306			
2024-08-06	7	0	0	75	ST JOSEPH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			4939			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			546			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			467			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			1003			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1562			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			150			
2024-08-06	7	0	0	76	SANILAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			3930			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			61			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			85			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			97			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			418			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			136			
2024-08-06	7	0	0	77	SCHOOLCRAFT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			484			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			424			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			574			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			557			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			4881			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			398			
2024-08-06	7	0	0	78	SHIAWASSEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			6228			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			756			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			833			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			1182			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			2053			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			430			
2024-08-06	7	0	0	79	TUSCOLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			6641			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			684			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			1301			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			929			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			4187			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			789			
2024-08-06	7	0	0	80	VAN BUREN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			4063			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			1280			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			1905			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			1549			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			49835			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			12804			
2024-08-06	7	0	0	81	WASHTENAW	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			9764			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			8010			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			6631			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			5340			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			118693			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			76142			
2024-08-06	7	0	0	82	WAYNE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			42415			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	199188	PENSLER	SANDY			398			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	277920	AMASH	JUSTIN			562			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	399437	O'DONNELL	SHERRY			454			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	434127	SLOTKIN	ELISSA			1349			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	452314	HARPER	HILL			213			
2024-08-06	7	0	0	83	WEXFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	460388	ROGERS	MIKE			2342			
2024-08-06	8	01	0	1	ALCONA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			1719			
2024-08-06	8	01	0	1	ALCONA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			392			
2024-08-06	8	01	0	1	ALCONA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			386			
2024-08-06	8	01	0	1	ALCONA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			388			
2024-08-06	8	01	0	2	ALGER	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			1174			
2024-08-06	8	01	0	2	ALGER	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			397			
2024-08-06	8	01	0	2	ALGER	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			172			
2024-08-06	8	01	0	2	ALGER	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			611			
2024-08-06	8	01	0	4	ALPENA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			3818			
2024-08-06	8	01	0	4	ALPENA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			1348			
2024-08-06	8	01	0	4	ALPENA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			1137			
2024-08-06	8	01	0	4	ALPENA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1328			
2024-08-06	8	01	0	5	ANTRIM	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			4230			
2024-08-06	8	01	0	5	ANTRIM	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			735			
2024-08-06	8	01	0	5	ANTRIM	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			1443			
2024-08-06	8	01	0	5	ANTRIM	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1148			
2024-08-06	8	01	0	6	ARENAC	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			2047			
2024-08-06	8	01	0	6	ARENAC	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			357			
2024-08-06	8	01	0	6	ARENAC	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			532			
2024-08-06	8	01	0	6	ARENAC	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			391			
2024-08-06	8	01	0	7	BARAGA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			1127			
2024-08-06	8	01	0	7	BARAGA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			240			
2024-08-06	8	01	0	7	BARAGA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			163			
2024-08-06	8	01	0	7	BARAGA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			355			
2024-08-06	8	01	0	10	BENZIE	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			2333			
2024-08-06	8	01	0	10	BENZIE	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			1161			
2024-08-06	8	01	0	10	BENZIE	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			546			
2024-08-06	8	01	0	10	BENZIE	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1525			
2024-08-06	8	01	0	15	CHARLEVOIX	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			4061			
2024-08-06	8	01	0	15	CHARLEVOIX	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			994			
2024-08-06	8	01	0	15	CHARLEVOIX	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			1301			
2024-08-06	8	01	0	15	CHARLEVOIX	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1507			
2024-08-06	8	01	0	16	CHEBOYGAN	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			4031			
2024-08-06	8	01	0	16	CHEBOYGAN	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			486			
2024-08-06	8	01	0	16	CHEBOYGAN	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			1438			
2024-08-06	8	01	0	16	CHEBOYGAN	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1302			
2024-08-06	8	01	0	17	CHIPPEWA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			3077			
2024-08-06	8	01	0	17	CHIPPEWA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			816			
2024-08-06	8	01	0	17	CHIPPEWA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			778			
2024-08-06	8	01	0	17	CHIPPEWA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			1301			
2024-08-06	8	01	0	20	CRAWFORD	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			1718			
2024-08-06	8	01	0	20	CRAWFORD	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			278			
2024-08-06	8	01	0	20	CRAWFORD	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	452312	SAUL	JOSH			411			
2024-08-06	8	01	0	20	CRAWFORD	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	452313	BARR	CALLIE			604			
2024-08-06	8	01	0	21	DELTA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	2	REPUBLICAN	434097	BERGMAN	JACK			3377			
2024-08-06	8	01	0	21	DELTA	1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION	1	DEMOCRATIC	434098	LORINSER	BOB			1017			
