corpus_segment_id,text_sha256,text,source_urls,locators,gold_topic_code,reviewed_by
adad8dd9fa2d10e02a888785,966a222ba319665e3b842817c0776b7ff06f035bf856e21487063a7c03d1bd18,"We are paying for 20 years of shuttered recreation centers, closed pools, and downsized city operations. It is time to reinvest in communities.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 226,,
d9d6a76aaa8e3ada6c10bceb,595209178c99f92d6edf99c4661b3914ffbc60715c9b8261abde0184bdf89da2,"Meeting Mental Health Needs We should stop relying on jails to handle acute mental health needs. Over half of the people currently held on Rikers Island have a diagnosable mental health condition, and the jail is now the largest mental health institution in the state. That is not only an injustice, it compounds public safety issues down the line by subjecting people who need support to the horrific conditions inside Rikers.",https://claireforqueens.com/platform/public-safety,paragraph 33 -> paragraph 34 sentences 1-3,,
ec1474912edd54a3a883ce1e,9051d9cc2b4492540459c58914b20ea6aa75fc52d312af3fd1f82b9f531d3445,"0 About Platform Supporters Posters About Platform Supporters Posters About Platform Supporters Posters Andrew Hairston is a civil rights attorney and writer running for Justice of the Peace in Travis County Precinct 1. A proud Black southerner, man of faith, and democratic socialist, Andrew is committed to building a justice system rooted in care, not punishment.",https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,paragraph 17 -> paragraph 42,,
5fdeeaedf25526a86eabf2de,2fa4ff88e1ec649d969199eded31f32ad6eb84aef1ae767c5f0d581ea5b501a6,"Share this: Email Sign up for Tim's newsletter to get updates in your inbox! About Tim Tim Toomey is a Cambridge City Councillor and Massachusetts State Representative. He represents all of Cambridge on the City Council, and portions of Cambridge and Somerville in the State Legislature.",http://web.archive.org/web/20160416122402/https://timtoomey.org/transportation/,paragraph 41 -> paragraph 47,,
a02ca398885a792d5dcb824b,605d9703c7bb6a6d1c0ce127287773769fe4aae755fcaf8e3987b675a991d828,"I’m using my savings in order to run this race because talking to the voters and making sure that they know who I am and the type of person that I am … if I was not doing that, it would be a disservice to them.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,paragraph 109 sentence 3,,
39e418970d9607678525f43b,5c5cf8c1e57a5fe9ff576cf6a57271f1c7e3c70f7e8c495a4d91cdcf8772a0ac,"Hiral met her husband, Dr. Kishore Tipirneni, during her first year of medical school. After she served as Chief Resident of the University of Michigan’s Emergency Medicine program, Hiral and Kishore looked for a place they could settle down, practice medicine, and begin raising a family. They sought somewhere that reflected the Midwestern values they both learned growing up. They chose Phoenix.",http://hiralforcongress.com/,paragraph 14,,
2b1a33a3530cddcd98412250,0c3f8e3052498d02f4f30f9fb181c1ec5c0b6232af1d96211515947e47429601,"My efforts will focus on making the Fairfax Center area near the Fairfax County Government Center and Fair Oaks mall a true suburban center that is walkable and served by transit. A key catalyst will be progress on transit in the I-66 median, a corridor that is planned for eventual Metrorail extension. I would like to study the feasibility of Bus Rapid Transit as a short or medium-term solution providing connection to the Vienna Metro station.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 63,,
5d27724094dfc22549a88007,72829fd686d7fe9b0035f6d098cb89421a4b156288a25e449c0c00338ebe2802,"Protect our democracy As your president, I will make it a priority to guarantee a government of, by, and for the people by strengthening campaign finance laws, protecting voting rights for every American, and ensuring our elections are protected against all forms of interference. My Securing America’s Elections Act ensures either a paper ballot or voter-verified paper backup, so no foreign countries or individuals can skewer results. If we lose faith in our elections, democracy crumbles.",https://web.archive.org/web/20191121150006id_/https://www.tulsi2020.com/issues,paragraph 93 -> paragraph 94,,
578a2bc1a142755dd1e14f65,e4ef4d0185df27d318ac1498a739a51183dd7ad2fd58fd9dc9ac18c0ca49ba64,"+ Supporting CUNY Students As City Council Member, Shahana will... Invest and expand CUNY food voucher program. Currently, this program only provides students $400 toward food for the entire semester, and is limited to certain campuses. More broadly, we should simplify and expand emergency aid to students.",https://www.shahanafrombk.com/education,paragraph 50 -> paragraph 52,,
a4b2e0fda7cd06b5f2f58e1d,a34264d026d09d1e57c98b528bb5c41f6f72b4f89c5a467224a730dcf151505b,"(651) 321-1944 info@zukiellis.com Commitments Meet Zuki Vision Join Select Page Vision As I’ve been walking our neighborhoods I observe where people are, where grocery stores are, where transit is, where schools, businesses, rec centers are. I also wonder, are resources accessible? Do people feel safe? There’s so much complexity and variety in our communities.",https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,paragraph 1 -> paragraph 13,,
1b301eba8eb94e2298f9d62b,c74d3ebf72d93c145a87d9512838257c4285701c0c2b88615e9ae79309b8b16b,"Specifically, decisions have to be made about the county jail, the future of the Shuman Detention Center and our criminal justice system. Affordable housing, homelessness and the poverty that afflicts so many families in this county must all be addressed.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,paragraph 202 sentences 3-4,,
23cb47a886d22ecff6d54912,570291545b04d7b5b0aa8b5f7f2ee78a7551f02924ea21768f05bb1b6ad3f69e,"My plan has three prongs: a massive investment in social housing, an end to exclusionary zoning, and a Tenants’ Bill of Rights.",http://marianne2024.com/issues/housing,paragraph 27,,
98492580f3c791257536b9ef,cb3fc460ae7ba4be21e8a730fb1b833dc9d2f93f610c9161d8a700b09e06642b,"Updated Wed, January 22, 2025 at 12:31 AM Chiara ""Keekee"" Smith (left), Tonya-Noel Stevens (second from left) and Kevin Stewart (far right) are all running for Rochester City Council. (Photo by Julia Coburn/WHAM, Jan. 21, 2025)",https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,paragraph 175 -> paragraph 176,,
c5bc8ee1797e11711e40e7d4,dcb1baeb79a51213e9bbc7a0ad325e42d192e0796ac99401d8c50de050c44f23,Support caregivers and seniors through expanded local services and advocacy for long-term care resources “Representation is a contact sport —I won’t stop until I deliver results that matter.”,https://www.leslyedwight.com/priorities,paragraph 41 -> paragraph 42,,
e5827042b61af465302bce73,7abd0b9fdb3168de84b659963383ccd9f85d9172a50562f899d14ed0692c2db9,Complete the Somerville Community Path. Complete the Grand Junction Path. Promote bike safety and Vision Zero. Protect Affordable Housing Protect existing affordable housing.,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,paragraph 38 -> paragraph 42,,
315a96f41161881554396f2a,93257a4d7f261fdee3ffafe1962bfe8ceadda2646b93bc7b737797c2d6231908,"“There are two issues here, because of the organic recycling, now they subdivide the trucks so they are unable to pick up the large articles. You have to call 311 and schedule an appointment, and unfortunately people don’t know that.",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,paragraph 124 sentences 1-2,,
23ee70cc33577f040cefefe8,4a761729d656b58c263eb138739308a73819056489b4e1d79b0821b908194ae9,This slideshow requires JavaScript. Share this: Share Tweet Share on Tumblr Search for: Meta Log in Entries RSS Comments RSS,https://web.archive.org/web/20180209101917id_/https://www.tx2.rocks/,paragraph 61 -> paragraph 70,,
985cf8a9e43b2c66e978fee2,10a9fe18abe3c3de94eb86d4d3e578a3b50e6c5a899a14e06fa57de7f30d5b21,"Irma Corado: Yes, I fully support the County’s push for walkable, transit-accessible communities. My current neighborhood, Heritage Woods in Annandale, is an example of a walkable community. Several multi-family units surround a small shopping center where you can find a pharmacy, grocery store, laundromat, and other commercial necessities.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 65 sentences 1-3,,
0ed7ec3b97fbf75a6aab30fa,95a12d3a3f165a869b5994502698699f068737e7b5c4549e8d19b3b2f64e496a,"Ensure a just transition for communities and workers, including fossil fuel workers. Ensure justice for frontline communities, especially under-resourced groups, communities of color, Native Americans, people with disabilities, children and the elderly.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,paragraph 31 -> paragraph 32,,
1a329654e1d691b5cdd3d24a,ca48564b2f4be1e18fea53c75d731dedce3f6e263216c1227c44e77ef1928928,"The need for compassionate, thoughtful, and constituent-oriented service to the community has never been greater. I would be honored to receive your vote, allowing me to continue serving as a Brighton Town Councilmember.",http://www.wiltfortownboard.com/,paragraph 16,,
1afe526d0122fb2f737bc22b,25e49ba80c14a3cf5536068ef8817120c5f538d0b552f920634d980ab84f21d8,"Now tragically, that is not the reality for many working families. Since the 80’s corporations have been carving out the American worker, busting unions, and gaslighting our politicians and the American people into believing that insatiable economic growth is more important than people living with dignity. Our wages have remained stagnant while executives and investors line their pockets with excessive profits by co-opting our basic human rights like housing, healthcare, education, and a liveable climate.",https://www.electerika.com/issues/labor,paragraph 32 sentences 1-3,,
496f01c5e132d3c4b684c174,e11b15710b1af0f02dbfd30f3055b9ff1bcdb42e8e5100735b7af6e4f2940f8b,"They just got notified that for the first time, the city is ordering they pay Pittsburgh Police officers to be on duty. Lowering these unnecessary job assignments will free up officers for work that only they can do.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 234 sentences 5-6,,
a6012891b809a1b53f3e9aa5,d28e27943da36b643df9818b1321593b0675e5bb6c25227ee4d91d2e8450c4da,"With one week remaining to submit Colorado Presidential Primary ballots and inspired by the success of Michigan organizers , we - the organizers in the Colorado Palestine Coalition and our constituent groups - are launching our own noncommitted campaign: Vote Noncommitted Colorado !",https://web.archive.org/web/20240229103740/https://copalestine.co/vote-noncommitted,paragraph 42,,
4b9644c25a6c2846e500968a,3844d4e817d2cf9fa575ef7dd447eb069b55eb07ab7afc91df7b8b4fe2c21d98,Make a Donation to the Campaign Sign up with your email address to receive news and updates. Email Address Thank you!,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,paragraph 44 -> paragraph 48,,
2d04c681c813ff631e448a3e,04359af047af0ad288af671777400c5cae68babb7ed504d091232bed33256e9a,"When it is complete, he wants the Green Line Extension to be something that we can all be proud of, and he will continue to make your voice heard as the project moves forward.",http://web.archive.org/web/20160416122402/https://timtoomey.org/transportation/,paragraph 35 sentence 4,,
d3289d1f08f8f4a2479ef332,d3c37a7721dbd3448c191ed0afecc74ec95532af71de1df8cd46fd4922db6aa2,"So the aggravated illegal conversions bill helps to go a step further, but we still need to create that fund, which I think if we’re fining unscrupulous landlords, you can use that money to help relocate people.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,paragraph 109 sentence 5,,
c7668273d876c1542890d35a,99aaf344f67ab5cdd2eeb70dbc81f9e9d7e7f952d3c4eb570c6a00c984d4f0c1,"I would follow the approach with which I have conducted my career here in Hawaii. We need to rein in unnecessary government spending, which is running rampant in Washington and this administration. No more first-class travel for anyone.",https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,paragraph 126,,
7c8f028a5f5e2eaecd9b7a07,106d67946e016ebae993b2e47a18dfc981530eb5cd5627db043bd5db90918df7,"James Walkinshaw: In January of this year, 93-year old Pericles Apostolou was killed by a hit-and-run driver on Route 50 in Falls Church. This kind of tragedy should be unacceptable in Fairfax County. A goal of eliminating all traffic deaths and serious injuries should be seen as part of our One Fairfax policy.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 75 sentences 1-3,,
b9f53b44ab31578cb333d7a4,dbec96c34d1a7d6e24478c231c94a4d70ef8c10f2c2e8addeee6a00fc3d07d76,"A strong military should act as a deterrent so that most of the time, we won’t have to use it. We must continue to be vigilant about the threat of terrorism, but it’s time to bring our troops home – and make sure they get support and benefits they’ve earned.",https://web.archive.org/web/20190912194647id_/https://elizabethwarren.com/plans,paragraph 73,,
696de9b4a7a773a7cdb53d33,1adbab42952f1049efd2b9f85804577df150b68ec3a70517560c2161e6454c42,"Divest from NYPD’s surveillance technology, following the lead of cities such as Boston and Santa Cruz by banning the use of facial recognition software and predictive policing technologies that are rooted in racism and other algorithmic biases.",https://web.archive.org/web/20210530235121/https://www.shahanafrombk.com/safety,paragraph 37,,
d4f44d4be914227a52e1ed14,c5fd1e8c5977b05cb57fb50cf857c693f9e66405b8bfb99cbb06065ff8ecea16,"Criminal Justice Reform I lost my brother to gun violence in 1998, twelve days before Christmas. It still feels like it was yesterday. Our gun laws don’t keep us safe. We have to do better. I’ve served on the board of Protect Minnesota, and I am deeply committed to this work. Public health research, banning assault weapons, passing background check legislation, closing loopholes on sales, and preventing domestic abusers from purchasing are necessary steps to preventing future harm.",https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,paragraph 50 -> paragraph 51,,
b29cd72450581e0e005513fc,5dbd408ff8480cb95730287a5307d876592635b3b06b9f39802e0b9a36fce382,One of the major issues stymying the work of the JOB is the lack of cooperation from jail administration. JOB motions and requests for additional information are frequently ignored. Additional powers from the state giving the board more autonomy would be helpful.,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,paragraph 234,,
4acbf5a691da6a3956b71417,4ed443796b9f039c93fc18962ca62426f612b786c55264f9cdb6fb497e0ba18a,"Biden spoke on the stage of the Hylton Performing Arts Center, surrounded by red-and-blue signs that read “Defend Choice” and “Restore Roe.”",https://lailluminator.com/2024/01/23/biden-abortion-rights,paragraph 34,,
8044256c6e70477f0ea76e2c,6fbde497dff8aff4ed99a7a50e9047b30186b1daf9a6b40e0fad4d283e049d00,Bills Latest News Community Community Pet of the Week: Aaron Meet Aaron! He came to Lollypop Farm with his mom and sister when he was just a baby.,https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,paragraph 48 -> paragraph 52,,
cde08d24975828ee401dea2b,c7cd38ec03b4200a72761f9d5e12755e0e4ad3f0ecf72a0f23767a2bd1241ef5,The SMS field must contain between 6 and 19 digits and include the country code without using +/0 (e.g. 1xxxxxxxxxx for the United States),https://karlasilvestre.com/newsletter,paragraph 38,,
81b634297827bccfa2507daa,829b774aa07f6563a40c91a5fb752b704d096a16e87757039ee5097fd73dc171,"Connolly also worked closely with Sierra Club leaders to help shape Cambridge’s groundbreaking Bring Your Own Bag ordinance , which made Cambridge the largest city on the East Coast to ban single-use plastic bags and the first city in the Commonwealth to require a fee for paper bags.",http://web.archive.org/web/20160830204857/http://www.mikeconnolly.org:80/endorsed_by_sierra_club_massachusetts,paragraph 38 sentence 2,,
de98b7aaf012e1b974df860b,26c42c6bc429c5ce3e1680653f17e9b8cfef07e6d6f9b618f8a25a5fb5e21bd6,"But there’s unfortunately a lot of people who are spreading a lot of rumors, fighting me and my identity — and I am proud of who I am, as I’m fighting for everyone in my district to be proud of who they are.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,paragraph 115 sentence 5,,
e0f828bc85b61aa47ad9b0c1,fb9a7c717a9011dd10f590c5762e184caa3690bef492f981c1981469942cb7fa,"Read More Let's Create A Just Justice System More It's time to end our for-profit criminal justice system by ending prison labor, private prisons and detention centers, cash bail systems, and all the other ways our criminal justice system profits off the vulnerable.",https://anthonyclark2018.com/,paragraph 41 -> paragraph 45,,
06244088c92420d21dd9940e,5dc10fe07a872c9b6a11139938490c93dabbbb33e040ca006ee6de712dee505f,"Support the establishment of a Universal Pre-K program aimed at those who can least afford it. Work to give teachers and administrators more local control on standardized testing—how it’s designed, how often students are tested, and how to use test scores.",https://yasmineforvirginia.com/issues/education | https://yasmineforvirginia.com/issues/education/embed,paragraph 42 -> paragraph 43,,
6e9c3558a53dc1735ec5752c,3dd1c408fd133e637719897702fa627acd61b8724f2acfecb33ac0f065f9062e,"Currently, landlords have outsized power in disputes with renters because a bad mark in your rental history can prevent you from finding housing in the future. We need rental history reform so that one bad experience with a landlord won't ruin your life.",https://omarfateh.org/housing.html,paragraph 52,,
5567c8fdc79f2659007279f2,e03bd646adc177697ce4bbebe809b4f8419a87184c4eaf5660b4b0abce4aae6b,"A CONNECTED BRIGHTON: Work with our Sustainability Oversight Committee to develop a Climate Action Plan that ensures that our community surmounts not only the energy efficiency goals set by NYS, but also the climate crisis facing our planet, all while attaining the infrastructure that guarantees the community is well-positioned to take advantage of the renewable energy that we have sourced in our Community Choice Aggregation program. © 2021 Robin Wilt for Town Board About A Record of Results Priorities Donate!",http://www.wiltfortownboard.com/priorities,paragraph 20 -> paragraph 27,,
666b7373ecd45c62e6b9c34c,11963d84aae659e25c8048d667802842b388063ac8fafb0164ddc4b76c58f22b,"SINGLE PAYER HEALTHCARE I support single payer healthcare, including dental, vision, and long term care. John Marty has written a bill called the Minnesota Health Plan, which I would support as a senator.",https://web.archive.org/web/20220806221750/https://omarfateh.org/healthcare.html,paragraph 47 -> paragraph 48,,
486280ecc6efd4d7159913d1,a2ac16a5745e08dd4e1af164b7e13bbdfddacd8cdfcdaf92367f63fa5389b0de,"Allegheny County operates on a budget of over a billion dollars, and answers to a population of more than a million residents. More staff and resources are needed for County Council to facilitate transparency and advance constituent priorities.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,paragraph 235 sentences 4-5,,
7e362de820b843ef5f0a71c8,5c3e038a889998ff3c0297bc691bc471d68030bbeb1ff99500238230cce7cbe5,"We need leaders who will bring together our diverse community into a movement towards justice, equality, compassion, and solidarity. Join in supporting Farrah Chaichi for HD 35.",https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,paragraph 26,,
aa63e7acbc2e8b40657c5606,5b5ac49b9c7f8c8d865f08ac29f667bfcbc9fde4b889aa1af7d1f7ac27b6feea,"I will use my office to organize and mobilize tenants in our community to hold the rest of the council and the Mayor accountable. """,https://www.megforqueencity.com/press/plainfieldneedsrentcontrolnow,paragraph 30 sentences 3-4,,
9bf60f30985857c2105c48fb,5221bfae52052262ad3d23d42d582caa1e9c06787615e0e6d21affb437202f06,"Read more Campaign finance reform Our democracy should work for everyone, not just the wealthy and well-connected. Read more",https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,paragraph 50 -> paragraph 53,,
c630977828661e0c4a879a26,66092535dadb83a0b9652d8b7760e705df17c93d410d9a8dc0f7203c04a0bd60,"Part of the 43rd is in the 47th so I do service those constituents. Now there’s an open seat, and because I don’t live in the 43rd Council District, that means I cannot run for it? Once I win my primary, then I will move.",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,paragraph 106 sentences 4-6,,
0b10f88c850bf6c22b3a354a,27bec44acd9ba787ff2357ad689e070664c3b5882fabe5c7aa6cad6785c2495f,"Home » Issues Health Care Health Care Texas has the highest rate of uninsured residents in the United States, and the rate only dropped to under 20% when the Affordable Care Act went into effect. The problem is even worse in Harris County with almost a third of all residents uninsured. Investing in human capital by ensuring a healthy workforce is good for Texas' economy. Children cannot learn and adults cannot work when they are in poor health. It makes sense to promote the health and well-being of all Texans...",https://web.archive.org/web/20180224062155id_/http://www.ritalucido.com/health_care,paragraph 12 -> paragraph 16 sentences 1-5,,
5caaa15651ff4e19b4e2a3cc,0732e614b65edb8bcf4a6a39dadfd67f989b2211f5648b64d81e22cec1243cd9,"As walking is the most accessible form of transportation and low-income communities and communities of color are more likely to be the victims of pedestrian fatalities, we need to meet this issue with urgency.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 75 sentence 4,,
515cfeed991f77729ce39496,1d0f448874620f039fa661842a48e3396949d9601c062a0cc23ab6d4554396b3,"To reduce the debt burden on undergraduate students, Badrun calls for tax-free forgiveness on the maximum amount a student borrows.",https://web.archive.org/web/20200616200312id_/https://badrunkhan.com/issues,paragraph 57,,
20fbe7512d6a11cdf0cf8090,64225ae64c3471ea1337998c52a6b37b58998e5bda28f4c83f9009b226719543,"I’ve looked to policy papers from these groups, had conversations with, and explored the ideas of a range of organizations. Many of these are non-profits that do not endorse candidates or campaigns, but whose ideas and energy should drive all of us to think smarter about climate, safe streets, workforce development and the needs and opportunities of our community.",https://www.justin2021.org/climate-policy,paragraph 101 sentences 4-5,,
7159cbc65b3564bc77f198c7,7ccdeb5cda36984688aa54a92dfea79a0261273e460c95fba6e4f7aca8f7b1b4,"We know that Queens does not get its fair share on too many essential services throughout New York City, and half of the allocated Superstorm Sandy funds still have not been delivered to our borough; Elizabeth will work tirelessly to secure the capital that we deserve.",https://elizabethcrowley.com/issues/environment,paragraph 55 sentence 1,,
7bfdb463ee89612d92c9723b,dd01e1d6eb49a4e81229b257df2a9eb27c71d9872992e545ecb3b8e007989871,"When the current form of government was created, it was clearly the vision of the creators that a strong executive model was in order. We are a “part-time” council. The issues that we face, however, and are expected to address are significant and complex and are deserving of a more deliberative focus. Our institutional responsibilities are real, and central to that is our oversight role. We are increasingly owning up to that responsibility. However, our resources are limited.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,paragraph 210 sentences 1-6,,
274161c444c8e4ec1fda0339,a90a0327ef4214b2e4318f9d777225851b404dfca36e36f8b0b16282db03ee7f,"Women clearly deserve—but still do not have—equal rights in this country.” ""I remember my mother wearing a green ‘ERA Now’ pin almost 50 years ago, and it is outrageous that we still have not ratified it. I will continue to be a fierce advocate for the ratification of the Equal Rights Amendment and the advancement of women’s health, economic security, and reproductive freedom in Congress.”",https://web.archive.org/web/20231122100438/https://www.dean24.com/platform,paragraph 93 -> paragraph 94,,
c5d352d439d8c3e3611a0417,4c0f91103348aa9ca5fbb4ea654dfcb821f60b0dccbc3f36a259e6645bca05bf,"""Rochester is ready for a new wave of leadership, and I think they came out today and showed that they are in support of individuals that advocate on behalf of the people,"" said Smith, regarding the large turnout.",https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,paragraph 191,,
8525de1a0b38f29b6801e30d,425d595140ce6f706e9d743b0f3131656f278e56892aaef927845585064f2e0a,Tony Castañeda: Affordability especially as it pertains to housing both for homeowners and renters. We need to take homeowners off the hook for funding our public school system at the rate that they are. We can save a lot of money by ending the failed school voucher system and rescinding some of the tax breaks for the very wealthy and corporations. We need to develop a progressive tax structure to better fund our public commons overall.,https://madison.citycast.fm/madison-explained/madison-democrat-candidates-assembly-district-76,paragraph 12 sentences 1-4,,
f08a7cc1bbcec3bf7f8522bc,149d769791457dab05e72791eb74ce1e0e4f2d6cb8e45dcbdcacd8c50b0037c5,Mike Connolly for State Rep. Promoting sustainable modes of transit Protecting Affordable Housing Fighting for Economic Justice and Criminal Justice Reform,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,paragraph 26 -> paragraph 29,,
fc6e847b7abcfa3aac0130a1,d100b19845fd1ac083797a6d593ec6ccae5a9330f6ee0afbce68cbe15d3a0980,"KEY: We need as many boots on the ground as possible so that we can get on the ballot, knock on every door in the neighborhood, and turn out the votes of our supporters. DSA members can help by showing up to canvass, phone bank, and petition. And in the process, you will be helping to build up an alternative to the political establishment in Southern Brooklyn.",https://thethorn.nyc/posts/fair-workweek-el-yateem-interview/,paragraph 36,,
6d36672eca3b044231ad799d,778c95409c47f250e550ff6aae8986bb3bea423c28ec37f38b1eb1642e7e3e24,"Criminal Justice As your representative, Marcus will fight to end mass incarceration and to kick the private prison companies out of our state. True criminal justice reform must serve people and families, not large corporations. ( read more.. )",https://web.archive.org/web/20180706022642/https://www.ferrellfor24.com/,paragraph 46 -> paragraph 47,,
d85313abf97a5a1689317e0b,2bba9f683d312f643afb0ff0f07fbb522e55dbb4fab993e016aecb90292ecc4c,"This vital work cannot wait. That’s why as your state Senator, I will: Fight to pass an amendment to Virginia’s Constitution explicitly protecting a woman’s right to an abortion and reproductive health services. We need this passed immediately to protect against future Republican efforts to strip away our rights.",https://yasmineforvirginia.com/issues/womens-rights,paragraph 19 -> paragraph 20,,
4176b8f2664ac4aee3f1fcd8,a7857c804d593b59d3a704a427aa602c8c9acc9a0b0309748f79efab2668f778,"A Green new deal Our children deserve a livable future and a healthy planet. We must commit ourselves to 100% renewable energy by 2030. The MBTA must become fully funded, sustainable, and free. Communities most impacted by climate change must lead the transition to a green economy.",https://web.archive.org/web/20200417120740id_/https://www.electerika.com/,paragraph 53 -> paragraph 54,,
a794360d83dd1a4a55c08089,432b56fff4ee737049e556da77dc1bd6a70cbda29711043daca2f0163406b4dd,"The need for compassionate, thoughtful, and constituent-oriented service to the community has never been greater. Thank you for your support © 2021 Robin Wilt for Town Board About A Record of Results Priorities Donate!",http://www.wiltfortownboard.com/,paragraph 17 -> paragraph 26,,
2f194cd69f5b99920f760c46,fdd0975f0965dbe0fe78dd9439ae2d9310e7b0f55cbc6fdf3335d999066dc4d3,"It’s important to note that solitary confinement is disproportionately inflicted on Black and Latinx people, young people, queer, transgender and gender non-conforming people and people with mental health needs. Replacing solitary with more effective alternatives will ultimately s ave human lives and human potential. As a state senator I will support S1623 the Human Alternatives to Long-Term Solitary Confinement Act.",https://jabariforstatesenate.com/criminal-justice-reform,paragraph 62 sentences 5-7,,
24c52d20b820c9011c3bec20,5493fa0051abbdbd0c4c64dd7f5560b97f7d46078a76529ee98a3cdac9b8eceb,It is of the utmost importance that Allegheny County takes strong action to address the climate crisis. We cannot continue to prioritize the interests of industrial polluters and corporations at the expense of the poorest among us. To this end:,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,paragraph 228,,
81ba7765f976f18079d35f4f,8249db7ba006c2696798a49abb66d6a3feda5ded8a022d18d82daa838faf788e,"Ending the “Independent Contractor” Scam Companies like Uber, Lyft, and GrubHub exploit their workers by misclassifying them as independent contractors rather than employees. This allows them to ignore labor laws and removes drivers’ legal right to unionize. But under current New York State law, this is legal. I will fight to pass a labor standard that forces gig companies to recognize these workers as employees.",https://claireforqueens.com/platform/labor,paragraph 42 -> paragraph 43,,
5f3d3bd272a7d23f6ea0c53a,9f0c88beeb830b3f42e617d2bf2987f404e222e211fdcfbb36bb2b6ef2e5f6e4,"End Money in Politics + Nevada’s political system has been corrupted by money. Corporate PACs and lobbyists call the shots in Carson City, not only dictating what legislation is passed but openly writing their own bills and presenting them to legislators.",https://navarrofornevada.com/,paragraph 14 -> paragraph 15,,
28e7ed05acd8e420dc9a2d76,3ce742ec0d521bdef05c9a32756f4570254e158b4758e78463e57fcd2428b48e,"Read More Goal 12: Reduce infant mortality by 10 percent by 2020. 15 Goals to Rebuild the American Dream The U.S. ranks 56th worldwide in infant mortality, with more than 6 out of every 1,000 babies dying before their first birthday.",https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,paragraph 65 -> paragraph 68,,
bca50273f561af3fe793adf6,b4a904196af7fd00d9cf8598bd6f61cbe6a1f616f422d2eaaac8b9220ca5fce0,"“It is a very, very big issue and something needs to be done. A lot of things need to be done, they can’t just say fine the landlord, once you fine the landlord, you know what happens with those illegal conversions, all the people have to move out and that’s where the homelessness comes from. What I would do to solve the problem is give them more affordable housing, we don’t have enough affordable housing.",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,paragraph 115 sentences 1-3,,
f8abf8101cb16dbf7ec19c8b,7732da3b2564387c3eb4da0af4b2a43a115521c501ba84fc265f9e56bc72f599,Congress should seize opportunities to strengthen these critical safety net programs by taking steps like empowering the federal government to negotiate lower prescription drug prices for Medicare beneficiaries.,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-doug-chin/,paragraph 124 sentence 4,,
f8c5a939ea9ce9412522c116,e486f0bf626bb01a803a697274e60085ef850fbf56ee9f35ea1802fb21f22c58,"I support the recommendations of the Affordable Housing Resources Panel, including restoring and expanding the Penny for Affordable Housing fund started under Gerry Connolly from the current $.005 to $.015 with one penny dedicated to constructing new affordable housing and a half penny dedicated to preserving existing housing. We also need to continue efforts to increase density and build more housing units in parts of Fairfax that are served by Metro.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 49,,
