race_id,candidate_name,election_date,party,role,evidence_status
race-455aa8fc8417a3519b85,GEORGE STEVENSON,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,ISAIAH THOMAS,2023-05-16,Democratic,opponent,verified
race-455aa8fc8417a3519b85,JALON ALEXANDER,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,JIM HARRITY,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,JOB ITZKOWITZ,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,JOHN B KELLY,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,KATHERINE GILMORE RICHARDSON,2023-05-16,Democratic,opponent,verified
race-455aa8fc8417a3519b85,LUZ COLON,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,MELISSA ROBBINS,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,MICHELLE PRETTYMAN,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,NADERAH GRIFFIN,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,NINA AHMAD,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,OGBONNA PAUL HAGINS,2023-05-16,Democratic,opponent,verified
race-455aa8fc8417a3519b85,QIANA SHEDRICK,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,RUE LANDAU,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,SHERRIE COHEN,2023-05-16,Democratic,opponent,source_unavailable
race-455aa8fc8417a3519b85,WAYNE E DORSEY,2023-05-16,Democratic,opponent,source_unavailable
race-46743736b1d8a06d6eff,"Joseph ""Joey"" Ruzevich",2026-03-17,Democratic,unopposed,source_unavailable
race-46de282bd5aa28481623,Andrew M. Cuomo,2018-09-13,Democratic,opponent,source_unavailable
race-46de282bd5aa28481623,Cynthia E. Nixon,2018-09-13,Democratic,endorsed,verified
race-472337bed396b2b11f58,Aaron Neumann,2020-01-21,Democratic-Farmer-Labor,opponent,source_unavailable
race-472337bed396b2b11f58,Aaron Neumann,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Amal Ibrahim,2020-01-21,Democratic-Farmer-Labor,opponent,source_unavailable
race-472337bed396b2b11f58,Aswar Rahman,2020-01-21,Democratic-Farmer-Labor,opponent,source_unavailable
race-472337bed396b2b11f58,Aswar Rahman,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Jessica Intermill,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Mohamed Issa Barre,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Piyali Nath Dalal,2020-01-21,Democratic-Farmer-Labor,opponent,source_unavailable
race-472337bed396b2b11f58,Saciido Shaie,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Sonia Neculescu,2020-01-21,Democratic-Farmer-Labor,endorsed,verified
race-472337bed396b2b11f58,Susan Whitaker,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Sydney Jordan,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-472337bed396b2b11f58,Zachary Wefel,2020-01-21,Democratic-Farmer-Labor,opponent,verified
race-48b209f7fa641f4b280d,David Crowley,2026-08-11,Democratic,opponent,verified
race-48b209f7fa641f4b280d,Francesca Hong,2026-08-11,Democratic,endorsed,verified
race-48b209f7fa641f4b280d,Joel Brennan,2026-08-11,Democratic,opponent,source_unavailable
race-48b209f7fa641f4b280d,Kelda Roys,2026-08-11,Democratic,opponent,verified
race-48b209f7fa641f4b280d,Mandela Barnes,2026-08-11,Democratic,opponent,source_unavailable
race-48b209f7fa641f4b280d,Sara Rodriguez,2026-08-11,Democratic,opponent,source_unavailable
race-48e746d7aba9c1b3ef19,J. Marilynn Mackey Meyer,2024-03-05,Nonpartisan,opponent,verified
race-48e746d7aba9c1b3ef19,Katie Valenzuela,2024-03-05,Nonpartisan,endorsed,verified
race-48e746d7aba9c1b3ef19,Phil Pluckebaum,2024-03-05,Nonpartisan,opponent,verified
race-492a0903da1e2087b446,Anthony Bryson,2026-06-02,Nonpartisan,endorsed,verified
race-492a0903da1e2087b446,Brock Goleman,2026-06-02,Nonpartisan,opponent,verified
race-492a0903da1e2087b446,Deb Kahookele,2026-06-02,Nonpartisan,opponent,verified
race-492a0903da1e2087b446,Lori Logan,2026-06-02,Nonpartisan,opponent,source_unavailable
race-492a0903da1e2087b446,Mary Zendejas,2026-06-02,Nonpartisan,opponent,verified
race-492a0903da1e2087b446,Tamika Wagner-Osio,2026-06-02,Nonpartisan,opponent,source_unavailable
race-4999db34a0dac2410460,"Benjamin ""Ben"" McAdams",2026-03-17,Democratic,unopposed,source_unavailable
race-4a19411701e40165da88,Jack Stanton,2022-09-06,Democratic,endorsed,verified
race-4a19411701e40165da88,Sarah K. Peake,2022-09-06,Democratic,opponent,verified
race-4a705a0766bb6d4c5478,Giselle Martinez,2021-06-22,Democratic,endorsed,source_unavailable
race-4a705a0766bb6d4c5478,Sonya D. Grant,2021-06-22,Democratic,opponent,source_unavailable
race-4a8873c3f97a05cdb974,Antonio Martinez,2018-06-05,Nonpartisan,opponent,verified
race-4a8873c3f97a05cdb974,Christian Ramirez,2018-06-05,Nonpartisan,endorsed,verified
race-4a8873c3f97a05cdb974,Vivian Moreno,2018-06-05,Nonpartisan,opponent,verified
race-4a8873c3f97a05cdb974,Zachary Lazarus,2018-06-05,Nonpartisan,opponent,verified
race-4ab4dfc62a70075bfc27,Chad Ryan,2025-06-24,Democratic,opponent,verified
race-4ab4dfc62a70075bfc27,Tammy M. Honeywell,2025-06-24,Democratic,endorsed,verified
race-4add975df09b0b0aaa6d,Cori Bush,2022-08-02,Democratic,endorsed,verified
race-4add975df09b0b0aaa6d,Earl Childress,2022-08-02,Democratic,opponent,source_unavailable
race-4add975df09b0b0aaa6d,Michael Daniels,2022-08-02,Democratic,opponent,source_unavailable
race-4add975df09b0b0aaa6d,Ron Harshaw,2022-08-02,Democratic,opponent,source_unavailable
race-4add975df09b0b0aaa6d,Steve Roberts,2022-08-02,Democratic,opponent,source_unavailable
race-4afc66bae06154e36ec3,Adam Broad,2022-06-28,Democratic,endorsed,source_unavailable
race-4afc66bae06154e36ec3,Brad Schneider,2022-06-28,Democratic,opponent,verified
race-4b929677b97b0adadb2b,Michele Clark,2026-03-17,Democratic,opponent,source_unavailable
race-4bb2099cc5872680ef90,Daniel La Spata,2023-02-28,Nonpartisan,endorsed,verified
race-4bb2099cc5872680ef90,Proco Joe Moreno,2023-02-28,Nonpartisan,opponent,verified
race-4bb2099cc5872680ef90,Sam Royko,2023-02-28,Nonpartisan,opponent,verified
race-4bb2099cc5872680ef90,Stephen Schneider,2023-02-28,Nonpartisan,opponent,verified
race-4bb8173fd4fdca0b2d3f,Cori Bush,2024-08-06,Democratic,endorsed,source_unavailable
race-4bb8173fd4fdca0b2d3f,Maria Chappelle-Nadal,2024-08-06,Democratic,opponent,source_unavailable
race-4bb8173fd4fdca0b2d3f,Wesley Bell,2024-08-06,Democratic,opponent,verified
race-4ccedc03fd0aec1094b0,Andom Ghebreghiorgis,2020-06-23,Democratic,opponent,source_unavailable
race-4ccedc03fd0aec1094b0,Chris Fink,2020-06-23,Democratic,opponent,source_unavailable
race-4ccedc03fd0aec1094b0,Eliot L. Engel,2020-06-23,Democratic,opponent,source_unavailable
race-4ccedc03fd0aec1094b0,Jamaal Bowman,2020-06-23,Democratic,endorsed,verified
race-4ccedc03fd0aec1094b0,Sammy Ravelo,2020-06-23,Democratic,opponent,source_unavailable
race-4d9a31842f64c5c123e4,Arik Forsman,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Asher Estrin-Haire,2023-08-08,Nonpartisan,opponent,source_unavailable
race-4d9a31842f64c5c123e4,Asher Estrin-Haire,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Ashlie Castaldo,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Jenna Yeakle,2023-08-08,Nonpartisan,endorsed,verified
race-4d9a31842f64c5c123e4,Jenna Yeakle,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Lynn Marie Nephew,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Miranda Pacheco,2023-08-08,Nonpartisan,endorsed,verified
race-4d9a31842f64c5c123e4,Miranda Pacheco,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Shawn A. Savela,2023-08-08,Nonpartisan,opponent,source_unavailable
race-4d9a31842f64c5c123e4,Shawn A. Savela,2023-08-08,Nonpartisan,opponent,verified
race-4d9a31842f64c5c123e4,Therese Wisocki,2023-08-08,Nonpartisan,opponent,verified
race-4d9e32ed7f0d618a96ce,Alexandria Ocasio-Cortez,2026-06-23,Democratic,endorsed,verified
race-4d9e32ed7f0d618a96ce,Felipe Garcia,2026-06-23,Democratic,opponent,verified
race-4d9e32ed7f0d618a96ce,Marty Dolan,2026-06-23,Democratic,opponent,verified
race-4dbcc4bbfc94a2eab707,Daniel Carlino,2025-09-09,Nonpartisan,endorsed,verified
race-4dbcc4bbfc94a2eab707,David M. Knudson,2025-09-09,Nonpartisan,opponent,verified
race-4dbcc4bbfc94a2eab707,Jennifer Savage,2025-09-09,Nonpartisan,opponent,verified
race-4dbcc4bbfc94a2eab707,Jon Vivas,2025-09-09,Nonpartisan,opponent,source_unavailable
race-4dbcc4bbfc94a2eab707,Nathan D. Coyan,2025-09-09,Nonpartisan,opponent,source_unavailable
race-4e0ada02ef4cde424267,Brandy H. M. Brooks,2022-07-19,Democratic,endorsed,verified
race-4e0ada02ef4cde424267,Dana E. Gassaway,2022-07-19,Democratic,opponent,verified
race-4e0ada02ef4cde424267,Evan Glass,2022-07-19,Democratic,opponent,source_unavailable
race-4e0ada02ef4cde424267,Evan Glass,2022-07-19,Democratic,opponent,verified
race-4e0ada02ef4cde424267,Gabe Albornoz,2022-07-19,Democratic,opponent,verified
race-4e0ada02ef4cde424267,Laurie-Anne Sayles,2022-07-19,Democratic,opponent,source_unavailable
race-4e0ada02ef4cde424267,Laurie-Anne Sayles,2022-07-19,Democratic,opponent,verified
race-4e0ada02ef4cde424267,Scott Evan Goldberg,2022-07-19,Democratic,opponent,source_unavailable
race-4e0ada02ef4cde424267,Scott Evan Goldberg,2022-07-19,Democratic,opponent,verified
race-4e0ada02ef4cde424267,Tom Hucker,2022-07-19,Democratic,opponent,source_unavailable
race-4e0ada02ef4cde424267,Will Jawando,2022-07-19,Democratic,opponent,source_unavailable
race-4e0ada02ef4cde424267,Will Jawando,2022-07-19,Democratic,opponent,verified
race-4e46c62a2ddca032101d,Jamilah Nasheed,2019-03-05,Democratic,opponent,source_unavailable
race-4e46c62a2ddca032101d,Jimmie Matthews,2019-03-05,Democratic,opponent,source_unavailable
race-4e46c62a2ddca032101d,Lewis Reed,2019-03-05,Democratic,opponent,source_unavailable
race-4e46c62a2ddca032101d,Megan Green,2019-03-05,Democratic,endorsed,source_unavailable
race-4e8a0f4bc251df040d09,Jade Bahr,2018-06-05,Democratic,endorsed,source_unavailable
race-4e8a0f4bc251df040d09,Joshua Bradshaw,2018-06-05,Democratic,opponent,source_unavailable
race-4f7375b495a669836478,Aravella Simotas,2020-06-23,Democratic,opponent,source_unavailable
race-4f7375b495a669836478,Zohran Kwame Mamdani,2020-06-23,Democratic,endorsed,source_unavailable
race-5096e76dd885c0d5395c,Jo Anna Potts,2020-11-03,Democratic,opponent,source_unavailable
race-5096e76dd885c0d5395c,Linda Pritchett,2020-11-03,Democratic,opponent,source_unavailable
race-5096e76dd885c0d5395c,Sonya Halpern,2020-11-03,Democratic,opponent,source_unavailable
race-5096e76dd885c0d5395c,Zan Fort,2020-11-03,Democratic,endorsed,verified
race-53f4a0c7a1770190ca18,Christopher A. Coons,2020-09-15,Democratic,opponent,source_unavailable
race-53f4a0c7a1770190ca18,Jessica Scarane,2020-09-15,Democratic,endorsed,verified
race-540c0e670ce40aac1925,Jessica W. Gutierrez,2023-02-28,Nonpartisan,opponent,verified
race-540c0e670ce40aac1925,JuanPablo Prieto,2023-02-28,Nonpartisan,opponent,verified
race-540c0e670ce40aac1925,Warren Williams,2023-02-28,Nonpartisan,endorsed,verified
race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified
race-545d24c0467c329fe6e1,Ryan Fenwick,2020-06-23,Democratic,endorsed,verified
race-54b552116a27a8f0ef97,"Angelo J. Puppolo, Jr.",2026-09-01,Democratic,opponent,verified
race-54b552116a27a8f0ef97,Michael Lachenmeyer,2026-09-01,Democratic,endorsed,verified
race-55403cc726be644d5b3b,Felix W. Ortiz,2020-06-23,Democratic,opponent,source_unavailable
race-55403cc726be644d5b3b,Genesis E. Aquino,2020-06-23,Democratic,opponent,verified
race-55403cc726be644d5b3b,Katherine P. Walsh,2020-06-23,Democratic,opponent,verified
race-55403cc726be644d5b3b,Marcela Mitaynes,2020-06-23,Democratic,endorsed,source_unavailable
race-55403cc726be644d5b3b,Marcela Mitaynes,2020-06-23,Democratic,endorsed,verified
race-558960c0224035d1fd83,Conrad B. Tillard,2022-08-23,Democratic,opponent,verified
race-558960c0224035d1fd83,Jabari Brisport,2022-08-23,Democratic,endorsed,verified
race-558960c0224035d1fd83,Renee Holmes,2022-08-23,Democratic,opponent,source_unavailable
race-5650629789d1169ab061,George S. Latimer,2024-06-25,Democratic,opponent,verified
race-5650629789d1169ab061,Jamaal Bowman,2024-06-25,Democratic,endorsed,verified
race-56a9ee9cf010f2c3e726,"Denise ""Mitzi"" Epstein",2018-08-28,Democratic,opponent,verified
race-56a9ee9cf010f2c3e726,Jennifer Jermaine,2018-08-28,Democratic,opponent,source_unavailable
race-56a9ee9cf010f2c3e726,LaDawn Stuben,2018-08-28,Democratic,endorsed,verified
race-576f5cc22ee2fc40eb6c,Frank Aguilar,2018-03-06,Democratic,opponent,source_unavailable
race-576f5cc22ee2fc40eb6c,Frank L. Bland,2018-03-06,Democratic,opponent,source_unavailable
race-576f5cc22ee2fc40eb6c,Frank Pierce,2018-03-06,Democratic,opponent,source_unavailable
race-576f5cc22ee2fc40eb6c,Lucia G. Bates,2018-03-06,Democratic,opponent,source_unavailable
race-579cd47b961c0dc2fe36,Fatima Iqbal-Zubair,2022-06-07,Democratic,endorsed,verified
race-579cd47b961c0dc2fe36,Lydia Gutierrez,2022-06-07,Republican,opponent,source_unavailable
race-57e2d6b0e33ba222fd92,Kendra Hicks,2021-09-14,Nonpartisan,endorsed,verified
race-57e2d6b0e33ba222fd92,Mary Tamer,2021-09-14,Nonpartisan,opponent,verified
race-57e2d6b0e33ba222fd92,Winnie Eke,2021-09-14,Nonpartisan,opponent,source_unavailable
race-58b72b969d7a10ff414a,Chris Van Vechten,2023-08-01,Nonpartisan,opponent,source_unavailable
race-58b72b969d7a10ff414a,Jamika Scott,2023-08-01,Nonpartisan,endorsed,source_unavailable
race-58b72b969d7a10ff414a,John Frazier,2023-08-01,Nonpartisan,opponent,source_unavailable
race-58b72b969d7a10ff414a,Malando Redeemer,2023-08-01,Nonpartisan,opponent,source_unavailable
race-58b72b969d7a10ff414a,Sheldon Greyell,2023-08-01,Nonpartisan,opponent,source_unavailable
race-58bd65d4bf27835baac1,Bill Foster,2020-03-17,Democratic,opponent,verified
race-58bd65d4bf27835baac1,Rachel Ventura,2020-03-17,Democratic,endorsed,verified
race-591cacda9a0457d12b44,Julia Salazar,2018-09-13,Democratic,endorsed,verified
race-591cacda9a0457d12b44,Martin M. Dilan,2018-09-13,Democratic,opponent,source_unavailable
race-59573766433aa2f955e8,Jabari Brisport,2017-09-12,Green,endorsed,source_unavailable
race-59573766433aa2f955e8,Scott Hutchinson,2017-09-12,Green,opponent,source_unavailable
race-5984c9799d268a401686,Karen Elena Torrent,2019-06-11,Democratic,opponent,source_unavailable
race-5984c9799d268a401686,Richard Lawrence Saslaw,2019-06-11,Democratic,opponent,source_unavailable
race-5984c9799d268a401686,Yasmine Parinaz Taeb,2019-06-11,Democratic,endorsed,verified
race-59a94aa6e72d959987cc,"Oscar L Brewer, Jr",2023-06-27,Democratic,endorsed,source_unavailable
race-59a94aa6e72d959987cc,Santos E Cruz,2023-06-27,Democratic,opponent,source_unavailable
race-59cb9c967710a43533d3,Veronica Krupnick,2024-06-04,Democratic,endorsed,verified
race-5a97dce0ed256661ab24,Andre Smith,2023-02-28,Nonpartisan,opponent,verified
race-5a97dce0ed256661ab24,Jeanette B Taylor,2023-02-28,Nonpartisan,endorsed,verified
race-5a97dce0ed256661ab24,Jennifer O. Maddox,2023-02-28,Nonpartisan,opponent,verified
race-5ba9477febab5af3e898,Athena Hollins,2022-08-09,Democratic-Farmer-Labor,endorsed,verified
race-5c08fa2bbce03a90932e,Rashida Tlaib,2024-08-06,Democratic,unopposed,verified
race-5c72cfd566dcc338d6c1,Eon Tyrell Huntley,2024-06-25,Democratic,endorsed,source_unavailable
race-5db7edca6b190a1d4c39,Art Lloyd,2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,Art Lloyd,2022-06-21,Democratic,opponent,verified
race-5db7edca6b190a1d4c39,Faith Gibson Hubbard,2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,Faith Gibson Hubbard,2022-06-21,Democratic,opponent,verified
race-5db7edca6b190a1d4c39,Gary To-To Johnson,2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,"Gordon ""The People's Champion"" Fletcher",2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,Kathy Henderson,2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,"Vincent Orange ""VO""",2022-06-21,Democratic,opponent,source_unavailable
race-5db7edca6b190a1d4c39,Zachary Parker,2022-06-21,Democratic,endorsed,source_unavailable
race-5db7edca6b190a1d4c39,Zachary Parker,2022-06-21,Democratic,endorsed,verified
race-5e5b97772655d92ca963,Amy Klobuchar,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Andrew Yang,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Bernie Sanders,2020-06-23,Democratic,endorsed,verified
race-5e5b97772655d92ca963,Deval Patrick,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Elizabeth Warren,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Joseph R. Biden,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Michael Bennet,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Pete Buttigieg,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Tom Steyer,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Tulsi Gabbard,2020-06-23,Democratic,opponent,verified
race-5e5b97772655d92ca963,Uncommitted,2020-06-23,Democratic,opponent,source_unavailable
race-5f19151fb24a0a026037,Dom Costa,2018-05-15,Democratic,opponent,source_unavailable
race-5f19151fb24a0a026037,Sara Innamorato,2018-05-15,Democratic,endorsed,source_unavailable
race-5f19151fb24a0a026037,Sara Innamorato,2018-05-15,Democratic,endorsed,verified
race-6021f58200774a34f13c,Andrés Celin,2023-05-16,Democratic,endorsed,verified
race-6021f58200774a34f13c,Quetcy Lozada,2023-05-16,Democratic,opponent,source_unavailable
race-60a20e415203eadd2b99,Brandon West,2021-06-22,Democratic,endorsed,verified
race-60a20e415203eadd2b99,Briget Rein,2021-06-22,Democratic,opponent,verified
race-60a20e415203eadd2b99,Douglas M. Schneider,2021-06-22,Democratic,opponent,source_unavailable
race-60a20e415203eadd2b99,Douglas M. Schneider,2021-06-22,Democratic,opponent,verified
race-60a20e415203eadd2b99,Jessica Simmons,2021-06-22,Democratic,opponent,source_unavailable
race-60a20e415203eadd2b99,Jessica Simmons,2021-06-22,Democratic,opponent,verified
race-60a20e415203eadd2b99,Justin M. Krebs,2021-06-22,Democratic,opponent,verified
race-60a20e415203eadd2b99,Mamnun M. Haq,2021-06-22,Democratic,opponent,source_unavailable
race-60a20e415203eadd2b99,Mamnun M. Haq,2021-06-22,Democratic,opponent,verified
race-60a20e415203eadd2b99,Shahana K. Hanif,2021-06-22,Democratic,opponent,verified
race-61dff94dedb2b01f7999,Alexander Gremp,2021-03-02,Nonpartisan,opponent,source_unavailable
race-61dff94dedb2b01f7999,Jennifer Florida,2021-03-02,Nonpartisan,opponent,source_unavailable
race-61dff94dedb2b01f7999,Megan Green,2021-03-02,Nonpartisan,endorsed,source_unavailable
race-62284e6ada39ddf7906f,Demetria Henderson,2026-05-19,Democratic,opponent,source_unavailable
race-62284e6ada39ddf7906f,Edith Ladipo,2026-05-19,Democratic,opponent,source_unavailable
race-62284e6ada39ddf7906f,Kyle Lamont,2026-05-19,Democratic,opponent,source_unavailable
race-62284e6ada39ddf7906f,Mathewos Samson,2026-05-19,Democratic,endorsed,source_unavailable
race-6233a2b380836f3b2218,Alissa Murphy,2026-08-04,Democratic,opponent,source_unavailable
race-6233a2b380836f3b2218,Carl Harris Sr.,2026-08-04,Democratic,opponent,source_unavailable
race-6233a2b380836f3b2218,Carl Henderson,2026-08-04,Democratic,opponent,source_unavailable
race-6233a2b380836f3b2218,Cori Bush,2026-08-04,Democratic,endorsed,verified
race-6233a2b380836f3b2218,Wesley Bell,2026-08-04,Democratic,opponent,verified
race-6257eff967cc9b358e87,Annette Meza,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Chris Stoddard,2020-03-03,Republican,opponent,verified
race-6257eff967cc9b358e87,Eric Roger Kutner,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Famela Ramos,2020-03-03,Republican,opponent,verified
race-6257eff967cc9b358e87,Fernando Garcia,2020-03-03,No Party Preference,opponent,source_unavailable
race-6257eff967cc9b358e87,Georgette Gómez,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Janessa Goldbeck,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Joaquín Vazquez,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,John Brooks,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Jose Caballero,2020-03-03,Democratic,endorsed,verified
race-6257eff967cc9b358e87,Joseph R. Fountain,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Michael Patrick Oristian,2020-03-03,Republican,opponent,source_unavailable
race-6257eff967cc9b358e87,Sara Jacobs,2020-03-03,Democratic,opponent,verified
race-6257eff967cc9b358e87,Suzette Santori,2020-03-03,Democratic,opponent,source_unavailable
race-6257eff967cc9b358e87,Tom Wong,2020-03-03,Democratic,opponent,source_unavailable
race-6265542f48c928292d6f,Raquel Zamora,2026-06-02,Nonpartisan,opponent,source_unavailable
race-6265542f48c928292d6f,Raquel Zamora,2026-06-02,Nonpartisan,opponent,verified
race-6265542f48c928292d6f,Rocío Rivas,2026-06-02,Nonpartisan,endorsed,source_unavailable
race-6309d2d0fa189cfbbdcc,Gabriel Sanchez,2024-05-21,Democratic,endorsed,verified
race-6309d2d0fa189cfbbdcc,Teri Anulewicz,2024-05-21,Democratic,opponent,source_unavailable
race-6335823482c22ec33412,Amanda Yu Dieterich,2019-02-26,Nonpartisan,opponent,verified
race-6335823482c22ec33412,Carlos Ramirez-Rosa,2019-02-26,Nonpartisan,endorsed,verified
race-634e869e6260148d2f4a,Stephen Zappala Jr.,2019-05-21,Democratic,opponent,verified
race-634e869e6260148d2f4a,Turahn Jenkins,2019-05-21,Democratic,endorsed,verified
race-63523454c44d7106fb43,Denny Salas,2022-06-28,Democratic,opponent,verified
race-63523454c44d7106fb43,Grace Lee,2022-06-28,Democratic,opponent,verified
race-63523454c44d7106fb43,Illapa Sairitupac,2022-06-28,Democratic,endorsed,verified
race-63fdf2a3a376c0513ea3,Chris Welton,2020-08-04,Republican,opponent,source_unavailable
race-63fdf2a3a376c0513ea3,Derek Kilmer,2020-08-04,Democratic,opponent,source_unavailable
race-63fdf2a3a376c0513ea3,Elizabeth Kreiselmaier,2020-08-04,Republican,opponent,source_unavailable
race-63fdf2a3a376c0513ea3,Johny Alberg,2020-08-04,Republican,opponent,source_unavailable
race-63fdf2a3a376c0513ea3,Johny Alberg,2020-08-04,Republican,opponent,verified
race-63fdf2a3a376c0513ea3,Rebecca Parson,2020-08-04,Democratic,endorsed,verified
race-63fdf2a3a376c0513ea3,Stephan Brodhead,2020-08-04,Republican,opponent,source_unavailable
race-64bde8b146c8826d40ce,Adriano Espaillat,2026-06-23,Democratic,opponent,verified
race-64bde8b146c8826d40ce,Darializa Avila Chevalier,2026-06-23,Democratic,endorsed,source_unavailable
race-64bde8b146c8826d40ce,Oscar J. Romero Jr.,2026-06-23,Democratic,opponent,source_unavailable
race-64bde8b146c8826d40ce,Theo Bruce Chino-Tavarez,2026-06-23,Democratic,opponent,source_unavailable
race-65136bae40d3d3d9d35a,Crystal Hudson,2021-06-22,Democratic,opponent,verified
race-65136bae40d3d3d9d35a,Curtis M. Harris,2021-06-22,Democratic,opponent,source_unavailable
race-65136bae40d3d3d9d35a,Deirdre M. Levy,2021-06-22,Democratic,opponent,source_unavailable
race-65136bae40d3d3d9d35a,Hector Robertson,2021-06-22,Democratic,opponent,source_unavailable
race-65136bae40d3d3d9d35a,Michael Hollingsworth,2021-06-22,Democratic,endorsed,source_unavailable
race-65136bae40d3d3d9d35a,Regina A. Kinsey,2021-06-22,Democratic,opponent,verified
race-65136bae40d3d3d9d35a,Renee T. Collymore,2021-06-22,Democratic,opponent,source_unavailable
race-65b42f86e7f537aa461c,David Lee Mandel,2024-03-05,Democratic,endorsed,verified
race-65b42f86e7f537aa461c,Doris Matsui,2024-03-05,Democratic,opponent,verified
race-65b42f86e7f537aa461c,Tom Silva,2024-03-05,Republican,opponent,source_unavailable
race-66a798375c1e65a7cd63,Aisha Carr,2021-02-16,Nonpartisan,opponent,source_unavailable
race-66a798375c1e65a7cd63,Aisha Carr,2021-02-16,Nonpartisan,opponent,verified
race-66a798375c1e65a7cd63,Cheryl Hayes,2021-02-16,Nonpartisan,opponent,source_unavailable
race-66a798375c1e65a7cd63,Cheryl Hayes,2021-02-16,Nonpartisan,opponent,verified
race-66a798375c1e65a7cd63,Dana Kelley,2021-02-16,Nonpartisan,endorsed,verified
race-66a798375c1e65a7cd63,Victor Nwagbaraocha,2021-02-16,Nonpartisan,opponent,source_unavailable
race-66a798375c1e65a7cd63,Victor Nwagbaraocha,2021-02-16,Nonpartisan,opponent,verified
race-66bb8f9e8a232cb583d0,Adam G. Caperton,2020-06-23,Democratic,opponent,source_unavailable
race-66bb8f9e8a232cb583d0,Aletha Fields,2020-06-23,Democratic,opponent,source_unavailable
race-66bb8f9e8a232cb583d0,Darryl J. Young Jr.,2020-06-23,Democratic,opponent,source_unavailable
race-671431314d6098bad4f2,Edward J. Markey,2020-09-01,Democratic,endorsed,verified
race-671431314d6098bad4f2,"Joseph P. Kennedy, III",2020-09-01,Democratic,opponent,verified
race-673de31aaecd5921c9f6,Dan Kalb,2024-03-05,Democratic,opponent,verified
race-673de31aaecd5921c9f6,Jeanne Solnordal,2024-03-05,Republican,opponent,source_unavailable
race-673de31aaecd5921c9f6,Jesse Arreguín,2024-03-05,Democratic,opponent,verified
race-673de31aaecd5921c9f6,Jovanka Beckles,2024-03-05,Democratic,endorsed,verified
race-673de31aaecd5921c9f6,Kathryn Lybarger,2024-03-05,Democratic,opponent,verified
