context_entry_id,state,state_code,cycle_year,organization_level,context_category,organization,endorsing_body,title,platform_type,adoption_date,effective_date,source_url,archive_url,verification_status,notes
context-state-party-pa-full-platform-2021,Pennsylvania,PA,2021,state,state_democratic_party,Pennsylvania Democratic Party,,Pennsylvania Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.padems.com/what-we-stand-for/,,searched_not_found,"Official Pennsylvania Democratic Party materials were searched for a qualifying full platform for this cycle, but only the What We Stand For issue-page analog was confirmed in the bounded pass."
context-state-party-va-2021,Virginia,VA,2021,state,state_democratic_party,Democratic Party of Virginia,,Democratic Party of Virginia party plan context,state_party_procedural_plan,,,https://vademocrats.org/,,verified,Official Democratic Party of Virginia party plan/procedural materials provide organizational context but are not a full platform.
context-dsa-national-ca-2022,California,CA,2022,national,dsa_national,Democratic Socialists of America,,2021 DSA National Platform second draft,dsa_national_platform_draft,2021,2021,https://convention2021.dsausa.org/files/sites/23/2021/06/Democratic-Socialists-of-America-2021-Platform-Second-Draft.pdf,,verified,"Official 2021 convention platform-development materials used as the best available full-text national platform context for 2022-2023; official process page: https://convention2021.dsausa.org/platform-development/. Draft/final equivalence remains uncertain, so this should be treated as an official draft with noted final-text uncertainty."
context-east-bay-dsa-ca-2022,California,CA,2022,local,dsa_state_local,East Bay Democratic Socialists of America,East Bay DSA,East Bay DSA Platform,chapter_platform,,,https://www.eastbaydsa.org/platform/,,verified,Official chapter platform used as California local context for the 2022 cycle.
context-state-party-ca-2022,California,CA,2022,state,state_democratic_party,California Democratic Party,,Our Platform,state_party_platform,,,https://cadem.org/our-platform/,https://web.archive.org/web/20220526231519/https://cadem.org/our-platform/,verified,Official California Democratic Party platform page archived in 2022 and applied to the 2022 cycle.
context-state-party-co-2022,Colorado,CO,2022,state,state_democratic_party,Colorado Democratic Party,,Colorado Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.coloradodems.org/platform/,,searched_not_found,"Official Colorado Democratic Party materials and archived discovery were searched for a qualifying 2022 full state platform, but none was confirmed in the bounded pass."
context-metro-dc-dsa-dc-2022,District of Columbia,DC,2022,local,dsa_state_local,Metro DC Democratic Socialists of America,Metro DC DSA,2022 Metro DC DSA Endorsement Questionnaire,chapter_questionnaire_pdf,,,https://mdcdsa.org/wp-content/uploads/2021/11/2022-Metro-DC-DSA-Endorsement-Questionnaire-1.pdf,https://web.archive.org/web/20211129122529/https://mdcdsa.org/wp-content/uploads/2021/11/2022-Metro-DC-DSA-Endorsement-Questionnaire-1.pdf,verified,Official Metro DC DSA 2022 endorsement questionnaire PDF used as local electoral context for 2022; not a full platform.
context-state-party-dc-2022,District of Columbia,DC,2022,state,state_democratic_party,DC Democratic Party,,DC Democratic Party site search seed,state_party_platform_search_seed,,,https://dcdemocraticparty.org/,,searched_not_found,Official DC Democratic Party site was searched but no full state party platform document was recovered for the 2022 cycle.
context-state-party-il-2022,Illinois,IL,2022,state,state_democratic_party,Democratic Party of Illinois,,Democratic Party of Illinois full platform search seed,state_party_platform_search_seed,,,https://www.ildems.com/,,searched_not_found,"Official Democratic Party of Illinois site and Wayback discovery were searched for a qualifying 2022 full state platform, but none was confirmed in the bounded pass."
context-state-party-ky-2022,Kentucky,KY,2022,state,state_democratic_party,Kentucky Democratic Party,,Kentucky Democratic Party site search seed,state_party_platform_search_seed,,,https://www.kydemocrats.org/,,searched_not_found,Official Kentucky Democratic Party site was searched but no full state party platform document was recovered for the 2022 cycle.
context-state-party-ma-2022,Massachusetts,MA,2022,state,state_democratic_party,Massachusetts Democratic Party,,2021 Massachusetts Democratic Party Platform carried into the 2022 cycle,state_party_platform,2021,2021,https://www.massdems.org/2021-massachusetts-democratic-party-platform-1.pdf,,verified,Official Massachusetts Democratic Party 2021 platform PDF carried into the 2022 cycle.
context-state-party-md-2022,Maryland,MD,2022,state,state_democratic_party,Maryland Democratic Party,,Maryland Democratic Party site search seed,state_party_platform_search_seed,,,https://mddems.org/,,searched_not_found,Official Maryland Democratic Party site was searched but no full state party platform document was recovered for the 2022 cycle.
context-state-party-mi-2022,Michigan,MI,2022,state,state_democratic_party,Michigan Democratic Party,,2020 MDP Platform Final Draft,state_party_platform,,,https://michigandems.com/wp-content/uploads/2020/08/2020-MDP-Platform-Final-Draft-8.28-.pdf,,verified,Official Michigan Democratic Party 2020 platform used as the best available full state platform for the 2022 cycle.
context-state-party-mo-2022,Missouri,MO,2022,state,state_democratic_party,Missouri Democratic Party,,Missouri Democratic Party full platform search seed,state_party_platform_search_seed,,,https://missouridems.org/,,searched_not_found,"Official Missouri Democratic Party materials and Wayback discovery were searched for a qualifying 2022 full state platform, but none was confirmed in the bounded pass."
context-state-party-ny-full-platform-2022,New York,NY,2022,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.nydems.org/about,,searched_not_found,"Official New York State Democratic Party materials were searched for a qualifying full state platform, but only about/resolution/archive analog materials were confirmed in the bounded pass."
context-state-party-or-2022,Oregon,OR,2022,state,state_democratic_party,Democratic Party of Oregon,,2021 Democratic Party of Oregon Platform,state_party_platform_google_doc,2021,2021,https://docs.google.com/document/d/e/2PACX-1vRbhYdY47YIeBM2Y5WAv-KHeTAjEAYgU8T5ifhyK8gB_lPJ5ZqQHMXjQvLfroO6f7a6Htuz6c1RK2Di/pub,,verified,Official Democratic Party of Oregon 2021 platform published via Google Docs for the 2022 cycle; release page: https://dpo.org/news/press-releases/democratic-party-of-oregon-releases-platform-top-legislative-priorities/.
context-state-party-pa-full-platform-2022,Pennsylvania,PA,2022,state,state_democratic_party,Pennsylvania Democratic Party,,Pennsylvania Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.padems.com/what-we-stand-for/,,searched_not_found,"Official Pennsylvania Democratic Party materials were searched for a qualifying full platform for this cycle, but only the What We Stand For issue-page analog was confirmed in the bounded pass."
context-san-antonio-dsa-tx-2022,Texas,TX,2022,local,dsa_state_local,San Antonio Democratic Socialists of America,San Antonio DSA,San Antonio DSA Publications,chapter_publications_page,,,https://www.sanantoniodsa.org/publications,,verified,Official San Antonio DSA publications page used as local context; not a full platform or electoral questionnaire.
context-state-party-tx-2022,Texas,TX,2022,state,state_democratic_party,Texas Democratic Party,,Texas Democratic Party officially adopts 2022 platform,state_party_platform_adoption_page,2022-07-01,2022-07-01,https://www.texasdemocrats.org/media/media/texas-democratic-party-officially-adopts-2022-platform,,verified,Official Texas Democratic Party adoption page documenting the 2022 platform; this is an adoption page rather than the full platform text.
context-state-party-vt-2022,Vermont,VT,2022,state,state_democratic_party,Vermont Democratic Party,,Vermont Democratic Party Platform,state_party_platform,2022-08-20,2022-08-20,https://www.vtdemocrats.org/platform,,verified,Official Vermont Democratic Party platform page adopted on 20 August 2022.
context-seattle-dsa-wa-2022-archive,Washington,WA,2022,local,dsa_state_local,Seattle Democratic Socialists of America,Seattle DSA,Our 2021 & 2022 Endorsements,chapter_endorsement_archive,,,https://seattledsa.org/endorsements-2021/,,verified,Official Seattle DSA endorsement archive page retained as local electoral context for the 2022 cycle; not a full platform.
context-state-party-wa-2022,Washington,WA,2022,state,state_democratic_party,Washington State Democratic Party,,2022 Washington State Democratic Party Platform,state_party_platform,2022-07,2022-07,https://www.wa-democrats.org/wp-content/uploads/2022/07/2022-Platform.pdf,,verified,Official Washington State Democratic Party 2022 platform PDF.
synthetic-wi-2022-dsa_state_local-f37ddef85d061bca,Wisconsin,WI,2022,local,dsa_state_local,Milwaukee,Milwaukee,Milwaukee Democratic Socialists of America Announces Socialist Slate for Milwaukee County Board of Supervisors,chapter_endorsement_slate_with_electoral_planks,2022-01-26,2022-01-26,https://milwaukee.dsawi.org/milwaukee-democratic-socialists-of-america-announces-socialist-slate-for-milwaukee-county-board-of-supervisors/,https://web.archive.org/web/20220210070744/https://milwaukee.dsawi.org/milwaukee-democratic-socialists-of-america-announces-socialist-slate-for-milwaukee-county-board-of-supervisors/,verified,"Official Milwaukee DSA spring-2022 socialist-slate announcement. It is not a standalone questionnaire, but records the chapter-endorsed slate and cycle-specific planks: working-class political control, opposition to fossil-fuel capitalism, systemic change, a just society, democratic economy, and sustainable environment. Official live page and contemporaneous archive verified; publication date was 2022-01-26."
synthetic-wi-2022-state_democratic_party-fe3b569c9e7f1cbc,Wisconsin,WI,2022,state,state_democratic_party,Wisconsin Democratic Party,,"DPW 2022 Platform — Adopted by Convention on June 26, 2022",state_party_platform,2022-06-26,2022-06-26,https://wisdems.org/wp-content/uploads/2022/07/DPW-2022-Platform-Adopted-by-Convention-on-June-26-2022.pdf,https://web.archive.org/web/20220808041850id_/https://wisdems.org/wp-content/uploads/2022/07/DPW-2022-Platform-Adopted-by-Convention-on-June-26-2022.pdf,verified,"Verified through an archived PDF on the official Democratic Party of Wisconsin domain. The PDF metadata names the document “DPW 2022 Platform - Adopted by Convention on June 26 2022”; the live file now returns 404, but the official-domain Wayback capture is intact."
context-state-party-ct-2023,Connecticut,CT,2023,state,state_democratic_party,Connecticut Democrats,,Connecticut Democrats full platform search seed,state_party_platform_search_seed,,,https://ctdems.org/,,searched_not_found,"Official Connecticut Democrats site, sitemap/search, and Wayback discovery were searched for a qualifying 2023 full state platform, but none was confirmed in the bounded pass."
context-state-party-in-2023,Indiana,IN,2023,state,state_democratic_party,Indiana Democratic Party,,Hoosier Promise 2022 Platform page carried into the 2023 cycle,state_party_platform_archive,2022,2022,https://web.archive.org/web/20230317112925id_/https://www.indems.org/2022-platform/,https://web.archive.org/web/20230317112925id_/https://www.indems.org/2022-platform/,verified,Official Indiana Democratic Party Hoosier Promise 2022 platform page archive carried into the 2023 cycle; retain draft-versus-final-adoption uncertainty in analysis notes.
synthetic-ny-2023-dsa_state_local-f5228f3411fd0927,New York,NY,2023,local,dsa_state_local,Syracuse,Syracuse,Apply for a 2023 Endorsement! — Syracuse DSA Endorsement Policy and Candidate Questionnaire,chapter_electoral_platform_or_questionnaire,,2023-07-23,https://syracusedsa.org/apply-for-a-2023-endorsement/,https://web.archive.org/web/20230922220243id_/https://syracusedsa.org/apply-for-a-2023-endorsement/,verified,"Official Syracuse DSA page for the 2023 cycle publishes the chapter endorsement policy, candidate requirements, support commitments, and full candidate questionnaire. Page metadata records publication on 2023-07-23; the official-domain page is preserved in the cited 2023 Internet Archive capture."
context-state-party-ny-full-platform-2023,New York,NY,2023,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.nydems.org/about,,searched_not_found,"Official New York State Democratic Party materials were searched for a qualifying full state platform, but only about/resolution/archive analog materials were confirmed in the bounded pass."
context-state-party-oh-2023,Ohio,OH,2023,state,state_democratic_party,Ohio Democratic Party,,Ohio Democratic Party full platform search seed,state_party_platform_search_seed,,,https://ohiodems.org/,,searched_not_found,"Official Ohio Democratic Party site, API/media routes, and Wayback discovery were searched for a qualifying 2023 full state platform, but none was confirmed in the bounded pass."
context-philly-dsa-pa-2023,Pennsylvania,PA,2023,local,dsa_state_local,Philadelphia Democratic Socialists of America,Philly DSA,Philadelphia DSA Elections,chapter_electoral_process_archive,,,https://web.archive.org/web/20230601194311/https://www.phillydsa.org/elections/,https://web.archive.org/web/20230601194311/https://www.phillydsa.org/elections/,verified,Archived Philadelphia DSA elections process page used as local context for 2023; not a full platform.
context-state-party-pa-full-platform-2023,Pennsylvania,PA,2023,state,state_democratic_party,Pennsylvania Democratic Party,,Pennsylvania Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.padems.com/what-we-stand-for/,,searched_not_found,"Official Pennsylvania Democratic Party materials were searched for a qualifying full platform for this cycle, but only the What We Stand For issue-page analog was confirmed in the bounded pass."
context-dsa-national-ca-2024,California,CA,2024,national,dsa_national,Democratic Socialists of America,,Workers Deserve More Program,dsa_national_program,2024-08,2024-08,https://program.dsausa.org/wp-content/uploads/2024/08/DSA_2024Program.pdf,,verified,Official Workers Deserve More national program PDF for 2024-present represented cycles until superseded; official launch page: https://www.dsausa.org/calendar/workers-deserve-more-launch-call/. The separate 2021 platform-development materials remain relevant background but have draft/final uncertainty.
context-state-party-ca-2024,California,CA,2024,state,state_democratic_party,California Democratic Party,,Our Platform,state_party_platform,,2024-02-29,https://cadem.org/our-platform/,https://web.archive.org/web/20240229134743/https://cadem.org/our-platform/,verified,"Official California Democratic Party platform page is directly verified for the 2024 cycle via the 2024-02-29 archive snapshot, replacing the earlier weaker carry-forward framing."
context-dnc-co-2024,Colorado,CO,2024,national,dnc_national,Democratic National Committee,,2024 Democratic Party Platform,national_party_platform,2024-08-19,2024-08-19,https://democrats.org/wp-content/uploads/2025/07/2024-Democratic-Party-Platform.pdf,,verified,Official DNC platform aligned to 2024-present represented primary cycles until superseded by a later platform.
context-state-party-co-2024,Colorado,CO,2024,state,state_democratic_party,Colorado Democratic Party,,Colorado Democratic Party Platform,state_party_platform,,,https://www.coloradodems.org/platform/,https://web.archive.org/web/20240515180349/https://www.coloradodems.org/platform/,verified,Official Colorado Democratic Party platform page archived for the 2024 cycle.
context-state-party-ct-2024,Connecticut,CT,2024,state,state_democratic_party,Connecticut Democrats,,Connecticut Democrats full platform search seed,state_party_platform_search_seed,,,https://ctdems.org/,,searched_not_found,"Official Connecticut Democrats site, sitemap/search, and Wayback discovery were searched for a qualifying 2024 full state platform, but none was confirmed in the bounded pass."
context-metro-dc-dsa-dc-2024-endorsements,District of Columbia,DC,2024,local,dsa_state_local,Metro DC Democratic Socialists of America,Metro DC DSA,Metro DC DSA Endorsements,chapter_endorsement_archive,,,https://mdcdsa.org/endorsements/,,verified,Official Metro DC DSA endorsements page used as local electoral context for the 2024 cycle; not a full platform.
context-state-party-dc-2024,District of Columbia,DC,2024,state,state_democratic_party,DC Democratic Party,,DC Democratic Party site search seed,state_party_platform_search_seed,,,https://dcdemocraticparty.org/,,searched_not_found,"Official DC Democratic Party site was searched for a qualifying 2024 full platform document, but none was confirmed in the bounded pass."
context-state-party-de-2024,Delaware,DE,2024,state,state_democratic_party,Delaware Democratic Party,,2021 Delaware Democratic Party Platform,state_party_platform,2021-06-01,2021-06-01,https://www.deldems.org/sites/default/files/2021-06/2021%20DDP%20State%20Party%20Platform%20-%20FINAL%20DRAFT.pdf,https://web.archive.org/web/20211015182523/https://www.deldems.org/sites/default/files/2021-06/2021%20DDP%20State%20Party%20Platform%20-%20FINAL%20DRAFT.pdf,verified,Official Delaware Democratic Party 2021 platform applied to the 2024 cycle.
context-state-party-ga-2024,Georgia,GA,2024,state,state_democratic_party,Democratic Party of Georgia,,Democratic Party of Georgia 2024 Platform,state_party_platform,2024,2024,https://georgiademocrat.org/democratic-party-of-georgia-2024-platform/,,verified,Official Democratic Party of Georgia 2024 platform page.
context-state-party-ky-2024,Kentucky,KY,2024,state,state_democratic_party,Kentucky Democratic Party,,Kentucky Democratic Party site search seed,state_party_platform_search_seed,,,https://www.kydemocrats.org/,,searched_not_found,Official Kentucky Democratic Party site was searched but no full state party platform document was recovered for the 2024 cycle.
context-state-party-la-2024,Louisiana,LA,2024,state,state_democratic_party,Louisiana Democratic Party,,Louisiana Democratic Party site search seed,state_party_platform_search_seed,,,https://lademo.org/,,searched_not_found,Official Louisiana Democratic Party site was searched but no full state party platform document was recovered for the 2024 cycle.
context-state-party-ma-2024,Massachusetts,MA,2024,state,state_democratic_party,Massachusetts Democratic Party,,2021 Massachusetts Democratic Party Platform carried into the 2024 cycle,state_party_platform,2021,2021,https://www.massdems.org/2021-massachusetts-democratic-party-platform-1.pdf,,verified,Official Massachusetts Democratic Party 2021 platform PDF carried into the 2024 cycle.
context-state-party-md-2024,Maryland,MD,2024,state,state_democratic_party,Maryland Democratic Party,,Maryland Democratic Party site search seed,state_party_platform_search_seed,,,https://mddems.org/,,searched_not_found,Official Maryland Democratic Party site was searched but no full state party platform document was recovered for the 2024 cycle.
context-state-party-mi-2024,Michigan,MI,2024,state,state_democratic_party,Michigan Democratic Party,,2020 MDP Platform Final Draft carried into the 2024 cycle,state_party_platform,2020-08,2020-08,https://michigandems.com/wp-content/uploads/2020/08/2020-MDP-Platform-Final-Draft-8.28-.pdf,https://michigandems.com/wp-json/wp/v2/media/8454,verified,"Official Michigan Democratic Party 2020 full platform PDF carried into the 2024 cycle, supported by live PDF availability, official media metadata, and 2024 archival continuity evidence."
context-state-party-mo-2024,Missouri,MO,2024,state,state_democratic_party,Missouri Democratic Party,,Missouri Democratic Party full platform search seed,state_party_platform_search_seed,,,https://missouridems.org/,,searched_not_found,"Official Missouri Democratic Party materials and Wayback discovery were searched for a qualifying 2024 full state platform, but none was confirmed in the bounded pass."
context-state-party-nj-2024,New Jersey,NJ,2024,state,state_democratic_party,New Jersey Democratic State Committee,,New Jersey Democratic full platform search seed,state_party_platform_search_seed,,,https://www.njdems.org/,,searched_not_found,"Official New Jersey Democratic Party site and Wayback discovery were searched for a qualifying 2024 full platform document, but none was confirmed in the bounded pass."
context-albuquerque-dsa-nm-2024,New Mexico,NM,2024,local,dsa_state_local,Albuquerque Democratic Socialists of America,Albuquerque DSA,Endorsements: 2024 NM Primary,chapter_endorsement_slate_archive,,,https://abqdsa.org/blog/endorsements-2024-nm-primary,https://web.archive.org/web/20240507192416/https://abqdsa.org/blog/endorsements-2024-nm-primary,verified,Official Albuquerque DSA 2024 primary endorsements/slate page used as local electoral context for 2024; not a full platform.
synthetic-nm-2024-dsa_state_local-cded0a92a02e38f9,New Mexico,NM,2024,local,dsa_state_local,Santa Fe,Santa Fe,Santa Fe DSA Endorsement Questionnaire,chapter_electoral_platform_or_questionnaire,,,https://docs.google.com/document/d/1MQG4hWNic5gmYkpuE9APHW5CkqGsGXn7v-bt6M_mejo/edit,https://web.archive.org/web/20240419150954id_/https://dsasantafe.org/electoral/,verified,"Santa Fe DSA’s official Electoral Politics Working Group page, archived during the 2024 cycle, explicitly links this document as its “official candidate questionnaire.” The questionnaire covers candidate/election details, DSA accountability and organizing commitments, labor, healthcare, climate, housing, policing, Palestine, education, and campaign-finance positions. No explicit adoption date appears in the document or archived page."
context-state-party-nm-2024,New Mexico,NM,2024,state,state_democratic_party,New Mexico Democratic Party,,New Mexico Democratic Party Platform,state_party_platform,,,https://www.nmdemocrats.org/platform,https://web.archive.org/web/20240911102714/https://www.nmdemocrats.org/platform,verified,Official New Mexico Democratic Party platform page archived for the 2024 cycle.
context-lvdsa-nv-2024-primary,Nevada,NV,2024,local,dsa_state_local,Las Vegas Democratic Socialists of America,Las Vegas DSA,2024 Primary Election Statement,chapter_endorsement_statement,,,https://lvdsa.org/voter-guide/2024-primary/,,verified,Official LVDSA 2024 primary election statement used as local electoral context for the 2024 cycle; not a full platform.
context-lvdsa-nv-2024-voter-guide,Nevada,NV,2024,local,dsa_state_local,Las Vegas Democratic Socialists of America,Las Vegas DSA,2024 Voter Guide,chapter_voter_guide,,,https://lvdsa.org/voter-guide/2024-general/,,verified,Official LVDSA 2024 voter guide used as local electoral context for the 2024 cycle; not a full platform.
context-state-party-nv-2024-draft,Nevada,NV,2024,state,state_democratic_party,Nevada State Democratic Party,,Nevada State Democratic Party 2024 Platform,state_party_platform,2024-05-18,2024-05-18,https://nvdems.com/wp-content/uploads/2024/06/FINAL-NV-Dems-State-Convention-Platform-2024.pdf,https://web.archive.org/web/20240808234146id_/https://nvdems.com/wp-content/uploads/2024/06/FINAL-NV-Dems-State-Convention-Platform-2024.pdf,verified,"Verified as the cycle platform adopted at the May 18, 2024 state convention: the official convention call states delegates would adopt a party platform, and the party subsequently posted this FINAL-named PDF on its official domain. The document body is titled “NEVADA STATE DEMOCRATIC PARTY 2024 PLATFORM”; its embedded PDF title retains a stale “[DRAFT]” label, which is documented here rather than treated as controlling."
context-state-party-ny-full-platform-2024,New York,NY,2024,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.nydems.org/about,,searched_not_found,"Official New York State Democratic Party materials were searched for a qualifying full state platform, but only about/resolution/archive analog materials were confirmed in the bounded pass."
context-portland-dsa-or-2024-voter-guide,Oregon,OR,2024,local,dsa_state_local,Portland Democratic Socialists of America,Portland DSA,Portland DSA 2024 Voter Guide,chapter_voter_guide,,,https://portlanddsa.org/portland-dsa-2024-voter-guide/,,verified,Official Portland DSA 2024 voter guide used as local electoral context for the 2024 cycle; not a full platform.
context-state-party-or-2024,Oregon,OR,2024,state,state_democratic_party,Democratic Party of Oregon,,Democratic Party of Oregon full platform search seed,state_party_platform_search_seed,,,https://dpo.org/,,searched_not_found,"Official Democratic Party of Oregon materials and archival discovery were searched for a qualifying full 2024 platform, but none was confirmed in the bounded pass."
context-state-party-pa-full-platform-2024,Pennsylvania,PA,2024,state,state_democratic_party,Pennsylvania Democratic Party,,Pennsylvania Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.padems.com/what-we-stand-for/,,searched_not_found,"Official Pennsylvania Democratic Party materials were searched for a qualifying full platform for this cycle, but only the What We Stand For issue-page analog was confirmed in the bounded pass."
context-state-party-tn-2024,Tennessee,TN,2024,state,state_democratic_party,Tennessee Democratic Party,,Tennessee Democratic Party full platform search seed,state_party_platform_search_seed,,,https://tndp.org/,,searched_not_found,"Official Tennessee Democratic Party site and Wayback discovery were searched for a qualifying 2024 full state platform, but none was confirmed in the bounded pass."
context-state-party-tx-2024,Texas,TX,2024,state,state_democratic_party,Texas Democratic Party,,2024 Texas Democratic Party Platform,state_party_platform,2024-06-08,2024-06-08,https://txdem.co/24-Platform,,verified,"Official Texas Democratic Party 2024 platform adopted June 8, 2024."
context-state-party-vt-2024,Vermont,VT,2024,state,state_democratic_party,Vermont Democratic Party,,Vermont Democratic Party Platform,state_party_platform,2024-08-17,2024-08-17,https://www.vtdemocrats.org/platform,,verified,Official Vermont Democratic Party platform page adopted on 17 August 2024.
context-state-party-wa-2024,Washington,WA,2024,state,state_democratic_party,Washington State Democratic Party,,Washington State Democratic Party 2024 platform document,state_party_platform_google_doc,,,https://docs.google.com/document/d/1zJg8dgXNJZk2gku45h59Q69VkBFsV5iEtA-oyZrOT2c/edit?usp=sharing,,verified,Official Washington State Democratic Party 2024 platform document hosted as a Google Doc.
context-state-party-wi-2024,Wisconsin,WI,2024,state,state_democratic_party,Democratic Party of Wisconsin,,DPW 2024 Platform adopted on 9 June 2024,state_party_platform,2024-06-09,2024-06-09,https://www.wisdems.org/wp-content/uploads/2024/10/DPW-2024-Platform-Adopted-on-9-June-2024.pdf,,verified,Official Democratic Party of Wisconsin 2024 platform PDF adopted on 9 June 2024.
context-state-party-az-2025,Arizona,AZ,2025,state,state_democratic_party,Arizona Democratic Party,,Arizona Democratic Party full platform search seed,state_party_platform_search_seed,,,https://azdem.org/,,searched_not_found,"Official Arizona Democratic Party sitemap, site search, and CDX discovery were checked for the 2025 cycle, but no qualifying full state platform document was recovered."
context-state-party-ct-2025,Connecticut,CT,2025,state,state_democratic_party,Connecticut Democrats,,Connecticut Democrats full platform search seed,state_party_platform_search_seed,,,https://ctdems.org/,,searched_not_found,"Official Connecticut Democrats site, sitemap/search, and Wayback discovery were searched for a qualifying 2025 full state platform, but none was confirmed in the bounded pass."
context-state-party-la-2025,Louisiana,LA,2025,state,state_democratic_party,Louisiana Democratic Party,,Louisiana Democratic Party site search seed,state_party_platform_search_seed,,,https://lademo.org/,,searched_not_found,Official Louisiana Democratic Party site was searched but no full state party platform document was recovered for the 2025 cycle.
synthetic-md-2025-dsa_state_local-05721035ecae3e36,Maryland,MD,2025,local,dsa_state_local,Metro DC,Metro DC,Electoral Endorsement Materials for the 2025 General Election Cycle,chapter_electoral_platform_or_questionnaire,2025,2025,https://members.mdcdsa.org/t/electoral-endorsement-materials-for-the-2025-general-election-cycle/792,,verified,"Verified on Metro DC DSA’s official member portal. The cycle-specific page publishes the chapter’s 2025 endorsement resolutions and completed candidate questionnaires for Frankie Santos Fritz (Greenbelt City Council) and Omodamola Williams (Gaithersburg City Council), plus chapter Q&A and member-statement records. Official site search and Wayback CDX discovery were also checked; no separate archived snapshot was found."
context-state-party-md-2025,Maryland,MD,2025,state,state_democratic_party,Maryland Democratic Party,,Maryland Democratic Party site search seed,state_party_platform_search_seed,,,https://mddems.org/,,searched_not_found,Official Maryland Democratic Party site was searched but no full state party platform document was recovered for the 2025 cycle.
context-dnc-ny-2025,New York,NY,2025,national,dnc_national,Democratic National Committee,,2024 Democratic Party Platform carried into the 2025 cycle,national_party_platform,2024-08-19,2024-08-19,https://democrats.org/wp-content/uploads/2025/07/2024-Democratic-Party-Platform.pdf,,verified,Official DNC platform carried forward into the 2025 New York municipal primary cycle.
context-dsa-national-ny-2025,New York,NY,2025,national,dsa_national,Democratic Socialists of America,,Workers Deserve More Program,dsa_national_program,2024-08,2024-08,https://program.dsausa.org/wp-content/uploads/2024/08/DSA_2024Program.pdf,,verified,Official Workers Deserve More national program PDF launched for the 2024 cycle and carried into the 2025 New York municipal primary cycle; the official launch page is https://www.dsausa.org/calendar/workers-deserve-more-launch-call/.
context-nyc-dsa-ny-2025,New York,NY,2025,local,dsa_state_local,New York City Democratic Socialists of America,NYC-DSA,Getting our Endorsement,chapter_questionnaire_process,,,https://socialists.nyc/getting-our-endorsement/,https://web.archive.org/web/20250116085104id_/https://socialists.nyc/getting-our-endorsement/,verified,Official NYC-DSA endorsement process page documents the chapter questionnaire and electoral screening process for city races; the verified January 2025 archive bypasses the live site's anti-bot interstitial.
context-state-party-ny-2025,New York,NY,2025,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party about and archive pages,state_party_about_resolutions_archive,,,https://www.nydems.org/about,https://www.nydems.org/archive,verified,Official New York State Democratic Party about and archive pages provide resolutions/history context but are not a full platform.
context-state-party-ny-full-platform-2025,New York,NY,2025,state,state_democratic_party,New York State Democratic Party,,New York State Democratic Party full platform search seed,state_party_platform_search_seed,,,https://www.nydems.org/about,https://www.nydems.org/archive,searched_not_found,"Official New York State Democratic Party materials were searched for a qualifying full state platform, but only about/resolution/archive analog materials were confirmed in the bounded pass."
context-state-party-al-2026,Alabama,AL,2026,state,state_democratic_party,Alabama Democratic Party,,Alabama Democratic Party full platform search seed,state_party_platform_search_seed,,,https://aldemocrats.org/,,searched_not_found,"Official Alabama Democratic Party site and Wayback discovery were searched for a qualifying 2026 full state platform, but none was confirmed in the bounded pass."
context-state-party-ca-2026,California,CA,2026,state,state_democratic_party,California Democratic Party,,Our Platform,state_party_platform,,,https://cadem.org/our-platform/,https://web.archive.org/web/20220526231519/https://cadem.org/our-platform/,verified,Official California Democratic Party platform page remains current for the 2026 cycle; 2022 archive capture preserved earlier continuity.
context-state-party-co-2026,Colorado,CO,2026,state,state_democratic_party,Colorado Democratic Party,,Colorado Democratic Party Platform,state_party_platform,2026,2026,https://www.coloradodems.org/platform/,https://web.archive.org/web/20260605040148/https://www.coloradodems.org/platform,verified,"Official Colorado Democratic Party platform page verified for the 2026 cycle, with a full archived snapshot preserved on 2026-06-05."
context-ct-dsa-ct-2026-electoral,Connecticut,CT,2026,local,dsa_state_local,Connecticut Democratic Socialists of America,Connecticut DSA,Electoral Working Group,chapter_electoral_working_group,,,https://ctdsa.org/electoral-working-group/,,verified,Official Connecticut DSA electoral working-group page used as local electoral context for the 2026 cycle; not a full platform.
context-state-party-ct-2026,Connecticut,CT,2026,state,state_democratic_party,Connecticut Democrats,,Connecticut Democrats Platform,state_party_platform,2026,2026,https://www.ctdems.org/platform,https://web.archive.org/web/20260421032829/https://www.ctdems.org/platform,verified,"Official Connecticut Democrats platform page for the 2026 cycle with archived April 21, 2026 capture."
