race_id,candidate_name,role,election_date,research_status,title,source_type,source_tier,publication_date,effective_date,source_url,live_url,archive_url,locator,analysis_scope,notes
race-dd06d2c4839b786be1bd,Jeremy Sylestine,opponent,2024-03-05,verified_source,Democratic primary for Travis County DA,candidate_interview,tier_2,2024-02-20,,https://www.fox7austin.com/news/travis-county-district-attorney-race-jose-garza-jeremy-sylestine,https://www.fox7austin.com/news/travis-county-district-attorney-race-jose-garza-jeremy-sylestine,,All direct quotations attributed to Sylestine,Sylestine remarks only,"Paired-candidate campaign report with extensive attributable remarks on Garza, trials, police prosecutions, experience, and donor support."
race-d45c9105a9d86f541f3d,Marcela Mitaynes,endorsed,2024-06-25,verified_source,Assemblymember Marcela Mitaynes — official biography and priorities,official_office_page_archived,tier_1,,2024-06-05,https://web.archive.org/web/20240605175409/https://nyassembly.gov/mem/Marcela-Mitaynes,https://nyassembly.gov/mem/Marcela-Mitaynes,https://web.archive.org/web/20240605175409/https://nyassembly.gov/mem/Marcela-Mitaynes,Full archived page,Full text,"Official Assembly page captured during the campaign window; substantive first-party language on tenant organizing, housing, health care, energy, and working-class power."
national-reciWW5o3Sg5OjAgj-dem-primary,Jorge DeFendini,endorsed,2025-06-24,verified_source,Former Alderperson Jorge DeFendini launches campaign for First Ward seat,candidate_interview,tier_2,2025-01-24,,https://ithacavoice.org/2025/01/former-alderperson-jorge-defendini-launches-campaign-for-first-ward-seat/,https://ithacavoice.org/2025/01/former-alderperson-jorge-defendini-launches-campaign-for-first-ward-seat/,,Initial campaign-launch portion; stop before later general-election update,Candidate quotations and stated priorities,"Attributable launch interview on affordability, employment stability, housing, organizing, rent stabilization, and DSA background; page later received a general-election update."
race-0159b30b2abfcca8ea6b,Ling Ye,opponent,2025-06-24,verified_source,Meet Your Candidates: Alexa Avilés and Ling Ye for City Council District 38,candidate_interview,tier_2,2025-04-08,,https://www.bkreader.com/newsletter/meet-your-candidates-alexa-aviles-and-ling-ye-for-city-council-district-38-10485822,https://www.bkreader.com/newsletter/meet-your-candidates-alexa-aviles-and-ling-ye-for-city-council-district-38-10485822,,All passages and quotations attributed to Ling Ye,Ye remarks only,"Direct comparative interview especially suited to DSA-vs-Democratic-primary analysis; covers party strategy, housing, developers, taxation, policing, Cuomo, Israel/Palestine, and working-class representation."
race-0159b30b2abfcca8ea6b,Ling Ye,opponent,2025-06-24,verified_source,NYC Primaries: Meet the candidates for Brooklyn’s City Council District 38,candidate_questionnaire_statement,tier_2,2025-06-10,,https://www.brooklynpaper.com/nyc-primaries-candidates-council-district-38/,https://www.brooklynpaper.com/nyc-primaries-candidates-council-district-38/,,“Ling Ye” candidate section,Ye statement and platform only,"Campaign-supplied statement and attributable answers on public safety, housing, education, small business, climate, taxes, service, and results."
race-9c84c4f62bbebc0b7b7d,Deborah Fisher,opponent,2025-06-24,verified_source,"Deborah Fisher, Ithaca Common Council candidate (Ward 5)",candidate_interview_audio,tier_2,2025-03-05,,https://607newsnow.com/podcasts/deborah-fisher-ithaca-common-council-candidate-ward-5/,https://607newsnow.com/podcasts/deborah-fisher-ithaca-common-council-candidate-ward-5/,,Embedded WHCU/SoundCloud interview,Full candidate interview,"Campaign-window candidate interview on Cornell-Ithaca relations, taxes, affordable housing, and reasons for running."
race-9c84c4f62bbebc0b7b7d,G. P. Zurenda Jr.,opponent,2025-06-24,verified_source,G. P. Zurenda ’88 Joins the Race for the Fifth Ward Common Council Seat,candidate_interview,tier_2,2025-03-19,,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,,All quotations and platform passages attributed to Zurenda,Zurenda remarks only,"Detailed campaign-window interview on taxes, housing, abatements, Cornell, budgeting, the Green New Deal, landlords, and middle-class retention."
race-9c84c4f62bbebc0b7b7d,Hannah Shvets,endorsed,2025-06-24,verified_source,"Hannah Shvets ’27 Launches Common Council Campaign, Focuses on Labor and Housing Reform",candidate_interview,tier_2,2025-02-08,,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,,Candidate platform and direct quotations,Shvets remarks only,"Campaign-launch interview with substantive labor, tenant, housing, affordability, and organizing positions."
race-ceb86db4c84836622c21,"Clifford A Florence, Jr",opponent,2025-06-24,verified_source,Rochester City Council Primary 2025,debate_video,tier_2,2025-06-10,,https://www.youtube.com/watch?v=Lzs9KzZI4Ww,https://www.youtube.com/watch?v=Lzs9KzZI4Ww,,LWV Rochester Metropolitan Area video; description names Clifford Florence Jr. as a participant; 1:42:14 full debate,Florence answers only,"Official League of Women Voters Democratic-primary debate. Auto-generated English captions are exposed by YouTube, though no stable text transcript URL was available."
race-ceb86db4c84836622c21,Niner M Davis,opponent,2025-06-24,verified_source,Rochester City Council Primary 2025,debate_video,tier_2,2025-06-10,,https://www.youtube.com/watch?v=Lzs9KzZI4Ww,https://www.youtube.com/watch?v=Lzs9KzZI4Ww,,LWV Rochester Metropolitan Area video; description names Niner Davis as a participant; 1:42:14 full debate,Davis answers only,"Official League of Women Voters Democratic-primary debate. Auto-generated English captions are exposed by YouTube, though no stable text transcript URL was available."
race-ceb86db4c84836622c21,Tonya Noel Stevens,endorsed,2025-06-24,verified_source,New faces vying to join Rochester City Council,campaign_announcement_remarks,tier_2,2025-01-21,,https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,,Tonya-Noel Stevens quotation and People’s State campaign description,Stevens remarks and campaign framing only,"Attributable campaign-launch remarks framing collective work, responsibility, progressive-majority politics, and governance with residents."
race-ceb86db4c84836622c21,Tonya Noel Stevens,opponent,2025-06-24,verified_source,New faces vying to join Rochester City Council,campaign_announcement_remarks,tier_2,2025-01-21,,https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,https://13wham.com/news/local/new-faces-vying-to-join-rochester-city-council,,Tonya-Noel Stevens quotation and People’s State campaign description,Stevens remarks and campaign framing only,Same input candidate appears with both endorsed and opponent roles; source is retained for role-level coverage.
race-a392fccdcf3d58c3c5a9,James Sinex,opponent,2025-08-05,verified_source,"Ward 6 primary election guide: Tucson City Council candidates on budget, housing and roads",candidate_interview,tier_2,2025-07-10,,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,,"Intro and every “Sinex” subsection under budget, housing/homelessness, and roads",Sinex answers only,"Extensive attributable primary guide covering solar revenue, desert limits, homelessness, service dispatch, road planning, contracting, and civil service."
race-a392fccdcf3d58c3c5a9,"Leighton H. Rockafellow, Jr.",opponent,2025-08-05,verified_source,"Ward 6 primary election guide: Tucson City Council candidates on budget, housing and roads",candidate_interview,tier_2,2025-07-10,,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,,"Intro and every “Rockafellow” subsection under budget, housing/homelessness, and roads",Rockafellow answers only,"Extensive attributable primary guide covering core services, homelessness, shelter, coordination, rent aid, policing, transit, pedestrian infrastructure, and RTA Next."
race-ecc2987534fdb6d1d696,Delroy Crawford,opponent,2025-09-09,searched_not_found,,,,,,,,,,,"Searched exact-name web/news queries, Hamden primary coverage, likely party/candidate pages, and YouTube. Found election-result/name-only coverage but no recoverable campaign-window platform, questionnaire, attributable interview, speech, release, or debate text/video identifying Crawford."
race-ecc2987534fdb6d1d696,Douglas J Foley,opponent,2025-09-09,searched_not_found,,,,,,,,,,,"Searched exact-name web/news queries, Hamden primary coverage, likely party/candidate pages, and YouTube. Found election-result/name-only coverage but no recoverable campaign-window platform, questionnaire, attributable interview, speech, release, or debate text/video identifying Foley."
race-ecc2987534fdb6d1d696,Katie Kiely,opponent,2025-09-09,searched_not_found,,,,,,,,,,,"No recoverable campaign-window first-party platform, release, speech, questionnaire, interview, or debate transcript found. The similarly titled Hamden DTC At-Large forum at YouTube ID MKdgvcRTmC4 was verified as published 2021-04-26 and excluded; the LWV 2025 meet-and-greet was published after the primary."
race-ecc2987534fdb6d1d696,Marion Regina Mullings,opponent,2025-09-09,searched_not_found,,,,,,,,,,,"No recoverable campaign-window first-party platform, release, speech, questionnaire, interview, or debate transcript found. The 2021 Hamden DTC forum was excluded as outside the campaign window; the post-primary LWV event did not cover this eliminated candidate."
race-ecc2987534fdb6d1d696,Maurine Crouch,endorsed,2025-09-09,searched_not_found,,,,,,,,,,,No recoverable campaign-window substantive text found. Official town directory and campaign event listings contained contact/logistical information only. The 2021 DTC forum and post-primary 2025 LWV event were excluded.
race-ecc2987534fdb6d1d696,Tasha Hunt,opponent,2025-09-09,searched_not_found,,,,,,,,,,,No recoverable campaign-window substantive text found. Campaign Linktree and town directory contained links/contact information but no platform text; Facebook campaign posts were not fetchable. The 2021 DTC forum and post-primary 2025 LWV event were excluded.
race-739b00d07e247e111eb1,Cyndi Nguyen,opponent,2025-10-11,source_unavailable,Cyndi Nguyen official campaign website,archived_campaign_page,tier_1,,2025-03-02,,http://www.cyndinguyen.com/,https://web.archive.org/web/20250302214928/http://www.cyndinguyen.com/,Wayback snapshot 20250302214928,Potential official campaign platform/issues text; content could not be recovered.,"Wayback capture was located, but the direct snapshot returned HTTP 406 and the live domain no longer resolved. Journalism summaries were excluded because they did not provide attributable candidate text."
race-739b00d07e247e111eb1,Jonathan Anthony Roberts,opponent,2025-10-11,searched_not_found,,,,,,,,,,,"No recoverable campaign-window official platform, archived campaign page, questionnaire, attributable interview, or debate transcript found after candidate-name, local outlet, voter-guide, and likely-domain searches."
race-739b00d07e247e111eb1,Kimberly Burbank,opponent,2025-10-11,searched_not_found,,,,,,,,,,,"No recoverable campaign-window official platform, archived campaign page, questionnaire, attributable interview, or debate transcript found after candidate-name, local outlet, voter-guide, and likely-domain searches."
race-739b00d07e247e111eb1,Nathaniel Jones,opponent,2025-10-11,searched_not_found,,,,,,,,,,,"No recoverable campaign-window official platform, archived campaign page, questionnaire, attributable interview, or debate transcript found after candidate-name, local outlet, voter-guide, and likely-domain searches."
race-739b00d07e247e111eb1,"Richard Bell, Sr.",opponent,2025-10-11,searched_not_found,,,,,,,,,,,"No recoverable campaign-window official platform, archived campaign page, questionnaire, attributable interview, or debate transcript found after candidate-name, local outlet, voter-guide, and likely-domain searches."
race-739b00d07e247e111eb1,Willie Morgan,opponent,2025-10-11,searched_not_found,,,,,,,,,,,"No recoverable campaign-window official platform, archived campaign page, questionnaire, attributable interview, or debate transcript found after candidate-name, local outlet, voter-guide, and likely-domain searches."
race-9a964e5d79326deb3255,Brandell Adams,opponent,2026-02-03,searched_not_found,,,,,,,,,,,"No recoverable campaign-window first-party site, archive, questionnaire, attributable interview, or debate transcript found across candidate-name, voter-guide, local-news, campaign-finance, and likely-domain searches."
race-9a964e5d79326deb3255,Chedrick Greene,opponent,2026-02-03,verified_source,Meet Chedrick — Chedrick Greene for Michigan State Senate District 35,archived_campaign_page,tier_1,,2026-02-04,https://web.archive.org/web/20260204024542/https://chedrickgreene.com/,https://chedrickgreene.com/,https://web.archive.org/web/20260204024542/https://chedrickgreene.com/,"Wayback capture 20260204024542 UTC, during election-night hours","First-party biography and campaign framing: Marine and fire-service record, union identity, working-class leadership, rights, costs, and opportunity.",Direct archive fetch verified. Snapshot was captured hours after the 2026-02-03 primary and preserves the election-period homepage.
race-9a964e5d79326deb3255,Martin L. Blank,opponent,2026-02-03,searched_not_found,,,,,,,,,,,"No recoverable campaign-window substantive text found. A possible domain, blankformichigan.com, returned HTTP 401 and had no confirmed archive or verifiable candidate association, so it was not treated as a source."
race-9a964e5d79326deb3255,Serenity Hope Salak,opponent,2026-02-03,searched_not_found,,,,,,,,,,,"No recoverable campaign-window first-party site, archive, questionnaire, attributable interview, or debate transcript found across candidate-name, voter-guide, local-news, and likely-domain searches."
race-9a964e5d79326deb3255,William Morrone,opponent,2026-02-03,searched_not_found,,,,,,,,,,,"No recoverable campaign-window first-party site, archive, questionnaire, attributable interview, or debate transcript found across candidate-name, voter-guide, local-news, and likely-domain searches."
race-14d53ce965776b0cb235,Andrew Hairston,endorsed,2026-03-03,verified_source,"Andrew Hairston for Justice of the Peace, Precinct 1",archived_campaign_page,tier_1,,2026-02-23,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,https://www.hairstonforpeace.com/,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,Wayback capture 20260223193939 UTC,"First-party campaign statement covering identity, democratic-socialist orientation, care-not-punishment justice, housing stability, community safety, dignity, and integrity.",Direct archive fetch verified; live campaign domain no longer resolves. Snapshot is eight days before the primary.
race-14d53ce965776b0cb235,Andrew Hairston,endorsed,2026-03-03,verified_source,Hairston for Peace: No One is Disposable,campaign_interview,tier_2,2026-02-24,2026-02-24,https://www.youtube.com/watch?v=hQpD_9rJjQU,https://www.youtube.com/watch?v=hQpD_9rJjQU,,YouTube video hQpD_9rJjQU; Austin DSA Batcast,"Attributable candidate interview on Justice of the Peace powers, campaign motivation, democratic-socialist governance, tenant and working-class accountability, and care-centered justice.",YouTube title and upload date were directly verified. Spoken source is suitable via video/audio and available captions.
race-14d53ce965776b0cb235,Ciara Parks,opponent,2026-03-03,verified_source,Ciara Parks for Justice of the Peace | Vote for Fair Justice - Get Involved Today,official campaign priorities,tier_1,,2026-03-03,https://www.ciaraforjp1.com/#priorities,https://www.ciaraforjp1.com/#priorities,,Priorities section on campaign homepage,candidate-authored campaign rationale and justice-system priorities,"Live first-party page; text discusses dignity, restorative approaches, root causes, and alternatives to incarceration. URL and content verified 2026-08-20."
race-4999db34a0dac2410460,"Benjamin ""Ben"" McAdams",endorsed,2026-03-17,verified_source,Platform | Ben McAdams for IL Senate 24,official campaign platform,tier_1,,2026-03-17,https://www.mcadamsforil.com/platform,https://www.mcadamsforil.com/platform,,Platform page,candidate-authored full policy platform,"Live first-party platform with substantive positions on immigration and due process, civil rights, climate, healthcare, taxation, labor, and Palestine/BDS. Identity is the Illinois candidate, not the former Utah officeholder. URL and content verified 2026-08-20."
race-3db62fccce64bbd64336,Edith M. Ladipo,opponent,2026-05-19,verified_source,"Edith M. Ladipo platform & website | Georgia State Representative, District 58, Democratic Primary",attributable candidate profile,tier_2,,2026-03-11,https://branch.vote/races/2026-georgia-primary-election-ga-state-state-representative-ga-house-58-d/candidates/edith-m-ladipo,https://branch.vote/races/2026-georgia-primary-election-ga-state-state-representative-ga-house-58-d/candidates/edith-m-ladipo,,"Issue sections; Branch labels website checks as of March 11, 2026",website-derived issue positions,"Fetchable Branch profile preserves substantive positions on workforce development, small business, blight/illegal dumping, police visibility, and at-risk residents. It links the first-party domain voteladipo4change.com, which no longer resolves. URL and content verified 2026-08-20."
race-3db62fccce64bbd64336,Kyle Lamont,opponent,2026-05-19,verified_source,Kyle Lamont for Georgia House District 58 campaign website,archived official campaign page,tier_1,,2026-03-11,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,https://kylelamontfor58.com/,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,Archived campaign homepage; snapshot 2026-03-11 03:02:52 UTC,candidate-authored archived campaign text,"First-party Wix campaign site is now a domain-connection error; the campaign-window Wayback snapshot is fetchable. Branch contemporaneously indexed positions on income-based senior property-tax relief, affordable housing, healthcare/abortion access, juvenile justice, and special education. Archive fetch verified 2026-08-20."
race-74050d04f83c96e831f1,Chanelle Torrez,opponent,2026-05-19,searched_not_found,No recoverable campaign-window text located,search decision,,,,,,,BallotReady profile; exact-name campaign/web/social searches; Idaho governor context,candidate-level source search,"BallotReady had only a name-only profile with no platform, campaign links, biography, or issue text. Exact-name searches did not locate an official campaign site, archive, questionnaire, interview, or debate transcript suitable for discourse analysis."
race-74050d04f83c96e831f1,Jill C. Kirkham,opponent,2026-05-19,verified_source,Jill C. Kirkham | BallotReady,attributable candidate profile,tier_2,,2026-05-19,https://www.ballotready.org/people/jill-c-kirkham,https://www.ballotready.org/people/jill-c-kirkham,,Platform sections preserved from jillforidaho.com/jill-platform,preserved campaign platform text,"Fetchable profile preserves substantive campaign positions on incarceration and marijuana, schools, water, rural healthcare, housing, infrastructure, progressive taxation, utility costs, and grocery-tax relief. The linked first-party platform is now 404. URL and content verified 2026-08-20."
race-74050d04f83c96e831f1,Maxine Durand,endorsed,2026-05-19,verified_source,Platform | Durand for Idaho,official campaign platform,tier_1,,2026-05-19,https://durandforidaho.com/platform/,https://durandforidaho.com/platform/,,Platform page,candidate-authored full policy platform,"Live first-party platform with detailed proposals on energy, technology, right to repair, transit, arts, healthcare, housing, labor, farming, education, drugs, public lands, and reproductive/gender-affirming care. URL and content verified 2026-08-20."
race-74050d04f83c96e831f1,Terri Pickens,opponent,2026-05-19,verified_source,Issues | Terri for Idaho,official campaign issues page,tier_1,,2026-05-19,https://www.terriforidaho.com/issues,https://www.terriforidaho.com/issues,,Issues page,candidate-authored campaign issue positions,"Live first-party issues page covers bodily autonomy, education, healthcare, public lands, immigration, wages, discrimination, and infrastructure. URL and content verified 2026-08-20."
race-ac20ab59155880ab9c39,KC Huffman,opponent,2026-05-19,verified_source,"KC Huffman — State Representative, 7th District",official voter pamphlet candidate statement,tier_1,,2026-05-19,https://www.oregonvotes.gov/voters-guide/english/kchuffman.html,https://www.oregonvotes.gov/voters-guide/english/kchuffman.html,,Candidate statement; marked “This information furnished by KC Huffman”,candidate-authored official candidate statement,"Official Oregon Secretary of State online voters’ pamphlet. Statement discusses opportunity, kindness, political climate, open-mindedness, negotiation, preparation, and community involvement. URL and content verified 2026-08-20."
race-ac20ab59155880ab9c39,Kori Rodley,opponent,2026-05-19,verified_source,Prioritizing People,attributable_interview,tier_2,2026-03-26,2026-03-26,https://eugeneweekly.com/2026/03/26/prioritizing-people/,https://eugeneweekly.com/2026/03/26/prioritizing-people/,,Rodley quotations throughout the profile,"Candidate-attributed campaign positions on universal health care, affordable and middle housing, child care at public schools, universal preschool, education funding, budgeting, and bipartisan strategy",Live pre-primary profile is retrievable and contains extensive direct quotations from Rodley; it links the campaign site and identifies the May 19 primary.
race-ac20ab59155880ab9c39,Kori Rodley,opponent,2026-05-19,verified_source,Democrats compete to succeed Springfield's John Lively in Oregon Legislature,attributable_interview,tier_2,2026-04-16,2026-04-16,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,,Kori Rodley section and general-election section,"Direct campaign quotations on universal health care, child care, tax and spending tradeoffs, local implementation, progressive pragmatism, and the district electorate",KLCC comparative pre-primary interview is live and attributes policy statements directly to Rodley.
race-ac20ab59155880ab9c39,Ky Fireside,endorsed,2026-05-19,verified_source,"Progressive organizer, archaeologist from Springfield seeks to fill state House seat",attributable_interview,tier_2,2025-12-03,2025-12-03,https://oregoncapitalchronicle.com/2025/12/03/progressive-organizer-archaeologist-from-springfield-seeks-to-fill-state-house-seat/,https://oregoncapitalchronicle.com/2025/12/03/progressive-organizer-archaeologist-from-springfield-seeks-to-fill-state-house-seat/,,Fireside quotations throughout,"Direct campaign statements on queer rights, the health-care crisis, centrism, data privacy and Flock cameras, labor protections, civil rights, and anti-ICE organizing",Live pre-primary reported interview contains extensive quotations and attributable policy discussion.
race-ac20ab59155880ab9c39,Ky Fireside,endorsed,2026-05-19,verified_source,Voter Guide: 2026 Democratic Primary Oregon House District 7,candidate_questionnaire,tier_2,,,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-7/,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-7/,,Fireside candidate-response text returned by the voter-guide page,"Candidate-authored platform on universal health care, private-equity home ownership, a Renters Bill of Rights and rent caps, taxing big business, and education and health-care funding",The live Oregon Capital Chronicle voter-guide endpoint returns Fireside’s first-person response; no publication date was exposed in the fetched page.
race-ac20ab59155880ab9c39,Ky Fireside,endorsed,2026-05-19,verified_source,Democrats compete to succeed Springfield's John Lively in Oregon Legislature,attributable_interview,tier_2,2026-04-16,2026-04-16,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,https://www.klcc.org/politics-government/2026-04-16/democrats-compete-to-replace-springfields-john-lively-in-oregon-legislature,,Ky Fireside section and general-election section,"Direct campaign quotations on single-payer health care, working-class taxation, corporate power, taxing high earners, surveillance, affordability, and swing-voter outreach",KLCC comparative pre-primary interview is live and attributes policy statements directly to Fireside.
race-d6b2b42e806068d1745f,Ashley Hartmeier-Prigg,opponent,2026-05-19,verified_source,"State Rep. Ken Helm to retire in 2026, endorses Beaverton city councilor",attributable_interview,tier_2,2025-10-30,2025-10-30,https://oregoncapitalchronicle.com/2025/10/30/state-rep-ken-helm-to-retire-in-2026-endorses-beaverton-city-councilor/,https://oregoncapitalchronicle.com/2025/10/30/state-rep-ken-helm-to-retire-in-2026-endorses-beaverton-city-councilor/,,Endorsing a successor section,"Direct campaign quotations on environmental stewardship, housing affordability, dignified work and wages, state capacity, consensus-building, budgeting, shelters, and public service",Live pre-primary profile contains multiple direct Hartmeier-Prigg quotations and attributable descriptions of her record and priorities.
race-d6b2b42e806068d1745f,Ashley Hartmeier-Prigg,opponent,2026-05-19,verified_source,Voter Guide: 2026 Democratic Primary Oregon House District 27,candidate_questionnaire,tier_2,,,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-27/,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-27/,,Hartmeier-Prigg candidate-response text returned by the voter-guide page,"Candidate-authored response on evidence-based voting, labor and organizational stakeholder consultation, legislative preparation, and constituent outreach",The live voter-guide endpoint returns Hartmeier-Prigg’s first-person answer; no publication date was exposed in the fetched page.
race-e311906b4ccb39c194bc,Aprile Hearn,endorsed,2026-05-19,verified_source,Aprile Hearn | BallotReady,attributable candidate profile,tier_2,,2026-05-19,https://www.ballotready.org/people/aprile-hearn,https://www.ballotready.org/people/aprile-hearn,,Issue-position section preserved from aprilehearn.org/d5,preserved campaign platform text,"Fetchable profile preserves substantive proposals on public ownership of LG&E, lead protections, data centers, free/expanded transit, city-run groceries, public investment, violence prevention, and participatory district spending. Linked first-party page is now 404. URL and content verified 2026-08-20."
race-e311906b4ccb39c194bc,Betty Bailey,opponent,2026-05-19,verified_source,District 5 Run | Betty Bailey,official campaign priorities,tier_1,,2026-05-19,https://www.district5run.com/,https://www.district5run.com/,,My Why for Metro Council – District 5,candidate-authored campaign priorities,"Live first-party page provides substantive priorities on jobs, infrastructure, storefront rehabilitation, public safety, neighborhood history, and police-community accountability. URL and content verified 2026-08-20."
race-e311906b4ccb39c194bc,Dave Duncan,opponent,2026-05-19,searched_not_found,No recoverable campaign-window text located,search decision,,,,,,,Exact-name campaign/web/social searches; BallotReady identity check; Louisville local-media search,candidate-level source search,"No attributable District 5 campaign platform, archived campaign page, questionnaire, interview, or debate transcript was located. The BallotReady page at /people/dave-duncan is for an unrelated White Plains City Council candidate and was excluded."
race-e311906b4ccb39c194bc,Donna Purvis,opponent,2026-05-19,searched_not_found,No recoverable campaign-window text located,search decision,,,,,,,Exact-name campaign/web/social searches; BallotReady profile check; Louisville local-media search,candidate-level source search,"No official campaign site, archive, substantive candidate profile, questionnaire, interview, or debate transcript suitable for discourse analysis was located."
race-e311906b4ccb39c194bc,Ray Barker,opponent,2026-05-19,searched_not_found,No recoverable campaign-window text located,search decision,,,,,,,Exact-name campaign/web/social searches; BallotReady profile check; Louisville local-media search,candidate-level source search,"No official campaign site, archive, substantive candidate profile, questionnaire, interview, or debate transcript suitable for discourse analysis was located."
race-e311906b4ccb39c194bc,Wallace Garner,opponent,2026-05-19,searched_not_found,No recoverable campaign-window text located,search decision,,,,,,,Exact-name campaign/web/social searches; BallotReady profile check; Louisville local-media search,candidate-level source search,"No official campaign site, archive, substantive candidate profile, questionnaire, interview, or debate transcript suitable for discourse analysis was located."
race-f1e0f94b57d24c62031b,Carlos Vilela,opponent,2026-05-19,verified_source,Carlos Vilela | BallotReady,attributable candidate profile,tier_2,,2026-05-19,https://www.ballotready.org/people/carlos-vilela,https://www.ballotready.org/people/carlos-vilela,,Issue-position sections sourced from campaign website,preserved campaign issue text,"Fetchable profile preserves detailed campaign positions on reproductive healthcare, justice, costs, education, housing, elections, and progressive taxation. It identifies the first-party issues URL https://www.carlosforhouse.com/issues, now 404. URL and content verified 2026-08-20."
national-recz9WOUNjTC3V34x-dem-primary,Meg Anandarangam,endorsed,2026-06-02,verified_source,Issues,official_campaign_platform,tier_1,,,https://www.megforqueencity.com/issues,https://www.megforqueencity.com/issues,,Full Issues page,"Candidate-authored platform on rent control and code enforcement, responsible development, municipal grocery and transit, public services, sanctuary policy, harm reduction, transparent administration, labor rights, child care, BDS and arms embargo, charter reform, noncitizen and youth voting, ranked-choice voting, and participatory budgeting",Official campaign page is live and its full substantive text is recoverable from the HTML.
national-recz9WOUNjTC3V34x-dem-primary,Meg Anandarangam,endorsed,2026-06-02,verified_source,Why I’m running for City Council,official_campaign_statement,tier_1,2026-03-26,2026-03-26,https://www.megforqueencity.com/press/candidatestatement,https://www.megforqueencity.com/press/candidatestatement,,Entire campaign-site statement,"First-person democratic-socialist campaign rationale centered on tenants, workers, families, working-class leadership, public services, development, profit, and political insiders","Official campaign press page preserves the candidate statement and links the originally published TAPinto article, which was blocked during review."
national-recz9WOUNjTC3V34x-dem-primary,Meg Anandarangam,endorsed,2026-06-02,verified_source,Plainfield Needs Rent Control Now: Why and the plan to get it done,official_campaign_statement,tier_1,2026-05-03,2026-05-03,https://www.megforqueencity.com/press/plainfieldneedsrentcontrolnow,https://www.megforqueencity.com/press/plainfieldneedsrentcontrolnow,,Campaign-site excerpt from candidate op-ed,"First-person commitment to rent stabilization, a rent-control ordinance, tenant organizing, and accountability for council and the mayor","Official campaign press page preserves a substantive excerpt and links the full TAPinto op-ed, which was blocked during review."
national-recz9WOUNjTC3V34x-dem-primary,Robert Graham,opponent,2026-06-02,verified_source,Inaugural Plainfield City Council Debate (LIVE),candidate_debate,tier_2,2026-05-22,2026-05-21,https://www.youtube.com/watch?v=AbiFHPP4UIs,https://www.youtube.com/watch?v=AbiFHPP4UIs,,"Ward 1 segment featuring Robert Graham, Meghana “Meg” Anandarangam, and Yasmin Griffin",Attributable candidate debate responses on Plainfield community issues before the primary,"Cindelle’s Bookstore description names all Ward 1 candidates and the moderator; YouTube metadata gives an 80:45 runtime, May 22 upload, and an English automatic-caption track. The campaign press page dates the debate event to May 21."
national-recz9WOUNjTC3V34x-dem-primary,Yasmin Griffin,opponent,2026-06-02,verified_source,Inaugural Plainfield City Council Debate (LIVE),candidate_debate,tier_2,2026-05-22,2026-05-21,https://www.youtube.com/watch?v=AbiFHPP4UIs,https://www.youtube.com/watch?v=AbiFHPP4UIs,,"Ward 1 segment featuring Robert Graham, Meghana “Meg” Anandarangam, and Yasmin Griffin",Attributable candidate debate responses on Plainfield community issues before the primary,"Cindelle’s Bookstore description names all Ward 1 candidates and the moderator; YouTube metadata gives an 80:45 runtime, May 22 upload, and an English automatic-caption track. The campaign press page dates the debate event to May 21."
