#FormatVersion 1																				
#Contest ID	Contest Title	Contest Seq Nbr	Contest Type	Contest Party	Mail Blank Votes	In-Person Blank Votes	Mail Over Votes	In-Person Over Votes	Mail Invalid Votes	In-Person Invalid Votes	Registered Voters	Total Precincts	Counted Precincts	Candidate ID	Candidate Name	Candidate Seq Nbr	Candidate Party	Mail Votes	In-Person Votes	Total Votes
115	At-Large Trustee	118	OF	NON	340530	6807	531	4	0	0	846543	494	494	14	"BILLIONAIRE, Shelby Pikachu"	4		10970	488	11458
115	At-Large Trustee	118	OF	NON	340530	6807	531	4	0	0	846543	494	494	11	"MARTIN, Philip (Kawika)"	11		8809	317	9126
115	At-Large Trustee	118	OF	NON	340530	6807	531	4	0	0	846543	494	494	5	"KAUAULA, Clifford K."	9		8770	307	9077
152	"Councilmember, Dist 1"	119	OF	NON	270	6	4	0	0	0	846543	6	6	2	"KIMBALL, Heather L."	2		2640	44	2684
152	"Councilmember, Dist 1"	119	OF	NON	270	6	4	0	0	0	846543	6	6	1	"DEL ROSARIO, Ren"	1		1504	54	1558
152	"Councilmember, Dist 1"	119	OF	NON	270	6	4	0	0	0	846543	6	6	3	"PENN, BJ"	3		226	8	234
117	"Councilmember, Dist 2"	120	OF	NON	466	8	38	0	0	0	846543	12	12	3	"KAGIWADA, Jennifer (Jenn)"	5		2925	55	2980
117	"Councilmember, Dist 2"	120	OF	NON	466	8	38	0	0	0	846543	12	12	1	"BOTELHO, Wendy S."	2		1018	25	1043
117	"Councilmember, Dist 2"	120	OF	NON	466	8	38	0	0	0	846543	12	12	5	"FUKUSHIMA, JoNelle (Jo)"	3		881	43	924
117	"Councilmember, Dist 2"	120	OF	NON	466	8	38	0	0	0	846543	12	12	2	"BAUTISTA, Blaine Kenji"	1		817	17	834
117	"Councilmember, Dist 2"	120	OF	NON	466	8	38	0	0	0	846543	12	12	4	"HALVERSEN, William John"	4		104	6	110
176	"Councilmember, Dist 3"	121	OF	NON	374	15	3	0	0	0	846543	14	14	1	"ONISHI, Dennis (Fresh)"	2		3353	77	3430
176	"Councilmember, Dist 3"	121	OF	NON	374	15	3	0	0	0	846543	14	14	2	"CHANG, Kelton K."	1		1915	59	1974
150	"Councilmember, Dist 4"	122	OF	NON	398	11	9	0	0	0	846543	4	4	3	"OHARA, Eileen"	4		1550	41	1591
150	"Councilmember, Dist 4"	122	OF	NON	398	11	9	0	0	0	846543	4	4	2	"ENRIQUEZ, Lloyd K."	2		1111	40	1151
150	"Councilmember, Dist 4"	122	OF	NON	398	11	9	0	0	0	846543	4	4	4	"HOFFELD, Cyd L. (Makanui)"	3		788	30	818
150	"Councilmember, Dist 4"	122	OF	NON	398	11	9	0	0	0	846543	4	4	1	"BURROWS, Shannon (Smiley)"	1		728	26	754
209	"Councilmember, Dist 5"	123	OF	NON	280	8	5	1	0	0	846543	10	10	5	"MATSON, Shannon Lopeka"	3		970	13	983
209	"Councilmember, Dist 5"	123	OF	NON	280	8	5	1	0	0	846543	10	10	3	"RODENHURST, Ikaika"	4		934	19	953
209	"Councilmember, Dist 5"	123	OF	NON	280	8	5	1	0	0	846543	10	10	1	"KANEALII-KLEINFELDER, Dawn"	1		879	27	906
209	"Councilmember, Dist 5"	123	OF	NON	280	8	5	1	0	0	846543	10	10	4	"TUPA'I, Jr"	5		739	67	806
209	"Councilmember, Dist 5"	123	OF	NON	280	8	5	1	0	0	846543	10	10	2	"MAKUAOLE-PERRIN, Chantel"	2		411	17	428
121	"Councilmember, Dist 6"	124	OF	NON	466	10	9	0	0	0	846543	10	10	3	"ENRIQUES, Guy"	3		1331	33	1364
121	"Councilmember, Dist 6"	124	OF	NON	466	10	9	0	0	0	846543	10	10	1	"AKI, Zed Kaapana"	1		1006	20	1026
121	"Councilmember, Dist 6"	124	OF	NON	466	10	9	0	0	0	846543	10	10	2	"CANELAS, Justin R."	2		913	22	935
121	"Councilmember, Dist 6"	124	OF	NON	466	10	9	0	0	0	846543	10	10	4	"MASTERS, Jason R"	5		748	20	768
121	"Councilmember, Dist 6"	124	OF	NON	466	10	9	0	0	0	846543	10	10	5	"JONES, Kyle Kepano"	4		336	7	343
220	"Councilmember, Dist 7"	125	OF	NON	496	10	0	0	0	0	846543	14	14	1	"POWERS, Manu"	3		2563	100	2663
220	"Councilmember, Dist 7"	125	OF	NON	496	10	0	0	0	0	846543	14	14	2	"OMBAC, Edgar B. (Eddie O)"	2		821	46	867
220	"Councilmember, Dist 7"	125	OF	NON	496	10	0	0	0	0	846543	14	14	3	"HENRIQUES, Mark G."	1		478	29	507
123	"Councilmember, Dist 8"	126	OF	NON	1031	45	0	0	0	0	846543	6	6	2	"INABA, Holeka Goro"	1		2529	128	2657
124	"Councilmember, Dist 9"	127	OF	NON	1064	22	0	0	0	0	846543	8	8	1	"HUSTACE, James E."	1		3703	60	3763
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	2	"BISSEN, Richard T., Jr."	1		15371	414	15785
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	7	"SUGIMURA, Yuki Lei Kashiwa"	8		11284	207	11491
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	5	"LA COSTA, P. Denise"	4		3783	187	3970
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	6	"PETTERSON, Amy"	7		827	24	851
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	9	"DUNBAR, John"	2		340	24	364
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	3	"LIGGETT, Travis A."	5		234	6	240
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	4	"WELSH, Callahan P."	9		198	11	209
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	10	"MOSES, Joseph"	6		153	11	164
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	1	"HERRMANN, Justin"	3		127	8	135
568	Mayor	128	OF	NON	907	21	53	0	0	0	846543	68	68	8	"ZAHND, Laurent"	10		66	8	74
488	Councilmember (Wailuku-Waihee-Waikapu)	129	OF	NON	5302	80	51	1	0	0	846543	68	68	5	"MONIZ, Marvin"	5		10883	236	11119
488	Councilmember (Wailuku-Waihee-Waikapu)	129	OF	NON	5302	80	51	1	0	0	846543	68	68	3	"LINDSEY, Ashley Awakea"	3		6189	169	6358
488	Councilmember (Wailuku-Waihee-Waikapu)	129	OF	NON	5302	80	51	1	0	0	846543	68	68	1	"FORREST, James (Nahele)"	1		5173	164	5337
488	Councilmember (Wailuku-Waihee-Waikapu)	129	OF	NON	5302	80	51	1	0	0	846543	68	68	4	"KONOHIA, Randy Ha'aheo"	2		4126	229	4355
488	Councilmember (Wailuku-Waihee-Waikapu)	129	OF	NON	5302	80	51	1	0	0	846543	68	68	2	"LLOYD, Alan Peter"	4		1619	42	1661
354	Councilmember (Kahului)	130	OF	NON	6111	127	24	0	0	0	846543	68	68	3	"BATANGAN, Kauanoe"	2		13945	327	14272
354	Councilmember (Kahului)	130	OF	NON	6111	127	24	0	0	0	846543	68	68	2	"KAMEKONA, Carol Lee"	3		10913	329	11242
354	Councilmember (Kahului)	130	OF	NON	6111	127	24	0	0	0	846543	68	68	1	"ABABAN, Jason"	1		2350	138	2488
132	Councilmember (Upcountry)	131	OF	NON	5379	94	36	0	0	0	846543	68	68	2	"PAHIA, Bobby"	3		13993	441	14434
132	Councilmember (Upcountry)	131	OF	NON	5379	94	36	0	0	0	846543	68	68	4	"YOKOUCHI, Jon Masaru"	4		5881	133	6014
132	Councilmember (Upcountry)	131	OF	NON	5379	94	36	0	0	0	846543	68	68	5	"CABILES, Derrick W."	1		5059	193	5252
132	Councilmember (Upcountry)	131	OF	NON	5379	94	36	0	0	0	846543	68	68	3	"GUARD, John B., IV (Jb)"	2		2995	60	3055
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	4	"RAPOZO, Mel"	5		7301	317	7618
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	2	"CARVALHO, Bernard, Jr."	2		5557	187	5744
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	6	"COWDEN, Felicia E."	3		3045	154	3199
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	1	"ANDAYA-LINDSEY, Laura"	1		471	33	504
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	3	"WIDENER, Michaela B."	6		356	26	382
374	Mayor	132	OF	NON	998	18	72	0	0	0	846543	32	32	5	"DENIS, Megeso-William"	4		195	39	234
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	2	"KANESHIRO, Arryl J."	10		8018	232	8250
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	7	"HOLLAND, Fern Anuenue"	8		7927	306	8233
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	18	"OZAKI, Todd R."	18		7815	245	8060
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	4	"CORREA, Michelle Kaleiohi"	4		7222	252	7474
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	14	"BULOSAN, Addison"	2		6133	199	6332
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	16	"SHIGEMOTO, Taylor H."	22		5117	191	5308
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	1	"APPLEGATE, Paul Noboru"	1		5101	200	5301
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	3	"DECOSTA, Billy D."	5		4876	234	5110
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	11	"SMITH, Dane"	23		4583	197	4780
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	22	"COOTS, Mike"	3		3946	186	4132
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	9	"MARTIN, Umi"	13		3849	165	4014
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	23	"RAPOZO, Cheree"	20		3262	201	3463
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	8	"KAIMINAAUAO, Keola"	9		2717	169	2886
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	5	"MATTOS, John H. (Scooby)"	14		2221	185	2406
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	13	"POAI, Michael Roven"	19		1928	152	2080
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	25	"TRUJILLO, James (Jimmy T)"	24		1916	80	1996
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	15	"SECRETARIO, Rachel M."	21		1858	90	1948
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	27	"FERNANDES CABERTO, Trysten"	6		1715	76	1791
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	20	"OKHMAN, Yelena"	17		1501	173	1674
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	10	"MUKAI, Nelson"	16		1544	72	1616
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	6	"HAUPT, Jeremy"	7		1123	151	1274
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	12	"LINDSEY, Thomas, Jr. (Tom)"	12		891	109	1000
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	21	"WORKMAN, Skyler"	26		856	45	901
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	17	"MONTEMAYOR, John"	15		755	55	810
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	19	"WILSON, Herman K."	25		546	28	574
136	Councilmember	133	OF	NON	37598	1390	74	0	0	0	846543	32	32	26	"LANGTAD, James R."	11		429	35	464
137	"Councilmember, Dist II"	134	OF	NON	4021	117	0	0	0	0	846543	32	32	1	"WEYER, Matt"	1		9292	260	9552
140	"Councilmember, Dist IV"	135	OF	NON	2712	34	210	0	0	0	846543	38	38	4	"OZAWA, Trevor"	3		12163	116	12279
140	"Councilmember, Dist IV"	135	OF	NON	2712	34	210	0	0	0	846543	38	38	3	"WATERS, Tommy"	4		8633	45	8678
140	"Councilmember, Dist IV"	135	OF	NON	2712	34	210	0	0	0	846543	38	38	2	"GREGORY, Tara Malia"	1		4115	110	4225
140	"Councilmember, Dist IV"	135	OF	NON	2712	34	210	0	0	0	846543	38	38	1	"LIANG, Jason K."	2		2635	49	2684
260	"Councilmember, Dist VIII"	136	OF	NON	8717	106	0	0	0	0	846543	34	34	1	"OKIMOTO, Val Aquino"	1		19098	230	19328
