document_id,metadata_document_id,candidate_name,race_id,url,final_url,publication_date,retrieved_at,raw_path,original_raw_path,sha256,bytes,content_type,status,notes
0450ca93d55c2b7438c60599,0450ca93d55c2b7438c60599,"Maurice ""Mo"" Troop",race-8d1e88972b7232ea26d0,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,2021-04-29,2026-08-20T19:35:06.042978+00:00,data/raw/policy_historical_b/0450ca93d55c2b7438c60599.html,data/raw/candidate_documents/0450ca93d55c2b7438c60599/dab0e3ee788940f80c39a6ca88fdea025565c7ce2103c5274497ec9cfaa709ee.html,dab0e3ee788940f80c39a6ca88fdea025565c7ce2103c5274497ec9cfaa709ee,124250,text/html,used,"Semantically reviewed for Maurice ""Mo"" Troop; packet timing=pre_primary_screened."
aa47402cd4f7bff1a6d1f813,aa47402cd4f7bff1a6d1f813,Rashida Brown,race-0b902d615156cfc70e34,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown/,,2026-08-19T23:44:55.000137+00:00,data/raw/policy_historical_b/aa47402cd4f7bff1a6d1f813.html,data/raw/candidate_documents/aa47402cd4f7bff1a6d1f813/c1527bbd724624f576975ed9447d9ccf7363ac60ada98345b2986f3ccdb9d597.html,c1527bbd724624f576975ed9447d9ccf7363ac60ada98345b2986f3ccdb9d597,139555,text/html,timing_unverified,Semantically reviewed for Rashida Brown; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
c651d4e2a3ed7d5581157b1f,c651d4e2a3ed7d5581157b1f,"Timothy J. Toomey, Jr.",race-0f0734c608b02353f3cf,http://web.archive.org/web/20160416122402/https://timtoomey.org/transportation/,http://web.archive.org/web/20160416122402/https://timtoomey.org/transportation/,2016-04-16,2026-08-20T00:50:44.818200+00:00,data/raw/policy_historical_b/c651d4e2a3ed7d5581157b1f.html,data/raw/candidate_documents/c651d4e2a3ed7d5581157b1f/3f3e99157fbeb67f5e73751d24fea9fcb97ae3fc16753fe4b7bb63fff2a5c059.html,3f3e99157fbeb67f5e73751d24fea9fcb97ae3fc16753fe4b7bb63fff2a5c059,36896,text/html,used,"Semantically reviewed for Timothy J. Toomey, Jr.; packet timing=pre_primary_screened."
c728dcb9ee84d9f4d228f4a6,c728dcb9ee84d9f4d228f4a6,Casey Zimmerman,race-1b16bc7d886dcbb78057,https://www.caseyfororegon.com/issues,https://web.archive.org/web/20240411015808id_/https://www.caseyfororegon.com/issues,,2026-08-19T23:51:18.140351+00:00,data/raw/policy_historical_b/c728dcb9ee84d9f4d228f4a6.html,data/raw/candidate_documents/c728dcb9ee84d9f4d228f4a6/ef39894e4e160cf2af2b8be3e94bdba912e3778d632ef0f5630b8fbc33a3e411.html,ef39894e4e160cf2af2b8be3e94bdba912e3778d632ef0f5630b8fbc33a3e411,16213,text/html,used,Semantically reviewed for Casey Zimmerman; packet timing=pre_primary_screened.
ca17e6de75f17100ce975144,ca17e6de75f17100ce975144,Miguel Trindade Deramo,race-0b902d615156cfc70e34,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-miguel-trindade-deramo,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-miguel-trindade-deramo/,,2026-08-19T23:47:34.707102+00:00,data/raw/policy_historical_b/ca17e6de75f17100ce975144.html,data/raw/candidate_documents/ca17e6de75f17100ce975144/1dba8154aacae14e4699496ae7b931316a012dfaa8a85efed5702592d5b675dd.html,1dba8154aacae14e4699496ae7b931316a012dfaa8a85efed5702592d5b675dd,144228,text/html,timing_unverified,Semantically reviewed for Miguel Trindade Deramo; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
cebd3e59c585567b2b64dde5,cebd3e59c585567b2b64dde5,Jenifer Rajkumar,race-39f265caadf4efc1cdd3,https://www.jeniferforny.com/a-better-new-york,https://www.jeniferforny.com/a-better-new-york,2026-06-23,2026-08-20T19:32:07.545773+00:00,data/raw/policy_historical_b/cebd3e59c585567b2b64dde5.html,data/raw/candidate_documents/cebd3e59c585567b2b64dde5/1e91439c9002c3b052f9731f97a31dbeb58d89c2e1c8166b682f029913475091.html,1e91439c9002c3b052f9731f97a31dbeb58d89c2e1c8166b682f029913475091,170114,text/html,used,Semantically reviewed for Jenifer Rajkumar; packet timing=pre_primary_screened.
d1f959853df4523cd46add5c,d1f959853df4523cd46add5c,Aparna Raj,race-0b902d615156cfc70e34,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj/,,2026-08-19T23:43:13.903871+00:00,data/raw/policy_historical_b/d1f959853df4523cd46add5c.html,data/raw/candidate_documents/d1f959853df4523cd46add5c/0a9e9b76018d6e762754c97151ad4b8a2e75917b00a9af6a1563d32f943a0955.html,0a9e9b76018d6e762754c97151ad4b8a2e75917b00a9af6a1563d32f943a0955,144699,text/html,timing_unverified,Semantically reviewed for Aparna Raj; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
df275e04ff1b5d8a974f9df2,df275e04ff1b5d8a974f9df2,Christian Celeste Tate,race-7d1d86d506cf06be54a0,https://cct4nyc.com/platform,https://cct4nyc.com/platform/,,2026-08-19T23:43:14.433198+00:00,data/raw/policy_historical_b/df275e04ff1b5d8a974f9df2.html,data/raw/candidate_documents/df275e04ff1b5d8a974f9df2/81322108bf1358697c23cd593e66e7db4c04df9de1a80023c53cf74b2f1d1f19.html,81322108bf1358697c23cd593e66e7db4c04df9de1a80023c53cf74b2f1d1f19,63078,text/html,timing_unverified,Semantically reviewed for Christian Celeste Tate; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
e5cebe89349bf639c563e067,e5cebe89349bf639c563e067,Liz Allen,race-8d1e88972b7232ea26d0,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,2021-04-29,2026-08-20T19:35:07.178700+00:00,data/raw/policy_historical_b/e5cebe89349bf639c563e067.html,data/raw/candidate_documents/e5cebe89349bf639c563e067/967aa8fbfdad3331c099016d95e420e4c3cfccf2118b8a989bfcd86d96fab068.html,967aa8fbfdad3331c099016d95e420e4c3cfccf2118b8a989bfcd86d96fab068,134973,text/html,used,Semantically reviewed for Liz Allen; packet timing=pre_primary_screened.
e963c5799e7eaf0282f996b4,e963c5799e7eaf0282f996b4,Chad Ryan,race-c0281c2f7e9fa4145d2d,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-chad-ryan,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-chad-ryan/,,2026-08-19T23:52:16.339284+00:00,data/raw/policy_historical_b/e963c5799e7eaf0282f996b4.html,data/raw/candidate_documents/e963c5799e7eaf0282f996b4/154388f028c6696d58a8594b5a0124bd6477d925b5c119e50490e6f592ed8570.html,154388f028c6696d58a8594b5a0124bd6477d925b5c119e50490e6f592ed8570,231505,text/html,timing_unverified,Semantically reviewed for Chad Ryan; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
ecac388a32b8f0c2daa859ca,ecac388a32b8f0c2daa859ca,Andy Hoverman,race-50548ada602a94d636d7,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/hoverman_2018.pdf,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/hoverman_2018.pdf,2018-03-12,2026-08-21T14:30:16.869597+00:00,data/raw/policy_historical_b/ecac388a32b8f0c2daa859ca.pdf,data/raw/candidate_documents/ecac388a32b8f0c2daa859ca/e51210ff450aac4674c1a66015ba803fc315d4b8c4af05f39ed888bce72775b4.pdf,e51210ff450aac4674c1a66015ba803fc315d4b8c4af05f39ed888bce72775b4,158125,application/pdf,used,Semantically reviewed for Andy Hoverman; packet timing=pre_primary_screened.
f170f2486c13fbbd61afb7e4,f170f2486c13fbbd61afb7e4,Albert Lee,race-98a94ea45af952a751bc,https://albertlee2020.com/reinvest-in-america-and-our-future,https://web.archive.org/web/20190624064736id_/https://albertlee2020.com/reinvest-in-america-and-our-future/,,2026-08-19T23:27:22.180308+00:00,data/raw/policy_historical_b/f170f2486c13fbbd61afb7e4.html,data/raw/candidate_documents/f170f2486c13fbbd61afb7e4/4e43af26fee562038b8fd32e197e31fdd7ea3360e109dc140a44f628e778e473.html,4e43af26fee562038b8fd32e197e31fdd7ea3360e109dc140a44f628e778e473,55397,text/html,used,Semantically reviewed for Albert Lee; packet timing=pre_primary_screened.
