record_id,created_time,Blog,Bluesky,Email list,Event Calendar,Facebook,Group Email,Instagram,Linktree,Name,State,Status,Twitter,Website,directory_presence
recLvs3LzaQQNjlIA,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/wsil.dsachapters.org,,https://wsil.dsachapters.org/events,https://www.facebook.com/WSILDSA,westsuburbsildsa@protonmail.com,https://www.instagram.com/wsildsa,,West Suburban Illinois,IL,Chapter,,https://wsil.dsachapters.org/,current
recCTbOG5pJWNaJDI,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/bloomingtondsa.org,bloomingtondsa.org/email,bloomingtondsa.org/calendar,https://www.facebook.com/bloomingtondsa/,bloomingtondsa@gmail.com,instagram.com/bloomingtondsa,linktr.ee/btown_dsa,Bloomington Indiana,IN,Chapter,,https://bloomingtondsa.org,current
recxrUM4mt9kixjqr,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/sign-up-for-our-mailing-list-11,https://www.centralindsa.org/events/,http://facebook.com/centralindsa,contact@centralindsa.org,https://www.instagram.com/centralindsa/,,Central Indiana,IN,Chapter,https://twitter.com/centralindsa,https://www.centralindsa.org/,current
recFRo3zrK63olOPh,2026-05-28T22:41:19.000Z,,,,,https://www.facebook.com/riverbenddsa,evansvilleriverbenddsa@gmail.com,https://www.instagram.com/riverbenddsa,,Evansville Riverbend,IN,Organizing Committee,,,current
recTJk4yuSlHV95UK,2026-03-11T19:04:39.000Z,,https://bsky.app/profile/fwdsa.bsky.social,,,,Info@fortwaynedsa.com,https://www.instagram.com/fortwayne.dsa/,https://linktr.ee/fortwaynedsa,Fort Wayne,IN,Chapter,,https://www.fortwaynedsa.com,current
rec6sYU5bjE8ZUFdT,2020-09-03T13:15:49.000Z,,,,https://www.gldsa.org/calendar,https://www.facebook.com/GreaterLafayetteDSA,greater.lafayette.dsa@gmail.com,https://www.instagram.com/greaterlafayettedsa/,,Greater Lafayette,IN,Chapter,,https://gldsa.org/,current
rec3o0vKx3GjoZ4BS,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/northernindianadsa.bsky.social,,,https://www.facebook.com/northernindianadsa,nindemsocialists@gmail.com,https://www.instagram.com/northernindianadsa,,Northern Indiana,IN,Chapter,https://twitter.com/N_Indiana_DSA,https://northernindianadsa.org/,current
rechH1FpOL2WCgutW,2021-01-20T20:24:15.000Z,https://nwi-dsa.org/blog,https://bsky.app/profile/nwidsa.bsky.social,,https://www.facebook.com/NWIDSA/events/,https://www.facebook.com/NWIDSA,northwest.indiana.dsa@gmail.com,https://www.instagram.com/nwidsa/,https://linktr.ee/nwi_dsa,Northwest Indiana,IN,Chapter,https://x.com/nwidsa,https://nwi-dsa.org,current
receSr2shnbuFhGIT,2023-08-30T14:06:49.000Z,,https://bsky.app/profile/fhdsa.org,www.fhdsa.org,www.fhdsa.org,facebook.com/flinthillsdsa,chapter@fhdsa.org,https://www.instagram.com/flinthillsdsa,,Flint Hills,KS,Chapter,https://twitter.com/flinthillsdsa,https://www.fhdsa.org,current
recCv4y32xEJoTNiO,2020-06-08T13:08:52.000Z,,,,https://calendar.google.com/calendar/u/4?cid=ZHNhbGF3cmVuY2Vrc0BnbWFpbC5jb20,https://www.facebook.com/lawrenceksdsa,dsalawrenceks@gmail.com,https://www.instagram.com/lfk_dsa/,,Lawrence,KS,Chapter,https://twitter.com/dsa_lawrenceks,https://www.lfkdsa.org/,current
recYcoo13kE8CwRo3,2022-11-30T21:10:46.000Z,,,,,https://www.facebook.com/DSASalina/,dsa.salina.ks@gmail.com,instagram.com/dsasalina,,Salina,KS,Chapter,,,current
receKu5umjfkE8oAp,2025-04-07T19:07:10.000Z,,,,,https://www.facebook.com/profile.php?id=61571063395279,southeastksdsa@gmail.com,www.instagram.com/sek.dsa/,,Southeast Kansas,KS,Chapter,,https://sekdsa.org/,current
recuxphVf5170jufu,2020-06-08T13:08:52.000Z,,,https://dsausa.us/TPDSA/,https://tpdsa.org/Events,https://www.facebook.com/TopCityDSA,topekadsa@gmail.com,https://www.instagram.com/topeka.dsa/,,Topeka,KS,Chapter,https://x.com/TopekaDSA,tpdsa.org,current
reclMP28fLu46kFEC,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/ictdsa.org,,https://ictdsa.org/chapter-events,https://www.facebook.com/WichitaDSA,socialists@ictdsa.org,https://www.instagram.com/ictdsa,,Wichita,KS,Chapter,,https://ictdsa.org/,current
recEYF0KJQVTKODyP,2025-02-03T22:35:18.000Z,,,,https://calendar.google.com/calendar/u/1?cid=a3libHVlZ3Jhc3Nkc2FAZ21haWwuY29t,https://www.facebook.com/profile.php?id=61569451675196,kybluegrassdsa@gmail.com,https://www.instagram.com/bluegrassDSA,linktr.ee/bluegrassdsa,Bluegrass,KY,Chapter,https://x.com/bluegrassDSA,DSABluegrass.org,current
recPOWfJ8wPNcdSes,2025-06-02T22:33:35.000Z,,,,,,,,,Owensboro,KY,Organizing Committee,,,current
recbxU9HH2MzBiQFu,2020-06-08T13:08:52.000Z,,,,https://www.dsalouisville.org/events/events-calendar,https://www.facebook.com/dsalouisville,dsalouisville@gmail.com,,,Louisville,"KY
IN",Chapter,https://twitter.com/dsa_louisville,https://www.dsalouisville.org/,current
recWBJRC7gEioyULO,2020-06-08T13:08:52.000Z,https://brdsa.org/blog/,https://bsky.app/profile/batonrougedsa.bsky.social,https://actionnetwork.org/forms/join-brdsa,https://brdsa.org/get-involved/,facebook.com/batonrougedsa,contact@brdsa.org,https://www.instagram.com/batonrougedsa/,https://linktr.ee/batonrougedsa,Baton Rouge,LA,Chapter,https://twitter.com/BatonRougeDSA,brdsa.org,current
recgMgxwGYNONC8Ax,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/neworleansdsa.bsky.social,https://actionnetwork.org/forms/sign-up-for-dsa-new-orleans-updates-2,http://dsaneworleans.org/events/,https://www.facebook.com/NewOrleansDSA/,hello@dsaneworleans.org,https://www.instagram.com/neworleansdsa/,,New Orleans,LA,Chapter,https://twitter.com/neworleansdsa,http://dsaneworleans.org/,current
recaeO2dxjbqDPad7,2023-02-24T20:21:44.000Z,,,,,https://www.facebook.com/profile.php?id=61557645466818,dsashreveport@gmail.com,https://www.instagram.com/dsashreveport/,https://linktr.ee/dsashreveport.roses,Shreveport-Bossier,LA,Chapter,,https://sites.google.com/view/dsashreveport/home,current
recy0Z0XN0FjU9Jar,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/dsaswla.bsky.social,,,https://www.facebook.com/DSASWLA/,dsaswla@protonmail.com,https://www.instagram.com/dsaswla,,Southwest Louisiana,LA,Chapter,https://twitter.com/DSASWLA,http://dsaswla.com/,current
recDdctKgxkxTpMF7,2020-06-08T13:08:52.000Z,https://www.berkshires-dsa.org/blog,,https://actionnetwork.org/forms/subscribe-to-wild-roses-the-berkshires-dsa-newsletter?,https://www.berkshires-dsa.org/events,https://www.facebook.com/BerkshiresDSA,berkshiresdsa@protonmail.com,https://www.instagram.com/berkshiresdsa,https://linktr.ee/berkshiredsa,Berkshires,MA,Chapter,https://x.com/BerkshiresDSA,berkshires-dsa.org,current
rec1mapPnTUtvmgy0,2020-06-08T13:08:52.000Z,,,https://bostondsa.org/get-involved/,https://bostondsa.org/events/,https://www.facebook.com/pages/Boston-Democratic-Socialists-of-America/282734585192522?fref=ts,info@bostonDSA.org,https://www.instagram.com/boston_dsa/,,Boston,MA,Chapter,https://twitter.com/boston_dsa,http://www.bostondsa.org/,current
recbKyFRy973PJzEv,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/CapeCodDSA/,capecodsocialists@gmail.com,https://www.instagram.com/capecoddsa/,,Cape Cod,MA,Chapter,https://twitter.com/capecoddsa,http://www.capecoddsa.org/,current
recHz4bv3iDXCqjP6,2020-06-08T13:08:52.000Z,,bsky.app/profile/rivervalleydsa.bsky.social,actionnetwork.org/forms/river-valley-dsa-email-signup/,rvdsa.org/events/,facebook.com/rivervalleyDSA,rvdemsoc@gmail.com,instagram.com/rivervalleydsa,linktr.ee/rvdsa,River Valley,MA,Chapter,x.com/RiverValleyDSA,https://rvdsa.org/,current
rec3ZYuExL6nKgUE3,2020-06-08T13:08:52.000Z,https://working-mass.com/,,,https://www.worcesterdsa.org/events,https://www.facebook.com/WorcDSA/,steering@worcdsa.org,https://www.instagram.com/worcdsa/,,Worcester,MA,Chapter,https://twitter.com/worcdsa,https://www.worcesterdsa.org/,current
rec80l0tuw3FTXClQ,2022-07-05T22:47:11.000Z,https://dsafrederick.org/blog/,https://bsky.app/profile/dsafrederick.org,https://dsafrederick.org/get-involved/,https://dsafrederick.org/events/,https://www.facebook.com/profile.php?id=100083189509046,dsafrederick@gmail.com,https://www.instagram.com/dsa.frederick,https://linktr.ee/frederickdsa,Frederick,MD,Chapter,,https://dsafrederick.org/,current
recLfgG6ydn0IPFpY,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/baltimoredsa.org,,https://www.baltimoredsa.org/calendar,https://www.facebook.com/BaltimoreDSA,info@gbdsa.org,https://www.instagram.com/baltimoredsa/,https://linktr.ee/baltimoredsa,Greater Baltimore,MD,Chapter,,baltimoredsa.org,current
recjNl5JK3NYyhMRU,2021-04-08T14:32:46.000Z,,,,,,southernmarylanddsa@gmail.com,https://www.instagram.com/dsasomd/,,Southern Maryland,MD,Chapter,https://twitter.com/DsaSomd,https://somddsa.org/,current
recN0F7EofeEi2sVK,2020-06-08T13:08:52.000Z,https://pineandroses.org/ ,https://bsky.app/profile/mainedsa.org,https://actionnetwork.org/forms/mdsa-forecast?source=maine-dsa-website,https://www.mainedsa.org/upcoming-maine-dsa-events/,https://m.facebook.com/medemsoc,info@mainedsa.org,https://www.instagram.com/dsamaine/,https://linktr.ee/maineDSA,Maine,ME,Chapter,https://twitter.com/DSA_Maine,https://www.mainedsa.org/,current
recSTEJSiMiuHtMlA,2026-02-13T19:19:14.000Z,,,,,https://www.facebook.com/CadillacDSA,cadillacdsami@gmail.com,,,Cadillac,MI,Organizing Committee,,,current
recW4bI95Z7XL3NFO,2020-06-08T13:08:52.000Z,https://www.grdsa.org/blog,https://grandrapidsdsa.bsky.social,https://www.grdsa.org/email-list,https://www.grdsa.org/events,https://www.facebook.com/grandrapidsdsa,grandrapidsdsa@gmail.com,https://www.instagram.com/grandrapidsdsa,,Grand Rapids,MI,Chapter,https://x.com/grandrapidsdsa,https://www.grdsa.org,current
rec0ut8JliEiv0O26,2020-06-08T13:08:52.000Z,,,,https://www.greaterlansingdsa.org/calendar,https://www.facebook.com/LansingDSA/,lansingDSA@gmail.com,,,Greater Lansing,MI,Chapter,https://twitter.com/lansingdsa,https://www.greaterlansingdsa.org/,current
reciA8xwGUpW0MiZk,2020-06-08T13:08:52.000Z,https://www.hvdsa.org/news-commentary,https://bsky.app/profile/huronvalleydsa.bsky.social,https://www.hvdsa.org/get_involved,https://www.hvdsa.org/calendar,https://www.facebook.com/HuronValleyDSA/,huronvalleydsa@gmail.com,https://www.instagram.com/huronvalleydsa/,https://linktr.ee/huronvalleydsa,Huron Valley,MI,Chapter,https://twitter.com/HuronValleyDSA,https://www.hvdsa.org/,current
recXKeQY2VM2wkwsS,2025-07-30T16:05:52.000Z,,https://bsky.app/profile/isabellacountydsa.bsky.social,,,https://www.facebook.com/groups/isabellcountydsa,IsabellaCountyDSA@proton.me,https://www.instagram.com/isabellacountydsa/,,Isabella County,MI,Organizing Committee,,,current
recsUheyIZMqow2p3,2020-06-08T13:08:52.000Z,https://medium.com/dsa-detroit-newspaper,,https://www.metrodetroitdsa.com/subscribe,https://metrodetroitdsa.org/events/,https://www.facebook.com/detroitdsa,communications@metrodetroitdsa.com,http://instagram.com/detroitdsa,,Metro Detroit,MI,Chapter,https://twitter.com/detroitdsa,https://detroitdsa.org/,current
recpDAaYiPTsJE4mc,2025-04-30T18:42:41.000Z,,,https://actionnetwork.org/forms/join-the-movement-by-building-working-class-solidarity-in-northwest-michigan/,,,DSAnorthwestMI@gmail.com,instagram.com/dsa_northwest_mi/,,Northwest Michigan,MI,Chapter,,https://nwmidsa.org,current
recC4gGFQp68I9ZEO,2024-08-20T12:16:16.000Z,,https://bsky.app/profile/saginawbaydsa.bsky.social,,,https://www.facebook.com/saginawbaydsa/,contact@saginawbaydsa.org,https://www.instagram.com/saginawbaydsa/,https://linktr.ee/SaginawBayDSA,Saginaw Bay,MI,Chapter,,,current
recS5VGHYFMUxmiky,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/swmidsa.com,,,facebook.com/SWMIDSA,dsasouthwestmi@gmail.com,,,Southwest Michigan,MI,Chapter,https://twitter.com/SWMIDSA,https://swmidsa.com,current
recStYD9pu2XW75YV,2026-09-11T00:32:13.000Z,,,,,https://www.facebook.com/UPDSAMI,updsa@tuta.io,https://www.instagram.com/up_dsa/,https://linktr.ee/updsa,Upper Peninsula,MI,Organizing Committee,,,current
recqnEiHDohXmNsw0,2021-01-20T20:26:26.000Z,,,https://docs.google.com/forms/d/1v_kS6fXkYvoMYczAbCmmfIjh-aL59EPIyMlG2vUqacg/edit?usp=drivesdk,https://calendar.google.com/calendar/u/0?cid=aGpyYzQxZXRwa2djNGFzazc3MnAzbHNwYWdAZ3JvdXAuY2FsZW5kYXIuZ29vZ2xlLmNvbQ,https://www.facebook.com/BrainerdLakesAreaDSA,bla.mn.dsa@gmail.com,https://www.instagram.com/brainerd.mn.dsa/,,Brainerd Lakes Area,MN,Chapter,https://twitter.com/BrainerdMNDSA,https://linktr.ee/BLA.DSA,current
recrOAzKtL4XiBkc0,2025-01-28T22:04:16.000Z,,https://bsky.app/profile/semndsa.bsky.social,https://actionnetwork.org/forms/sign-up-for-emails-from-med-city-dsa?source=direct_link&,https://calendar.google.com/calendar/u/0?cid=c2VtbmRzYUBnbWFpbC5jb20,https://www.facebook.com/groups/semndsa,semndsa@gmail.com,https://www.instagram.com/semndsa/,,Southeast Minnesota,MN,Chapter,,linktr.ee/semndsa,current
rec9LalyLytHwNH8l,2025-02-25T23:49:29.000Z,,https://bsky.app/profile/stclouddsa.bsky.social,actionnetwork.org/forms/st-cloud-dsa-email-list-signup?source=direct_link,https://www.stclouddsa.org/events,https://www.facebook.com/people/St-Cloud-DSA/61573917723223/,saintclouddsa@gmail.com,https://www.instagram.com/stclouddsa/,,St. Cloud,MN,Chapter,https://x.com/dsa_st_cloud,stclouddsa.org,current
rec4bDzSh9Qmudvuz,2020-06-08T13:08:52.000Z,https://twincitiesdsa.org/topics/blog/,,https://twincitiesdsa.org/join/,https://twincitiesdsa.org/events,https://www.facebook.com/TwinCitiesDSA/,chairs@twincitiesdsa.org,https://www.instagram.com/twin.cities.dsa/,,Twin Cities,MN,Chapter,https://twitter.com/twincitiesdsa,https://twincitiesdsa.org/,current
recJs8BRzkSV5yDbN,2020-06-08T13:08:52.000Z,,,http://eepurl.com/dC--vv,,facebook.com/twinportsDSA,dsa.duluth@gmail.com,https://www.instagram.com/dsa.duluth/,,Twin Ports,MN,Chapter,https://twitter.com/TwinPortsDSA,https://twinportsdsa.org/,current
recadsEzmxY7VgYTq,2026-06-30T23:09:31.000Z,,,https://actionnetwork.org/forms/signup-for-the-mail-list,,https://www.facebook.com/profile.php?id=61588691927454,joplindsa@gmail.com,https://www.instagram.com/joplindsa,,Joplin Area,MO,Organizing Committee,,,current
recabufgzhuk7SsaH,2020-06-08T13:08:52.000Z,https://www.midmissouridsa.org/statements,https://bsky.app/profile/midmodsa.bsky.social,,https://www.midmissouridsa.org/calendar,https://www.facebook.com/dsamidmo,midmodsa@gmail.com,https://www.instagram.com/midmodsa,https://linktr.ee/midmodsa,Mid-Missouri,MO,Chapter,https://x.com/midmodsa,https://www.midmissouridsa.org/,current
recffSbqrnjqJxBPs,2026-01-30T19:36:25.000Z,,,,,,dsaswmo@gmail.com,https://www.instagram.com/dsa_ozarks/,https://linktr.ee/ozarksdsa,Ozarks,MO,Chapter,,,current
recmAMmJR3WF7a9px,2023-06-14T22:17:18.000Z,,,,,https://www.facebook.com/p/Southeast-Missouri-DSA-61575020190014/,southeastmo-dsa@proton.me,https://www.instagram.com/southeastmodsa,,Southeast Missouri,MO,Organizing Committee,,https://southeastmodsa.org/,current
recsmq8fcapOcKEeZ,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/STLDSA/,info@stldsa.org,https://www.instagram.com/saintlouisdsa/,,St. Louis,MO,Chapter,https://twitter.com/stlouisdsa,https://stldsa.org/,current
recztNQn5OHxM87PO,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/kansascitydsa.bsky.social,https://actionnetwork.org/forms/join-the-kcdsa-contact-list,https://www.kcdsa.org/calendar,https://www.facebook.com/kansascitydsa,contact@kcdsa.org,https://www.instagram.com/kansascitydsa/,https://linktr.ee/kcdsa,Kansas City,MO KS,Chapter,https://x.com/kansascitydsa,https://kcdsa.org/,current
recQA9bwED4075itz,2025-05-16T21:55:03.000Z,,https://bsky.app/profile/centralmsdsa.bsky.social,https://buttondown.com/centralmsdsa,,https://www.facebook.com/share/1Dj4mMbyfw/,public@centralmsdsa.org,https://www.instagram.com/centralms.dsa/,https://linktr.ee/centralmsdsa,Central Mississippi,MS,Chapter,,https://centralmsdsa.org,current
recWi4jTHgukTFasy,2026-04-13T23:13:03.000Z,,,,,,public@northmsdsa.org,,,North Mississippi,MS,Organizing Committee,,,current
recc3qYuezOuNq4MR,2025-06-18T22:39:06.000Z,,,,,,southernmississippidsa@gmail.com,,,Southern Mississippi,MS,Organizing Committee,,,current
recupqw7yRouGBVwW,2020-06-08T13:08:52.000Z,,,,,www.facebook.com/bozemandsa,bozemandsa@gmail.com,www.instagram.com/bozemandsa,linktr.ee/bozemandsa,Bozeman,MT,Chapter,,https://bozemandsa.org/,current
recN0QSja5PaHFtet,2026-01-30T19:36:02.000Z,,,,,,NorthwestMTDSA@gmail.com,,,Northwest Montana,MT,Organizing Committee,,,current
recZ8NV1XsHKSYBsn,2020-06-08T13:08:52.000Z,https://westernmtdsa.substack.com/,,https://actionnetwork.org/forms/join-the-western-montana-dsa-email-list?source=dsa_chapters_list,https://westernmtdsa.org/calendar.html,https://www.facebook.com/westernmtdsa,info@westernmtdsa.org,https://www.instagram.com/western_mt_dsa,https://linktr.ee/western_mt_dsa,Western Montana,MT,Chapter,https://twitter.com/westernmt_dsa,https://westernmtdsa.org,current
recCN9kXq7rgCbQnT,2020-06-08T13:08:52.000Z,https://avldsa.medium.com/,,https://actionnetwork.org/forms/join-the-asheville-dsa-email-list,,https://www.facebook.com/AVLDSA/,general@avldsa.org,https://www.instagram.com/asheville_dsa/,,Asheville,NC,Chapter,https://twitter.com/AshevilleDSA,https://avldsa.org/,current
recAUaAhUpNG7vDdz,2026-07-13T23:53:56.000Z,,,,https://calendar.google.com/calendar/embed?src=catawbavalleydsa.admin%40gmail.com&ctz=America%2FNew_York,https://www.facebook.com/people/Catawba-Valley-Democratic-Socialists/61573253738170/,catawbavalleydsa.admin@gmail.com,https://www.instagram.com/catawbavalleydsa,,Catawba Valley,NC,Organizing Committee,,https://actionnetwork.org/groups/catawba-valley-dsa,current
recJuZsNGD41j4umw,2020-10-21T17:59:35.000Z,,https://bsky.app/profile/ptncdsa.bsky.social,,,https://www.facebook.com/PiedmontTriadDSA/,ptncdsa@gmail.com,https://www.instagram.com/ptncdsa,https://linktr.ee/ptncdsa,Piedmont Triad,NC,Chapter,https://x.com/PTNCDSA,www.ptncdsa.org,current
reccdrhmClCQ2CW1Q,2020-06-08T13:08:52.000Z,https://www.dsanc.org/leftangles,https://bsky.app/profile/nctriangledsa.bsky.social,https://www.dsanc.org/get-involved,https://calendar.google.com/calendar/u/0/embed?src=dsa.chapelboro@gmail.com,https://www.facebook.com/DSANCTriangle,ncpdsa@gmail.com,https://www.instagram.com/nctriangledsa,https://linktr.ee/nctriangledsa,Triangle,NC,Chapter,https://twitter.com/NC_DSA,https://www.dsanc.org/,current
rect7eOZNHXFCpZhO,2020-06-08T13:08:52.000Z,,,https://www.wilmingtondsa.org/subscribe-to-our-newsletter/,https://www.wilmingtondsa.org/events/,,wilmingtondsa@gmail.com,https://www.instagram.com/ilm_dsa/,https://linktr.ee/Wilmingtondsa,Wilmington,NC,Chapter,,https://www.wilmingtondsa.org/,current
recVkxNJL0pZJd2Io,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/cltdsa.bsky.social,,https://charlottedsa.org/events,,CLTDSA@protonmail.com,https://www.instagram.com/dsaclt/,https://linktr.ee/cltdsa,Charlotte Metro,"NC
SC",Chapter,https://x.com/cltdsa/,http://www.charlottedsa.org/,current
rectkcdrLlVqhtAj9,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/rrvdsa/,gc@rrvDSA.org,,,Red River Valley,"ND
MN",Chapter,https://twitter.com/rrvdsa,https://www.rrvdsa.org/,current
recCSjawdtlnyHEUk,2020-06-08T13:08:52.000Z,,,,https://calendar.google.com/calendar/u/0/embed?src=8f7b2f4aff1da8f0fb3c6818e4f186a0040bf8e077a9bd0d2cb3b457074fe211@group.calendar.google.com&ctz=America/Chicago,https://www.facebook.com/DSALincolnNE,DSAlincoln@gmail.com,instagram.com/dsalincolnne,,Lincoln,NE,Chapter,,http://www.dsanebraska.org/,current
recG0AfdLPXQ117AV,2025-01-28T22:03:48.000Z,,https://bsky.app/profile/omahadsa.bsky.social,https://actionnetwork.org/forms/join-the-omaha-dsa-email-list,https://www.omahadsa.org//events/,,omahadsa@gmail.com,https://www.instagram.com/omahadsa/,,Omaha,NE IA,Chapter,https://x.com/omahadsa, https://omahadsa.org/,current
recdP6i0tJkEEiTJo,2020-06-08T13:08:52.000Z,https://snh.dsachapters.org/statements/,https://bsky.app/profile/southernnhdsa.bsky.social,,https://snh.dsachapters.org/calendar/,https://www.facebook.com/snhdsa/,steering@nhdsa.org,https://www.instagram.com/snhdsa/,https://linktr.ee/southernnhdsa,Southern New Hampshire,NH,Chapter,https://twitter.com/snhdsa,https://snh.dsachapters.org/,current
recXkWXpt6VdXu1ia,2020-06-08T13:08:52.000Z,https://www.uppervalleydsa.org/news/statements-articles,,upper-valley-dsa-bulletins@googlegroups.com,https://www.uppervalleydsa.org/events,https://facebook.com/upper-valley-dsa,uppervalleydsa@gmail.com,https://www.instagram.com/uvdsa/,,Upper Valley,"NH
VT",Chapter,https://twitter.com/UV_DSA,http://uppervalleydsa.org/,current
recFz45vphORHK1Dm,2020-06-08T13:08:52.000Z,,,,https://central.dsanj.org/calendar/,https://www.facebook.com/CentralNJDSA/,centralnj@dsanj.org,https://www.instagram.com/centralnjdsa/,,Central New Jersey,NJ,Chapter,https://twitter.com/CentralNJDSA/,https://central.dsanj.org/,current
recQj7rjB9I8F1MDP,2020-06-08T13:08:52.000Z,https://medium.com/https://twitter.com/northnjdsa,,,https://north.dsanj.org/calendar/,https://www.facebook.com/NorthNJDSA/,northnj@dsanj.org,https://www.instagram.com/north_nj_dsa/,,North New Jersey,NJ,Chapter,https://twitter.com/NorthNJDSA,https://north.dsanj.org/,current
recAZ1yx859goSomI,2020-06-08T13:08:52.000Z,,,,https://south.dsanj.org/calendar/,,southnj@dsanj.org,http://www.instagram.com/dsasouthjersey,https://linktr.ee/dsasouthjersey,South New Jersey,NJ,Chapter,http://twitter.com/dsasouthjersey,https://south.dsanj.org/,current
recFYJOYDeA0EYqnO,2023-10-03T17:59:14.000Z,,,,,,newalbuquerquedsa@gmail.com,,,Albuquerque,NM,Chapter,,https://abqdsa.org/,current
rec7AQSLf28mV3Z9L,2026-08-12T20:15:30.000Z,,,,,,dsasjc@proton.me,,,San Juan County,NM,Organizing Committee,,,current
reclyHYiSKHUVlfWT,2020-06-08T13:08:52.000Z,,,,,https://www.facebook.com/santafedsa,solidarity@santafedsa.org,https://www.instagram.com/santa.fe.dsa/,,Santa Fe,NM,Chapter,https://twitter.com/DSASantaFe,https://www.dsasantafe.org/,current
recreuDi9kiy7ABbA,2020-06-08T13:08:52.000Z,https://lvdsa.org/blog,,,https://lvdsa.org/events,https://www.facebook.com/LasVegasDSA/,lasvegasdsa@gmail.com,https://instagram.com/vegasdsa/,,Las Vegas,NV,Chapter,https://twitter.com/LasVegasDSA,https://lvdsa.org,current
rechbyY2P8QhIF3DO,2020-06-08T13:08:52.000Z,,,,https://nndsa.org/calendar,https://www.facebook.com/NorthernNevadaDSA/,info@nndsa.org,https://www.instagram.com/nn.dsa/,,Northern Nevada,NV,Chapter,twitter.com/NNV_DSA,https://www.nndsa.org/,current
rec4CR2I5yEhcirbO,2026-04-10T17:14:21.000Z,,,,,,BroomeDSA@proton.me,,,Broome,NY,Organizing Committee,,,current
rectL9ZGVK2eueBIC,2020-06-08T13:08:52.000Z,https://buffalodsa.org/statements/,https://bsky.app/profile/buffalodsa.bsky.social,https://events.buffalodsa.org/subscribe,https://events.buffalodsa.org/,https://www.facebook.com/BuffaloDSA/,info@buffalodsa.org,https://www.instagram.com/buffalodsa/,https://linktr.ee/buffalodsa,Buffalo,NY,Chapter,https://x.com/buffalodsa,https://buffalodsa.org,current
recpKDmBrRnuJ61xG,2020-06-08T13:08:52.000Z,,,https://actionnetwork.org/forms/capital-district-dsa-mailing-list,https://capitaldistrictdsa.org/events,https://www.facebook.com/capitaldistrictdsa,info@capitaldistrictdsa.org,,,Capital District,NY,Chapter,https://twitter.com/CapDistrictDSA,https://capitaldistrictdsa.org,current
recwhaqeUWFEaazGt,2020-06-08T13:08:52.000Z,,,https://www.highpeaksdsa.org/contact/,https://www.highpeaksdsa.org/events/,facebook.com/highpeaksdsa,highpeaksdsa@gmail.com,instagram.com/highpeaksdsa,,High Peaks,NY,Chapter,,https://www.highpeaksdsa.org/,current
recFSAI0PS4bMYFeA,2020-06-08T13:08:52.000Z,ithacadsa.blogspot.com,,,https://ithacadsa.org/calendar,https://www.facebook.com/IthacaDSA/,ithacanydsa@gmail.com,https://www.instagram.com/ithacadsa,,Ithaca,NY,Chapter,twitter.com/ithacadsa,https://ithacadsa.org/,current
recJzf90kikpXO0DT,2020-06-08T13:08:52.000Z,https://www.lidsa.org/newsletter,,https://actionnetwork.org/forms/join-our-mailing-list-118,https://www.lidsa.org/calendar/this-month,,info@lidsa.org,https://www.instagram.com/longislanddsa/,,Long Island,NY,Chapter,https://twitter.com/LongIslandDSA,https://www.lidsa.org/,current
recljeUAWKtdx5PRp,2020-07-09T12:28:20.000Z,,,https://actionnetwork.org/forms/lower-hudson-valley-email-sign-up/ ,,http://facebook.com/lowerhudsondsa,hudsonvalleydsa@gmail.com,https://www.instagram.com/lhvdsa/ ,,Lower Hudson Valley,NY,Chapter,https://twitter.com/lhvdsa ,http://lhvdsa.org ,current
recaZNZNI4KzF2ifo,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/mhvdsa.bsky.social,https://actionnetwork.org/forms/mhvdsa-emails-and-texts,mhvdsa.org/events,https://www.facebook.com/mhvdsa,organize@mhvdsa.org,https://www.instagram.com/mhvdsa/,https://linktr.ee/MHVDSA,Mid-Hudson Valley,NY,Chapter,https://x.com/mhvdsa,https://mhvdsa.org/,current
recm5xtlty0kssfFb,2020-06-08T13:08:52.000Z,,https://bsky.app/profile/socialists.nyc,https://www.socialists.nyc/info,https://calendar.socialists.nyc/,https://www.facebook.com/nycdsa/,info@socialists.nyc,https://www.instagram.com/nycdsa/?hl=en,https://linktr.ee/nyc_dsa,New York City,NY,Chapter,https://twitter.com/nycDSA,http://www.socialists.nyc/,current
